L,a,b,hex_srgb
30.0,-4.0,8.0,#45483A
30.0,-4.0,10.0,#474837
30.0,-4.0,12.0,#484834
30.0,-4.0,14.0,#494831
30.0,-4.0,16.0,#4A482E
30.0,-4.0,18.0,#4A482A
30.0,-4.0,20.0,#4B4827
30.0,-4.0,22.0,#4C4824
30.0,-4.0,24.0,#4D4720
30.0,-4.0,28.0,#4E4719
30.0,-4.0,32.0,#4F4711
30.0,-4.0,36.0,#504707
30.0,-4.0,40.0,#504700
30.0,-2.0,-66.0,#004FB0
30.0,-2.0,-60.0,#004EA6
30.0,-2.0,-56.0,#004E9F
30.0,-2.0,-52.0,#004D99
30.0,-2.0,-40.0,#004B85
30.0,-2.0,-36.0,#004B7F
30.0,-2.0,-32.0,#004A78
30.0,-2.0,-28.0,#134A72
30.0,-2.0,-24.0,#22496C
30.0,-2.0,-20.0,#2B4965
30.0,-2.0,-18.0,#2F4962
30.0,-2.0,-16.0,#32495F
30.0,-2.0,-14.0,#35495C
30.0,-2.0,-12.0,#374859
30.0,-2.0,-10.0,#3A4856
30.0,-2.0,-8.0,#3C4853
30.0,-2.0,-6.0,#3E4850
30.0,-2.0,-4.0,#40484D
30.0,-2.0,-2.0,#42484A
30.0,-2.0,0.0,#434847
30.0,-2.0,2.0,#454744
30.0,-2.0,4.0,#464740
30.0,-2.0,6.0,#47473D
30.0,-2.0,8.0,#49473A
30.0,-2.0,10.0,#4A4737
30.0,-2.0,12.0,#4B4734
30.0,-2.0,14.0,#4C4731
30.0,-2.0,16.0,#4C472E
30.0,-2.0,18.0,#4D472A
30.0,-2.0,20.0,#4E4727
30.0,-2.0,22.0,#4F4724
30.0,-2.0,26.0,#50461D
30.0,-2.0,30.0,#514615
30.0,-2.0,34.0,#52460D
30.0,-2.0,38.0,#534602
30.0,-2.0,42.0,#534600
30.0,0.0,-52.0,#004C99
30.0,0.0,-48.0,#004B92
30.0,0.0,-36.0,#004A7F
30.0,0.0,-32.0,#094978
30.0,0.0,-28.0,#1D4972
30.0,0.0,-24.0,#28496C
30.0,0.0,-20.0,#304866
30.0,0.0,-18.0,#334862
30.0,0.0,-16.0,#36485F
30.0,0.0,-14.0,#39485C
30.0,0.0,-12.0,#3C4759
30.0,0.0,-10.0,#3E4756
30.0,0.0,-8.0,#404753
30.0,0.0,-6.0,#424750
30.0,0.0,-4.0,#44474D
30.0,0.0,-2.0,#45474A
30.0,0.0,0.0,#474747
30.0,0.0,2.0,#484744
30.0,0.0,4.0,#494640
30.0,0.0,6.0,#4B463D
30.0,0.0,8.0,#4C463A
30.0,0.0,10.0,#4D4637
30.0,0.0,12.0,#4E4634
30.0,0.0,14.0,#4F4631
30.0,0.0,16.0,#4F462E
30.0,0.0,18.0,#50462B
30.0,0.0,20.0,#514627
30.0,0.0,22.0,#524624
30.0,0.0,26.0,#53461D
30.0,0.0,30.0,#544516
30.0,0.0,34.0,#55450D
30.0,0.0,38.0,#554502
30.0,0.0,42.0,#564500
30.0,2.0,-66.0,#004DB0
30.0,2.0,-62.0,#004DA9
30.0,2.0,-58.0,#004CA2
30.0,2.0,-48.0,#004B92
30.0,2.0,-44.0,#004A8C
30.0,2.0,-32.0,#174878
30.0,2.0,-28.0,#254872
30.0,2.0,-24.0,#2E486C
30.0,2.0,-22.0,#324769
30.0,2.0,-20.0,#354766
30.0,2.0,-18.0,#384762
30.0,2.0,-16.0,#3B475F
30.0,2.0,-14.0,#3D475C
30.0,2.0,-12.0,#3F4659
30.0,2.0,-10.0,#424656
30.0,2.0,-8.0,#434653
30.0,2.0,-6.0,#454650
30.0,2.0,-4.0,#47464D
30.0,2.0,-2.0,#48464A
30.0,2.0,0.0,#4A4647
30.0,2.0,2.0,#4B4644
30.0,2.0,4.0,#4C4541
30.0,2.0,6.0,#4E453D
30.0,2.0,8.0,#4F453A
30.0,2.0,10.0,#504537
30.0,2.0,12.0,#514534
30.0,2.0,14.0,#514531
30.0,2.0,16.0,#52452E
30.0,2.0,18.0,#53452B
30.0,2.0,20.0,#544527
30.0,2.0,22.0,#544524
30.0,2.0,26.0,#55441D
30.0,2.0,30.0,#564416
30.0,2.0,34.0,#57440D
30.0,2.0,38.0,#584403
30.0,2.0,42.0,#584400
30.0,4.0,-58.0,#004BA2
30.0,4.0,-54.0,#004A9C
30.0,4.0,-44.0,#00498C
30.0,4.0,-40.0,#004885
30.0,4.0,-32.0,#204778
30.0,4.0,-30.0,#264775
30.0,4.0,-28.0,#2B4772
30.0,4.0,-26.0,#2F476F
30.0,4.0,-24.0,#33476C
30.0,4.0,-22.0,#364669
30.0,4.0,-20.0,#3A4666
30.0,4.0,-18.0,#3C4662
30.0,4.0,-16.0,#3F465F
30.0,4.0,-14.0,#41465C
30.0,4.0,-12.0,#434559
30.0,4.0,-10.0,#454556
30.0,4.0,-8.0,#474553
30.0,4.0,-6.0,#494550
30.0,4.0,-4.0,#4A454D
30.0,4.0,-2.0,#4C454A
30.0,4.0,0.0,#4D4547
30.0,4.0,2.0,#4E4444
30.0,4.0,4.0,#4F4441
30.0,4.0,6.0,#51443E
30.0,4.0,8.0,#52443A
30.0,4.0,10.0,#534437
30.0,4.0,12.0,#534434
30.0,4.0,14.0,#544431
30.0,4.0,16.0,#55442E
30.0,4.0,18.0,#56442B
30.0,4.0,20.0,#564428
30.0,4.0,22.0,#574424
30.0,4.0,24.0,#584321
30.0,4.0,28.0,#59431A
30.0,4.0,32.0,#594312
30.0,4.0,36.0,#5A4308
30.0,4.0,40.0,#5B4300
30.0,4.0,44.0,#5B4300
30.0,6.0,-70.0,#004CB6
30.0,6.0,-66.0,#004CB0
30.0,6.0,-54.0,#004A9C
30.0,6.0,-50.0,#004995
30.0,6.0,-40.0,#004785
30.0,6.0,-28.0,#314672
30.0,6.0,-26.0,#34466F
30.0,6.0,-24.0,#38466C
30.0,6.0,-22.0,#3B4569
30.0,6.0,-20.0,#3E4566
30.0,6.0,-18.0,#404563
30.0,6.0,-16.0,#43455F
30.0,6.0,-14.0,#45455C
30.0,6.0,-12.0,#474459
30.0,6.0,-10.0,#494456
30.0,6.0,-8.0,#4A4453
30.0,6.0,-6.0,#4C4450
30.0,6.0,-4.0,#4D444D
30.0,6.0,-2.0,#4F444A
30.0,6.0,0.0,#504447
30.0,6.0,2.0,#514344
30.0,6.0,4.0,#524341
30.0,6.0,6.0,#53433E
30.0,6.0,8.0,#54433B
30.0,6.0,10.0,#554337
30.0,6.0,12.0,#564334
30.0,6.0,14.0,#574331
30.0,6.0,16.0,#58432E
30.0,6.0,18.0,#58432B
30.0,6.0,20.0,#594328
30.0,6.0,22.0,#5A4224
30.0,6.0,24.0,#5A4221
30.0,6.0,28.0,#5B421A
30.0,6.0,32.0,#5C4212
30.0,6.0,36.0,#5D4208
30.0,6.0,40.0,#5D4200
30.0,6.0,44.0,#5E4200
30.0,8.0,-66.0,#004BB0
30.0,8.0,-62.0,#004AA9
30.0,8.0,-50.0,#004895
30.0,8.0,-46.0,#00478F
30.0,8.0,-40.0,#104685
30.0,8.0,-36.0,#22467F
30.0,8.0,-34.0,#29467C
30.0,8.0,-32.0,#2E4578
30.0,8.0,-28.0,#364572
30.0,8.0,-26.0,#39456F
30.0,8.0,-24.0,#3C446C
30.0,8.0,-22.0,#3F4469
30.0,8.0,-20.0,#424466
30.0,8.0,-18.0,#444463
30.0,8.0,-16.0,#46445F
30.0,8.0,-14.0,#48435C
30.0,8.0,-12.0,#4A4359
30.0,8.0,-10.0,#4C4356
30.0,8.0,-8.0,#4E4353
30.0,8.0,-6.0,#4F4350
30.0,8.0,-4.0,#50434D
30.0,8.0,-2.0,#52434A
30.0,8.0,0.0,#534247
30.0,8.0,2.0,#544244
30.0,8.0,4.0,#554241
30.0,8.0,6.0,#56423E
30.0,8.0,8.0,#57423B
30.0,8.0,10.0,#584238
30.0,8.0,12.0,#594234
30.0,8.0,14.0,#5A4231
30.0,8.0,16.0,#5A422E
30.0,8.0,18.0,#5B412B
30.0,8.0,20.0,#5C4128
30.0,8.0,22.0,#5C4125
30.0,8.0,24.0,#5D4121
30.0,8.0,26.0,#5D411E
30.0,8.0,30.0,#5E4116
30.0,8.0,34.0,#5F410E
30.0,8.0,38.0,#5F4104
30.0,8.0,42.0,#604100
30.0,8.0,46.0,#614100
30.0,10.0,-72.0,#004BBA
30.0,10.0,-62.0,#0049A9
30.0,10.0,-58.0,#0048A2
30.0,10.0,-46.0,#00468F
30.0,10.0,-40.0,#1C4585
30.0,10.0,-32.0,#334479
30.0,10.0,-28.0,#3A4472
30.0,10.0,-26.0,#3E446F
30.0,10.0,-24.0,#40436C
30.0,10.0,-22.0,#434369
30.0,10.0,-20.0,#454366
30.0,10.0,-18.0,#484363
30.0,10.0,-16.0,#4A425F
30.0,10.0,-14.0,#4C425C
30.0,10.0,-12.0,#4D4259
30.0,10.0,-10.0,#4F4256
30.0,10.0,-8.0,#514253
30.0,10.0,-6.0,#524250
30.0,10.0,-4.0,#53424D
30.0,10.0,-2.0,#55414A
30.0,10.0,0.0,#564147
30.0,10.0,2.0,#574144
30.0,10.0,4.0,#584141
30.0,10.0,6.0,#59413E
30.0,10.0,8.0,#5A413B
30.0,10.0,10.0,#5B4138
30.0,10.0,12.0,#5C4135
30.0,10.0,14.0,#5C4031
30.0,10.0,16.0,#5D402E
30.0,10.0,18.0,#5E402B
30.0,10.0,20.0,#5E4028
30.0,10.0,22.0,#5F4025
30.0,10.0,24.0,#5F4021
30.0,10.0,26.0,#60401E
30.0,10.0,30.0,#614017
30.0,10.0,34.0,#61400E
30.0,10.0,38.0,#624004
30.0,10.0,42.0,#624000
30.0,10.0,46.0,#634000
30.0,12.0,-72.0,#004ABA
30.0,12.0,-68.0,#0049B3
30.0,12.0,-58.0,#0047A2
30.0,12.0,-54.0,#00469C
30.0,12.0,-46.0,#00458F
30.0,12.0,-40.0,#244485
30.0,12.0,-38.0,#2B4482
30.0,12.0,-36.0,#30447F
30.0,12.0,-32.0,#384379
30.0,12.0,-28.0,#3F4372
30.0,12.0,-26.0,#42426F
30.0,12.0,-24.0,#44426C
30.0,12.0,-22.0,#474269
30.0,12.0,-20.0,#494266
30.0,12.0,-18.0,#4B4263
30.0,12.0,-16.0,#4D4160
30.0,12.0,-14.0,#4F415C
30.0,12.0,-12.0,#514159
30.0,12.0,-10.0,#524156
30.0,12.0,-8.0,#544153
30.0,12.0,-6.0,#554050
30.0,12.0,-4.0,#56404D
30.0,12.0,-2.0,#58404A
30.0,12.0,0.0,#594047
30.0,12.0,2.0,#5A4044
30.0,12.0,4.0,#5B4041
30.0,12.0,6.0,#5C403E
30.0,12.0,8.0,#5D403B
30.0,12.0,10.0,#5D3F38
30.0,12.0,12.0,#5E3F35
30.0,12.0,14.0,#5F3F31
30.0,12.0,16.0,#603F2E
30.0,12.0,18.0,#603F2B
30.0,12.0,20.0,#613F28
30.0,12.0,22.0,#613F25
30.0,12.0,24.0,#623F21
30.0,12.0,26.0,#623F1E
30.0,12.0,28.0,#633F1B
30.0,12.0,32.0,#633F13
30.0,12.0,36.0,#643E0A
30.0,12.0,40.0,#653E00
30.0,12.0,44.0,#653E00
30.0,14.0,-68.0,#0048B3
30.0,14.0,-64.0,#0047AC
30.0,14.0,-54.0,#00459C
30.0,14.0,-46.0,#13448F
30.0,14.0,-44.0,#1D448C
30.0,14.0,-36.0,#35427F
30.0,14.0,-32.0,#3D4279
30.0,14.0,-30.0,#404275
30.0,14.0,-28.0,#434172
30.0,14.0,-26.0,#46416F
30.0,14.0,-24.0,#48416C
30.0,14.0,-22.0,#4A4169
30.0,14.0,-20.0,#4D4066
30.0,14.0,-18.0,#4F4063
30.0,14.0,-16.0,#504060
30.0,14.0,-14.0,#52405C
30.0,14.0,-12.0,#544059
30.0,14.0,-10.0,#554056
30.0,14.0,-8.0,#573F53
30.0,14.0,-6.0,#583F50
30.0,14.0,-4.0,#593F4D
30.0,14.0,-2.0,#5A3F4A
30.0,14.0,0.0,#5C3F47
30.0,14.0,2.0,#5D3F44
30.0,14.0,4.0,#5E3E41
30.0,14.0,6.0,#5E3E3E
30.0,14.0,8.0,#5F3E3B
30.0,14.0,10.0,#603E38
30.0,14.0,12.0,#613E35
30.0,14.0,14.0,#623E32
30.0,14.0,16.0,#623E2E
30.0,14.0,18.0,#633E2B
30.0,14.0,20.0,#633E28
30.0,14.0,22.0,#643E25
30.0,14.0,24.0,#643E22
30.0,14.0,26.0,#653D1E
30.0,14.0,28.0,#653D1B
30.0,14.0,30.0,#663D17
30.0,14.0,34.0,#663D0F
30.0,14.0,38.0,#673D05
30.0,14.0,42.0,#673D00
30.0,14.0,46.0,#683D00
30.0,16.0,-76.0,#0048C1
30.0,16.0,-64.0,#0046AC
30.0,16.0,-60.0,#0045A6
30.0,16.0,-54.0,#00449C
30.0,16.0,-50.0,#004395
30.0,16.0,-44.0,#26428C
30.0,16.0,-42.0,#2C4289
30.0,16.0,-40.0,#324285
30.0,16.0,-36.0,#3A417F
30.0,16.0,-30.0,#444075
30.0,16.0,-28.0,#474072
30.0,16.0,-26.0,#49406F
30.0,16.0,-24.0,#4C406C
30.0,16.0,-22.0,#4E3F69
30.0,16.0,-20.0,#503F66
30.0,16.0,-18.0,#523F63
30.0,16.0,-16.0,#543F60
30.0,16.0,-14.0,#553F5D
30.0,16.0,-12.0,#573E59
30.0,16.0,-10.0,#583E56
30.0,16.0,-8.0,#5A3E53
30.0,16.0,-6.0,#5B3E50
30.0,16.0,-4.0,#5C3E4D
30.0,16.0,-2.0,#5D3E4A
30.0,16.0,0.0,#5E3D47
30.0,16.0,2.0,#5F3D44
30.0,16.0,4.0,#603D41
30.0,16.0,6.0,#613D3E
30.0,16.0,8.0,#623D3B
30.0,16.0,10.0,#633D38
30.0,16.0,12.0,#633D35
30.0,16.0,14.0,#643D32
30.0,16.0,16.0,#653C2F
30.0,16.0,18.0,#653C2B
30.0,16.0,20.0,#663C28
30.0,16.0,22.0,#663C25
30.0,16.0,24.0,#673C22
30.0,16.0,26.0,#673C1E
30.0,16.0,28.0,#683C1B
30.0,16.0,30.0,#683C17
30.0,16.0,34.0,#693C0F
30.0,16.0,38.0,#693C05
30.0,16.0,42.0,#6A3C00
30.0,16.0,46.0,#6A3C00
30.0,18.0,-76.0,#0047C1
30.0,18.0,-72.0,#0046BA
30.0,18.0,-60.0,#0044A6
30.0,18.0,-50.0,#134295
30.0,18.0,-48.0,#1F4292
30.0,18.0,-40.0,#374085
30.0,18.0,-36.0,#3F407F
30.0,18.0,-34.0,#42407C
30.0,18.0,-32.0,#453F79
30.0,18.0,-30.0,#483F75
30.0,18.0,-28.0,#4B3F72
30.0,18.0,-26.0,#4D3F6F
30.0,18.0,-24.0,#4F3E6C
30.0,18.0,-22.0,#513E69
30.0,18.0,-20.0,#533E66
30.0,18.0,-18.0,#553E63
30.0,18.0,-16.0,#573D60
30.0,18.0,-14.0,#583D5D
30.0,18.0,-12.0,#5A3D5A
30.0,18.0,-10.0,#5B3D56
30.0,18.0,-8.0,#5D3D53
30.0,18.0,-6.0,#5E3D50
30.0,18.0,-4.0,#5F3C4D
30.0,18.0,-2.0,#603C4A
30.0,18.0,0.0,#613C47
30.0,18.0,2.0,#623C44
30.0,18.0,4.0,#633C41
30.0,18.0,6.0,#643C3E
30.0,18.0,8.0,#653C3B
30.0,18.0,10.0,#653B38
30.0,18.0,12.0,#663B35
30.0,18.0,14.0,#673B32
30.0,18.0,16.0,#673B2F
30.0,18.0,18.0,#683B2C
30.0,18.0,20.0,#683B28
30.0,18.0,22.0,#693B25
30.0,18.0,24.0,#693B22
30.0,18.0,26.0,#6A3B1F
30.0,18.0,28.0,#6A3B1B
30.0,18.0,30.0,#6A3B17
30.0,18.0,32.0,#6B3B14
30.0,18.0,36.0,#6B3A0B
30.0,18.0,40.0,#6C3A01
30.0,18.0,44.0,#6C3A00
30.0,18.0,48.0,#6D3A00
30.0,20.0,-72.0,#0045BA
30.0,20.0,-68.0,#0044B3
30.0,20.0,-60.0,#0043A6
30.0,20.0,-56.0,#00429F
30.0,20.0,-48.0,#274092
30.0,20.0,-46.0,#2E408F
30.0,20.0,-44.0,#33408C
30.0,20.0,-40.0,#3C3F85
30.0,20.0,-32.0,#493E79
30.0,20.0,-30.0,#4C3E76
30.0,20.0,-28.0,#4E3D72
30.0,20.0,-26.0,#503D6F
30.0,20.0,-24.0,#533D6C
30.0,20.0,-22.0,#553D69
30.0,20.0,-20.0,#563C66
30.0,20.0,-18.0,#583C63
30.0,20.0,-16.0,#5A3C60
30.0,20.0,-14.0,#5B3C5D
30.0,20.0,-12.0,#5D3C5A
30.0,20.0,-10.0,#5E3B57
30.0,20.0,-8.0,#5F3B53
30.0,20.0,-6.0,#613B50
30.0,20.0,-4.0,#623B4D
30.0,20.0,-2.0,#633B4A
30.0,20.0,0.0,#643B47
30.0,20.0,2.0,#653A44
30.0,20.0,4.0,#653A41
30.0,20.0,6.0,#663A3E
30.0,20.0,8.0,#673A3B
30.0,20.0,10.0,#683A38
30.0,20.0,12.0,#683A35
30.0,20.0,14.0,#693A32
30.0,20.0,16.0,#6A3A2F
30.0,20.0,18.0,#6A3A2C
30.0,20.0,20.0,#6B3929
30.0,20.0,22.0,#6B3925
30.0,20.0,24.0,#6C3922
30.0,20.0,26.0,#6C391F
30.0,20.0,28.0,#6C391B
30.0,20.0,30.0,#6D3918
30.0,20.0,32.0,#6D3914
30.0,20.0,36.0,#6E390B
30.0,20.0,40.0,#6E3901
30.0,20.0,44.0,#6F3900
30.0,20.0,48.0,#6F3900
30.0,22.0,-68.0,#0043B3
30.0,22.0,-56.0,#00419F
30.0,22.0,-52.0,#1F4099
30.0,22.0,-44.0,#393E8C
30.0,22.0,-40.0,#413E85
30.0,22.0,-38.0,#443D82
30.0,22.0,-36.0,#473D7F
30.0,22.0,-32.0,#4D3D79
30.0,22.0,-30.0,#4F3C76
30.0,22.0,-28.0,#523C72
30.0,22.0,-26.0,#543C6F
30.0,22.0,-24.0,#563B6C
30.0,22.0,-22.0,#583B69
30.0,22.0,-20.0,#593B66
30.0,22.0,-18.0,#5B3B63
30.0,22.0,-16.0,#5D3B60
30.0,22.0,-14.0,#5E3A5D
30.0,22.0,-12.0,#603A5A
30.0,22.0,-10.0,#613A57
30.0,22.0,-8.0,#623A53
30.0,22.0,-6.0,#633A50
30.0,22.0,-4.0,#64394D
30.0,22.0,-2.0,#65394A
30.0,22.0,0.0,#663947
30.0,22.0,2.0,#673944
30.0,22.0,4.0,#683941
30.0,22.0,6.0,#69393E
30.0,22.0,8.0,#6A393B
30.0,22.0,10.0,#6A3838
30.0,22.0,12.0,#6B3835
30.0,22.0,14.0,#6C3832
30.0,22.0,16.0,#6C382F
30.0,22.0,18.0,#6D382C
30.0,22.0,20.0,#6D3829
30.0,22.0,22.0,#6E3825
30.0,22.0,24.0,#6E3822
30.0,22.0,26.0,#6E381F
30.0,22.0,28.0,#6F381B
30.0,22.0,30.0,#6F3818
30.0,22.0,32.0,#6F3714
30.0,22.0,34.0,#703710
30.0,22.0,38.0,#703706
30.0,22.0,42.0,#713700
30.0,22.0,46.0,#713700
30.0,24.0,-78.0,#0044C4
30.0,24.0,-68.0,#0042B3
30.0,24.0,-64.0,#0041AD
30.0,24.0,-60.0,#0040A6
30.0,24.0,-56.0,#133F9F
30.0,24.0,-52.0,#283E99
30.0,24.0,-50.0,#2F3E96
30.0,24.0,-48.0,#343E92
30.0,24.0,-44.0,#3E3D8C
30.0,24.0,-36.0,#4B3C7F
30.0,24.0,-32.0,#503B79
30.0,24.0,-30.0,#533B76
30.0,24.0,-28.0,#553B72
30.0,24.0,-26.0,#573A6F
30.0,24.0,-24.0,#593A6C
30.0,24.0,-22.0,#5B3A69
30.0,24.0,-20.0,#5D3966
30.0,24.0,-18.0,#5E3963
30.0,24.0,-16.0,#603960
30.0,24.0,-14.0,#61395D
30.0,24.0,-12.0,#62395A
30.0,24.0,-10.0,#643857
30.0,24.0,-8.0,#653854
30.0,24.0,-6.0,#663851
30.0,24.0,-4.0,#67384D
30.0,24.0,-2.0,#68384A
30.0,24.0,0.0,#693747
30.0,24.0,2.0,#6A3744
30.0,24.0,4.0,#6B3741
30.0,24.0,6.0,#6B373E
30.0,24.0,8.0,#6C373B
30.0,24.0,10.0,#6D3738
30.0,24.0,12.0,#6D3735
30.0,24.0,14.0,#6E3732
30.0,24.0,16.0,#6F362F
30.0,24.0,18.0,#6F362C
30.0,24.0,20.0,#703629
30.0,24.0,22.0,#703626
30.0,24.0,24.0,#703622
30.0,24.0,26.0,#71361F
30.0,24.0,28.0,#71361C
30.0,24.0,30.0,#713618
30.0,24.0,32.0,#723614
30.0,24.0,34.0,#723610
30.0,24.0,38.0,#733607
30.0,24.0,42.0,#733600
30.0,24.0,46.0,#733500
30.0,26.0,-60.0,#003FA6
30.0,26.0,-56.0,#1F3E9F
30.0,26.0,-48.0,#3A3C92
30.0,26.0,-44.0,#423B8C
30.0,26.0,-42.0,#463B89
30.0,26.0,-40.0,#493B85
30.0,26.0,-36.0,#4F3A7F
30.0,26.0,-30.0,#563976
30.0,26.0,-28.0,#583973
30.0,26.0,-26.0,#5A396F
30.0,26.0,-24.0,#5C386C
30.0,26.0,-22.0,#5E3869
30.0,26.0,-20.0,#5F3866
30.0,26.0,-18.0,#613863
30.0,26.0,-16.0,#623760
30.0,26.0,-14.0,#64375D
30.0,26.0,-12.0,#65375A
30.0,26.0,-10.0,#663757
30.0,26.0,-8.0,#673754
30.0,26.0,-6.0,#693651
30.0,26.0,-4.0,#6A364E
30.0,26.0,-2.0,#6B364A
30.0,26.0,0.0,#6B3647
30.0,26.0,2.0,#6C3644
30.0,26.0,4.0,#6D3641
30.0,26.0,6.0,#6E353E
30.0,26.0,8.0,#6F353B
30.0,26.0,10.0,#6F3538
30.0,26.0,12.0,#703535
30.0,26.0,14.0,#703532
30.0,26.0,16.0,#71352F
30.0,26.0,18.0,#71352C
30.0,26.0,20.0,#723529
30.0,26.0,22.0,#723426
30.0,26.0,24.0,#733422
30.0,26.0,28.0,#73341C
30.0,26.0,30.0,#743418
30.0,26.0,32.0,#743415
30.0,26.0,34.0,#743411
30.0,26.0,36.0,#75340C
30.0,26.0,42.0,#753400
30.0,26.0,46.0,#763400
30.0,26.0,50.0,#763400
30.0,28.0,-82.0,#0043CB
30.0,28.0,-70.0,#003FB7
30.0,28.0,-66.0,#003FB0
30.0,28.0,-60.0,#123DA6
30.0,28.0,-56.0,#283C9F
30.0,28.0,-52.0,#353B99
30.0,28.0,-48.0,#3F3B92
30.0,28.0,-40.0,#4D3986
30.0,28.0,-36.0,#53397F
30.0,28.0,-34.0,#55387C
30.0,28.0,-30.0,#593876
30.0,28.0,-28.0,#5B3773
30.0,28.0,-26.0,#5D376F
30.0,28.0,-24.0,#5F376C
30.0,28.0,-22.0,#613669
30.0,28.0,14.0,#733332
30.0,28.0,16.0,#73332F
30.0,28.0,18.0,#74332C
30.0,28.0,20.0,#743329
30.0,28.0,22.0,#753326
30.0,28.0,24.0,#753323
30.0,28.0,26.0,#75321F
30.0,28.0,28.0,#76321C
30.0,28.0,30.0,#763219
30.0,28.0,32.0,#763215
30.0,28.0,40.0,#773203
30.0,28.0,46.0,#783200
30.0,28.0,50.0,#783200
30.0,30.0,-66.0,#003DB0
30.0,30.0,-60.0,#1F3CA6
30.0,30.0,-56.0,#303B9F
30.0,30.0,-52.0,#3B3A99
30.0,30.0,-48.0,#443992
30.0,30.0,-46.0,#47398F
30.0,30.0,-44.0,#4B388C
30.0,30.0,-40.0,#513886
30.0,30.0,-34.0,#58377C
30.0,30.0,-28.0,#5F3673
30.0,30.0,-20.0,#653466
30.0,30.0,-18.0,#673463
30.0,30.0,-16.0,#683460
30.0,30.0,-14.0,#69345D
30.0,30.0,-12.0,#6B335A
30.0,30.0,-10.0,#6C3357
30.0,30.0,-8.0,#6D3354
30.0,30.0,-6.0,#6E3351
30.0,30.0,-4.0,#6F334E
30.0,30.0,-2.0,#70324B
30.0,30.0,0.0,#703248
30.0,30.0,2.0,#713245
30.0,30.0,4.0,#723242
30.0,30.0,6.0,#73323F
30.0,30.0,8.0,#73323C
30.0,30.0,10.0,#743138
30.0,30.0,12.0,#753135
30.0,30.0,18.0,#76312C
30.0,30.0,20.0,#773129
30.0,30.0,22.0,#773126
30.0,30.0,24.0,#773123
30.0,30.0,26.0,#783120
30.0,30.0,28.0,#78301C
30.0,30.0,36.0,#79300D
30.0,30.0,40.0,#7A3003
30.0,30.0,44.0,#7A3000
30.0,30.0,50.0,#7B3000
30.0,32.0,-78.0,#003FC4
30.0,32.0,-74.0,#003DBD
30.0,32.0,-66.0,#003BB0
30.0,32.0,-60.0,#283AA6
30.0,32.0,-56.0,#36399F
30.0,32.0,-52.0,#403899
30.0,32.0,-44.0,#4F378C
30.0,32.0,-40.0,#553686
30.0,32.0,-38.0,#573582
30.0,32.0,-34.0,#5C357C
30.0,32.0,-32.0,#5E3479
30.0,32.0,-26.0,#633370
30.0,32.0,-24.0,#65336C
30.0,32.0,-22.0,#673369
30.0,32.0,14.0,#772F33
30.0,32.0,16.0,#782F2F
30.0,32.0,22.0,#792F26
30.0,32.0,24.0,#7A2F23
30.0,32.0,26.0,#7A2E20
30.0,32.0,34.0,#7B2E12
30.0,32.0,36.0,#7B2E0D
30.0,32.0,40.0,#7C2E04
30.0,32.0,44.0,#7C2E00
30.0,32.0,48.0,#7D2E00
30.0,34.0,-74.0,#003CBD
30.0,34.0,-66.0,#0F3AB0
30.0,34.0,-60.0,#3038A6
30.0,34.0,-56.0,#3C379F
30.0,34.0,-52.0,#453699
30.0,34.0,-48.0,#4C3692
30.0,34.0,-44.0,#53358C
30.0,34.0,-38.0,#5A3482
30.0,34.0,-30.0,#633276
30.0,34.0,-20.0,#6B3166
30.0,34.0,-18.0,#6C3063
30.0,34.0,-16.0,#6D3060
30.0,34.0,-14.0,#6F305D
30.0,34.0,-12.0,#702F5A
30.0,34.0,-10.0,#712F57
30.0,34.0,-8.0,#722F54
30.0,34.0,-6.0,#732F51
30.0,34.0,-4.0,#742F4E
30.0,34.0,-2.0,#752E4B
30.0,34.0,0.0,#752E48
30.0,34.0,2.0,#762E45
30.0,34.0,4.0,#772E42
30.0,34.0,6.0,#782E3F
30.0,34.0,8.0,#782D3C
30.0,34.0,10.0,#792D39
30.0,34.0,12.0,#792D36
30.0,34.0,18.0,#7B2D2D
30.0,34.0,20.0,#7B2D29
30.0,34.0,26.0,#7C2C20
30.0,34.0,40.0,#7E2C04
30.0,34.0,44.0,#7E2C00
30.0,34.0,48.0,#7F2C00
30.0,36.0,-86.0,#003ED2
30.0,36.0,-82.0,#003DCB
30.0,36.0,-70.0,#0039B7
30.0,36.0,-66.0,#1E38B0
30.0,36.0,-60.0,#3636A6
30.0,36.0,-56.0,#4135A0
30.0,36.0,-52.0,#493599
30.0,36.0,-48.0,#503493
30.0,36.0,-44.0,#56338C
30.0,36.0,-36.0,#60317F
30.0,36.0,-28.0,#683073
30.0,36.0,-26.0,#692F70
30.0,36.0,-24.0,#6B2F6C
30.0,36.0,-22.0,#6C2F69
30.0,36.0,14.0,#7C2B33
30.0,36.0,16.0,#7D2B30
30.0,36.0,24.0,#7E2A23
30.0,36.0,36.0,#802A0E
30.0,36.0,38.0,#802909
30.0,36.0,44.0,#812900
30.0,36.0,48.0,#812900
30.0,38.0,-70.0,#0B37B7
30.0,38.0,-66.0,#2836B0
30.0,38.0,-60.0,#3C35A6
30.0,38.0,-56.0,#4634A0
30.0,38.0,-52.0,#4E3399
30.0,38.0,-48.0,#543293
30.0,38.0,-42.0,#5C3089
30.0,38.0,-34.0,#652F7C
30.0,38.0,-20.0,#702C66
30.0,38.0,-18.0,#712C63
30.0,38.0,-16.0,#732B60
