L,a,b,hex_srgb
0.0,0.0,0.0,#000000
1.0,6.0,0.0,#120004
1.0,8.0,-4.0,#12000D
1.0,8.0,-2.0,#130009
1.0,8.0,0.0,#150004
1.0,10.0,-8.0,#120014
1.0,10.0,-6.0,#140011
1.0,10.0,-4.0,#15000D
1.0,10.0,-2.0,#170009
1.0,12.0,-10.0,#140017
1.0,12.0,-8.0,#160014
1.0,12.0,-6.0,#170011
1.0,14.0,-14.0,#15001C
1.0,14.0,-12.0,#16001A
1.0,14.0,-10.0,#170017
1.0,16.0,-18.0,#140021
1.0,16.0,-16.0,#16001F
1.0,16.0,-14.0,#18001C
1.0,16.0,-12.0,#19001A
1.0,18.0,-20.0,#160024
1.0,18.0,-18.0,#170021
1.0,18.0,-16.0,#19001F
1.0,20.0,-22.0,#170026
1.0,20.0,-20.0,#180024
1.0,22.0,-24.0,#170029
1.0,22.0,-22.0,#190026
1.0,24.0,-26.0,#18002B
1.0,24.0,-24.0,#1A0029
1.0,26.0,-28.0,#19002E
1.0,26.0,-26.0,#1B002B
1.0,28.0,-30.0,#190031
1.0,28.0,-28.0,#1B002E
1.0,32.0,-34.0,#190036
1.0,32.0,-32.0,#1C0033
1.0,36.0,-36.0,#1C0039
1.0,40.0,-40.0,#1C003E
1.0,44.0,-44.0,#1C0044
1.0,48.0,-48.0,#1B0049
1.0,48.0,-44.0,#210044
1.0,52.0,-52.0,#1A004F
1.0,52.0,-48.0,#210049
1.0,56.0,-54.0,#1D0052
1.0,58.0,-52.0,#24004F
1.0,60.0,-56.0,#200055
1.0,64.0,-60.0,#1F005A
1.0,66.0,-58.0,#260058
1.0,70.0,-62.0,#26005D
1.0,74.0,-66.0,#250063
1.0,80.0,-70.0,#270069
1.0,88.0,-74.0,#2E006F
2.0,0.0,0.0,#070707
2.0,14.0,2.0,#1F0003
2.0,16.0,-2.0,#20000D
2.0,16.0,0.0,#210008
2.0,16.0,2.0,#210003
2.0,18.0,-4.0,#210011
2.0,18.0,-2.0,#22000D
2.0,18.0,0.0,#230008
2.0,20.0,-8.0,#210017
2.0,20.0,-6.0,#220014
2.0,20.0,-4.0,#230011
2.0,22.0,-10.0,#220019
2.0,22.0,-8.0,#230017
2.0,22.0,-6.0,#240014
2.0,24.0,-14.0,#22001E
2.0,24.0,-12.0,#23001C
2.0,24.0,-10.0,#240019
2.0,26.0,-16.0,#230021
2.0,26.0,-14.0,#24001E
2.0,28.0,-20.0,#230026
2.0,28.0,-18.0,#240023
2.0,30.0,-22.0,#230028
2.0,32.0,-26.0,#23002E
2.0,32.0,-24.0,#24002B
2.0,36.0,-32.0,#220035
2.0,36.0,-30.0,#240033
2.0,36.0,-28.0,#250030
2.0,40.0,-38.0,#20003E
2.0,40.0,-34.0,#240038
2.0,44.0,-42.0,#200043
2.0,44.0,-38.0,#25003E
2.0,48.0,-40.0,#280040
2.0,52.0,-46.0,#260049
2.0,52.0,-42.0,#2B0043
2.0,54.0,-56.0,#160057
2.0,56.0,-46.0,#2B0049
2.0,58.0,-58.0,#1A005A
2.0,64.0,-54.0,#2C0054
2.0,66.0,-64.0,#1C0063
2.0,76.0,-62.0,#310060
2.0,80.0,-66.0,#310066
2.0,94.0,-80.0,#2F007B
2.0,94.0,-76.0,#370075
2.0,102.0,-84.0,#350081
3.0,22.0,2.0,#280007
3.0,22.0,4.0,#290002
3.0,24.0,-2.0,#280010
3.0,24.0,0.0,#29000C
3.0,24.0,2.0,#2A0007
3.0,24.0,4.0,#2B0002
3.0,26.0,-8.0,#280019
3.0,26.0,-6.0,#290016
3.0,26.0,-4.0,#290013
3.0,26.0,-2.0,#2A0010
3.0,26.0,0.0,#2B000C
3.0,26.0,2.0,#2C0007
3.0,28.0,-12.0,#28001E
3.0,28.0,-10.0,#29001B
3.0,30.0,-16.0,#280023
3.0,30.0,-14.0,#290020
3.0,30.0,-8.0,#2C0019
3.0,30.0,-6.0,#2C0016
3.0,32.0,-20.0,#280028
3.0,32.0,-18.0,#290025
3.0,32.0,-12.0,#2C001E
3.0,32.0,-10.0,#2D001B
3.0,34.0,-26.0,#260030
3.0,34.0,-24.0,#28002D
3.0,34.0,-22.0,#29002A
3.0,34.0,-16.0,#2C0023
3.0,34.0,-14.0,#2D0020
3.0,36.0,-20.0,#2C0028
3.0,36.0,-18.0,#2D0025
3.0,38.0,-34.0,#23003A
3.0,38.0,-28.0,#290032
3.0,38.0,-24.0,#2C002D
3.0,40.0,-32.0,#280038
3.0,42.0,-44.0,#1B0048
3.0,42.0,-30.0,#2C0035
3.0,42.0,-26.0,#2F0030
3.0,44.0,-48.0,#17004E
3.0,44.0,-34.0,#2B003A
3.0,46.0,-52.0,#100054
3.0,46.0,-46.0,#1E004B
3.0,46.0,-32.0,#2F0038
3.0,48.0,-50.0,#1A0051
3.0,48.0,-44.0,#250048
3.0,48.0,-38.0,#2C0040
3.0,50.0,-56.0,#0D0059
3.0,50.0,-48.0,#22004E
3.0,50.0,-36.0,#30003D
3.0,52.0,-40.0,#2F0043
3.0,54.0,-52.0,#210054
3.0,56.0,-50.0,#280051
3.0,56.0,-42.0,#310046
3.0,58.0,-54.0,#240057
3.0,60.0,-52.0,#2B0054
3.0,60.0,-46.0,#32004B
3.0,62.0,-64.0,#140065
3.0,62.0,-56.0,#28005A
3.0,62.0,-50.0,#300051
3.0,66.0,-60.0,#27005F
3.0,66.0,-52.0,#330054
3.0,68.0,-58.0,#2E005D
3.0,70.0,-66.0,#220068
3.0,70.0,-56.0,#34005A
3.0,72.0,-64.0,#2A0065
3.0,74.0,-70.0,#20006E
3.0,76.0,-68.0,#29006B
3.0,80.0,-74.0,#230074
3.0,84.0,-74.0,#2C0075
3.0,84.0,-68.0,#37006B
3.0,90.0,-76.0,#330078
3.0,96.0,-84.0,#2C0084
3.0,100.0,-80.0,#3C007E
3.0,104.0,-88.0,#33008A
3.0,110.0,-88.0,#3F008A
3.0,116.0,-96.0,#390097
4.0,0.0,0.0,#0E0E0E
4.0,24.0,-44.0,#00044A
4.0,24.0,-42.0,#000348
4.0,24.0,-40.0,#000345
4.0,26.0,-40.0,#000145
4.0,26.0,-38.0,#070042
4.0,26.0,-36.0,#0E003F
4.0,26.0,-34.0,#12003C
4.0,26.0,-32.0,#16003A
4.0,26.0,-30.0,#190037
4.0,26.0,-28.0,#1C0034
4.0,26.0,-26.0,#1E0032
4.0,26.0,-24.0,#20002F
4.0,26.0,-22.0,#22002C
4.0,26.0,-20.0,#23002A
4.0,26.0,-18.0,#250027
4.0,26.0,-16.0,#260025
4.0,26.0,-14.0,#270022
4.0,28.0,-46.0,#00014D
4.0,28.0,-44.0,#00004A
4.0,28.0,-30.0,#1C0037
4.0,28.0,-28.0,#1F0034
4.0,28.0,-26.0,#210032
4.0,28.0,-24.0,#22002F
4.0,28.0,-22.0,#24002C
4.0,28.0,-8.0,#2C001B
4.0,28.0,-6.0,#2C0018
4.0,28.0,-4.0,#2D0016
4.0,28.0,-2.0,#2E0013
4.0,28.0,0.0,#2E000F
4.0,28.0,2.0,#2F000B
4.0,28.0,4.0,#2F0006
4.0,28.0,6.0,#300001
4.0,30.0,-44.0,#00004A
4.0,30.0,-42.0,#050048
4.0,30.0,-40.0,#0C0045
4.0,30.0,-38.0,#120042
4.0,30.0,-36.0,#16003F
4.0,30.0,-34.0,#1A003D
4.0,30.0,-28.0,#210034
4.0,30.0,-20.0,#28002A
4.0,30.0,-18.0,#290027
4.0,32.0,-48.0,#000050
4.0,32.0,-34.0,#1D003D
4.0,32.0,-32.0,#1F003A
4.0,32.0,-26.0,#250032
4.0,32.0,-24.0,#27002F
4.0,32.0,-22.0,#28002D
4.0,32.0,-8.0,#2F001B
4.0,32.0,-6.0,#300018
4.0,32.0,-4.0,#300016
4.0,32.0,-2.0,#310013
4.0,32.0,0.0,#32000F
4.0,32.0,2.0,#32000B
4.0,32.0,4.0,#330006
4.0,34.0,-48.0,#000050
4.0,34.0,-44.0,#0B004A
4.0,34.0,-40.0,#160045
4.0,34.0,-38.0,#1A0042
4.0,34.0,-30.0,#240037
4.0,34.0,-20.0,#2C002A
4.0,34.0,-18.0,#2D0027
4.0,36.0,-48.0,#000050
4.0,36.0,-44.0,#10004B
4.0,36.0,-36.0,#20003F
4.0,36.0,-28.0,#280035
4.0,36.0,-26.0,#2A0032
4.0,36.0,-24.0,#2B002F
4.0,36.0,-22.0,#2D002D
4.0,36.0,-12.0,#320020
4.0,36.0,-10.0,#32001D
4.0,36.0,-8.0,#33001B
4.0,36.0,-6.0,#330018
4.0,36.0,-4.0,#340016
4.0,38.0,-52.0,#000056
4.0,38.0,-48.0,#080050
4.0,38.0,-42.0,#1A0048
4.0,38.0,-16.0,#320025
4.0,38.0,-14.0,#330022
4.0,40.0,-46.0,#15004D
4.0,40.0,-40.0,#200045
4.0,40.0,-28.0,#2D0035
4.0,42.0,-54.0,#000059
4.0,42.0,-50.0,#0D0053
4.0,42.0,-38.0,#260042
4.0,42.0,-22.0,#33002D
4.0,42.0,-18.0,#350028
4.0,44.0,-42.0,#240048
4.0,44.0,-36.0,#2B003F
4.0,44.0,-28.0,#310035
4.0,46.0,-56.0,#00005C
4.0,46.0,-40.0,#290045
4.0,46.0,-26.0,#350032
4.0,48.0,-30.0,#340037
4.0,50.0,-58.0,#06005F
4.0,50.0,-54.0,#170059
4.0,50.0,-42.0,#2C0048
4.0,52.0,-46.0,#2A004E
4.0,52.0,-32.0,#37003A
4.0,54.0,-60.0,#0D0062
4.0,54.0,-56.0,#1B005C
4.0,54.0,-44.0,#2F004B
4.0,56.0,-38.0,#370042
4.0,58.0,-62.0,#120065
4.0,58.0,-58.0,#1F005F
4.0,64.0,-46.0,#39004E
4.0,66.0,-68.0,#14006E
4.0,66.0,-64.0,#210068
4.0,74.0,-60.0,#360062
4.0,76.0,-58.0,#3C005F
4.0,78.0,-64.0,#360068
4.0,80.0,-70.0,#2F0071
4.0,80.0,-62.0,#3C0065
4.0,86.0,-78.0,#29007D
4.0,88.0,-72.0,#390074
4.0,90.0,-70.0,#400071
4.0,94.0,-80.0,#350080
4.0,96.0,-76.0,#40007A
4.0,100.0,-88.0,#2E008D
4.0,102.0,-84.0,#3C0087
4.0,108.0,-84.0,#460087
4.0,120.0,-96.0,#44009A
4.0,124.0,-102.0,#3F00A4
5.0,34.0,6.0,#370005
5.0,34.0,8.0,#370000
5.0,36.0,2.0,#38000F
5.0,36.0,4.0,#38000A
5.0,38.0,-2.0,#380015
5.0,38.0,0.0,#390012
5.0,40.0,-6.0,#39001A
5.0,40.0,-4.0,#3A0018
5.0,42.0,-10.0,#3A001F
5.0,42.0,-8.0,#3A001D
5.0,44.0,-14.0,#3A0025
5.0,46.0,-18.0,#3B002A
5.0,48.0,-22.0,#3B002F
5.0,50.0,-28.0,#3A0037
5.0,54.0,-30.0,#3D003A
5.0,56.0,-40.0,#380047
5.0,56.0,-34.0,#3C003F
5.0,58.0,-44.0,#36004D
5.0,60.0,-48.0,#350053
5.0,60.0,-42.0,#3B004A
5.0,62.0,-52.0,#320059
5.0,62.0,-40.0,#3E0048
5.0,64.0,-56.0,#30005F
5.0,64.0,-50.0,#380056
5.0,66.0,-60.0,#2C0064
5.0,66.0,-54.0,#35005C
5.0,70.0,-70.0,#1D0073
5.0,70.0,-60.0,#330064
5.0,70.0,-54.0,#3B005C
5.0,72.0,-68.0,#270070
5.0,72.0,-64.0,#2F006A
5.0,72.0,-52.0,#400059
5.0,74.0,-74.0,#1A007A
5.0,76.0,-72.0,#260077
5.0,76.0,-68.0,#2F0071
5.0,80.0,-58.0,#430062
5.0,82.0,-74.0,#2E007A
5.0,82.0,-66.0,#3C006E
5.0,84.0,-80.0,#220083
5.0,86.0,-66.0,#42006E
5.0,92.0,-76.0,#3C007D
5.0,94.0,-86.0,#29008C
5.0,96.0,-84.0,#330089
5.0,100.0,-80.0,#430083
5.0,104.0,-88.0,#3A0090
5.0,108.0,-94.0,#340099
5.0,112.0,-92.0,#410096
5.0,116.0,-98.0,#3C00A0
6.0,0.0,0.0,#131313
6.0,10.0,-38.0,#001347
6.0,10.0,-36.0,#001244
6.0,10.0,-34.0,#001241
6.0,12.0,-34.0,#001141
6.0,12.0,-32.0,#00113E
6.0,14.0,-40.0,#001149
6.0,14.0,-38.0,#001147
6.0,14.0,-32.0,#000F3E
6.0,14.0,-30.0,#010F3B
6.0,14.0,-28.0,#070F39
6.0,16.0,-38.0,#000F47
6.0,16.0,-36.0,#000F44
6.0,16.0,-30.0,#070D3B
6.0,16.0,-28.0,#0D0D39
6.0,16.0,-26.0,#110D36
6.0,16.0,-24.0,#140C33
6.0,18.0,-42.0,#000F4C
6.0,18.0,-36.0,#000D44
6.0,18.0,-34.0,#000D41
6.0,18.0,-32.0,#070C3E
6.0,18.0,-30.0,#0D0C3B
6.0,18.0,-28.0,#110B39
6.0,18.0,-26.0,#150B36
6.0,18.0,-24.0,#180B33
6.0,18.0,-22.0,#1A0A31
6.0,20.0,-42.0,#000D4C
6.0,20.0,-40.0,#000D49
6.0,20.0,-32.0,#0D0B3E
6.0,20.0,-30.0,#120A3B
6.0,20.0,-28.0,#150A39
6.0,20.0,-26.0,#180936
6.0,20.0,-24.0,#1B0933
6.0,20.0,-22.0,#1D0831
6.0,20.0,-20.0,#1F082E
6.0,20.0,-18.0,#21082B
6.0,22.0,-40.0,#000B49
6.0,22.0,-38.0,#000A47
6.0,22.0,-36.0,#050A44
6.0,22.0,-32.0,#12093E
6.0,22.0,-30.0,#16083B
6.0,22.0,-28.0,#190839
6.0,22.0,-26.0,#1C0736
6.0,22.0,-24.0,#1E0733
6.0,22.0,-22.0,#200631
6.0,22.0,-20.0,#22062E
6.0,22.0,-18.0,#23062B
6.0,22.0,-16.0,#250529
6.0,22.0,-14.0,#260526
6.0,24.0,-46.0,#000B52
6.0,24.0,-44.0,#000B4F
6.0,24.0,-36.0,#0C0844
6.0,24.0,-32.0,#16073E
6.0,24.0,-30.0,#19063C
6.0,24.0,-28.0,#1C0639
6.0,24.0,-26.0,#1F0536
6.0,24.0,-24.0,#210533
6.0,24.0,-22.0,#230431
6.0,24.0,-20.0,#24042E
6.0,24.0,-18.0,#26042B
6.0,24.0,-16.0,#270329
6.0,24.0,-14.0,#280326
6.0,24.0,-12.0,#2A0324
6.0,26.0,-44.0,#00084F
6.0,26.0,-42.0,#00084C
6.0,26.0,-40.0,#040749
6.0,26.0,-36.0,#120644
6.0,26.0,-30.0,#1D043C
6.0,26.0,-28.0,#1F0439
6.0,26.0,-26.0,#210336
6.0,26.0,-24.0,#230333
6.0,26.0,-22.0,#250231
6.0,26.0,-20.0,#27022E
6.0,26.0,-18.0,#28012B
6.0,26.0,-16.0,#290129
6.0,26.0,-14.0,#2B0126
6.0,26.0,-12.0,#2C0124
6.0,26.0,-10.0,#2D0021
6.0,26.0,-8.0,#2D001E
6.0,28.0,-48.0,#000855
6.0,28.0,-40.0,#0B0549
6.0,28.0,-36.0,#160444
6.0,28.0,-34.0,#1A0341
6.0,28.0,-30.0,#20023C
6.0,28.0,-28.0,#220139
6.0,28.0,-26.0,#240136
6.0,28.0,-24.0,#260033
6.0,28.0,-22.0,#280031
6.0,28.0,-6.0,#30001C
6.0,28.0,-4.0,#31001A
6.0,30.0,-48.0,#000655
6.0,30.0,-46.0,#000552
6.0,30.0,-44.0,#01044F
6.0,30.0,-40.0,#11034A
6.0,30.0,-34.0,#1D0141
6.0,30.0,-28.0,#250039
6.0,30.0,-20.0,#2B002E
6.0,30.0,-18.0,#2D002B
6.0,30.0,-16.0,#2E0029
6.0,30.0,-14.0,#2F0026
6.0,30.0,-12.0,#300024
6.0,30.0,-10.0,#310021
6.0,30.0,-8.0,#31001F
6.0,30.0,-2.0,#330017
6.0,32.0,-44.0,#09024F
6.0,32.0,-40.0,#16004A
6.0,32.0,-38.0,#1A0047
6.0,32.0,-34.0,#200041
6.0,32.0,-32.0,#23003E
6.0,32.0,-26.0,#290036
6.0,32.0,-24.0,#2B0033
6.0,32.0,-22.0,#2C0031
6.0,32.0,-6.0,#34001C
6.0,32.0,-4.0,#35001A
6.0,32.0,0.0,#360014
6.0,32.0,2.0,#360011
6.0,34.0,-52.0,#00035B
6.0,34.0,-48.0,#000155
6.0,34.0,-44.0,#10004F
6.0,34.0,-38.0,#1E0047
6.0,34.0,-30.0,#28003C
6.0,34.0,-20.0,#30002E
6.0,34.0,-18.0,#31002C
6.0,34.0,-16.0,#320029
6.0,34.0,-14.0,#330026
6.0,34.0,-12.0,#340024
6.0,34.0,-10.0,#350021
6.0,34.0,-8.0,#35001F
6.0,34.0,-2.0,#370017
6.0,36.0,-52.0,#00005B
6.0,36.0,-48.0,#060055
6.0,36.0,-44.0,#15004F
6.0,36.0,-36.0,#240044
6.0,36.0,-28.0,#2C0039
6.0,36.0,-26.0,#2E0036
6.0,36.0,-24.0,#2F0034
6.0,36.0,-22.0,#310031
6.0,36.0,-6.0,#38001C
6.0,36.0,-4.0,#38001A
6.0,36.0,8.0,#3B0004
6.0,38.0,-52.0,#00005B
6.0,38.0,-48.0,#0E0055
6.0,38.0,-42.0,#1E004C
6.0,38.0,-34.0,#290041
6.0,38.0,-20.0,#34002E
6.0,38.0,-18.0,#35002C
6.0,38.0,-16.0,#360029
6.0,38.0,-14.0,#370026
6.0,38.0,-12.0,#380024
6.0,38.0,-10.0,#380021
6.0,38.0,-8.0,#39001F
6.0,38.0,6.0,#3D0009
6.0,38.0,10.0,#3D0000
6.0,40.0,-56.0,#000061
6.0,40.0,-46.0,#1A0052
6.0,40.0,-40.0,#24004A
6.0,40.0,-32.0,#2E003E
6.0,40.0,-28.0,#310039
6.0,40.0,-24.0,#340034
6.0,40.0,2.0,#3D0012
6.0,40.0,8.0,#3F0005
6.0,42.0,-54.0,#01005E
6.0,42.0,-50.0,#140058
6.0,42.0,-44.0,#21004F
6.0,42.0,-38.0,#2A0047
6.0,42.0,-22.0,#370031
6.0,42.0,-18.0,#39002C
6.0,42.0,-2.0,#3E0018
6.0,44.0,-58.0,#000064
6.0,44.0,-48.0,#1E0055
6.0,44.0,-42.0,#28004D
6.0,44.0,-36.0,#2F0044
6.0,44.0,-32.0,#33003F
6.0,44.0,-28.0,#360039
6.0,44.0,-16.0,#3C0029
6.0,44.0,-12.0,#3D0024
6.0,44.0,-6.0,#3F001D
6.0,44.0,-4.0,#40001A
6.0,46.0,-56.0,#080061
6.0,46.0,-52.0,#18005B
6.0,46.0,-46.0,#250052
6.0,46.0,-40.0,#2D004A
6.0,46.0,-26.0,#390036
6.0,46.0,-10.0,#400022
6.0,48.0,-60.0,#000067
6.0,48.0,-50.0,#210058
6.0,48.0,-44.0,#2B004F
6.0,48.0,-38.0,#320047
6.0,48.0,-34.0,#360041
6.0,48.0,-30.0,#39003C
6.0,48.0,-20.0,#3E002E
6.0,48.0,-16.0,#400029
6.0,50.0,-58.0,#0F0064
6.0,50.0,-54.0,#1C005E
6.0,50.0,-48.0,#280055
6.0,50.0,-42.0,#30004D
6.0,50.0,-24.0,#3E0034
6.0,52.0,-62.0,#00006A
6.0,52.0,-52.0,#25005B
6.0,52.0,-46.0,#2E0052
6.0,52.0,-40.0,#35004A
6.0,52.0,-36.0,#390044
6.0,52.0,-32.0,#3C003F
6.0,52.0,-22.0,#410031
6.0,54.0,-60.0,#150067
6.0,54.0,-56.0,#200061
6.0,54.0,-50.0,#2C0058
6.0,54.0,-44.0,#33004F
6.0,54.0,-26.0,#410037
6.0,56.0,-66.0,#000070
6.0,56.0,-54.0,#28005E
6.0,56.0,-48.0,#310055
6.0,56.0,-38.0,#3C0047
6.0,58.0,-64.0,#12006D
6.0,58.0,-60.0,#1F0067
6.0,58.0,-52.0,#2F005B
6.0,58.0,-32.0,#42003F
6.0,60.0,-68.0,#020073
6.0,60.0,-58.0,#280064
6.0,60.0,-36.0,#420044
6.0,62.0,-66.0,#170070
6.0,62.0,-62.0,#23006A
6.0,64.0,-70.0,#0B0076
6.0,64.0,-46.0,#3E0052
6.0,66.0,-68.0,#1C0073
6.0,66.0,-64.0,#27006D
6.0,68.0,-72.0,#120079
6.0,68.0,-50.0,#3F0058
6.0,68.0,-46.0,#430053
6.0,76.0,-62.0,#3C006A
6.0,78.0,-78.0,#1B0082
6.0,78.0,-60.0,#410067
6.0,80.0,-70.0,#350076
6.0,84.0,-62.0,#47006A
6.0,86.0,-78.0,#300083
6.0,86.0,-72.0,#3C0079
6.0,88.0,-70.0,#420076
6.0,94.0,-72.0,#480079
6.0,98.0,-90.0,#2B0096
6.0,98.0,-82.0,#3F0089
6.0,104.0,-94.0,#2E009C
6.0,106.0,-86.0,#45008F
6.0,108.0,-82.0,#4F0089
6.0,114.0,-90.0,#4C0096
6.0,122.0,-96.0,#4F009F
7.0,-6.0,-30.0,#001B3D
7.0,-4.0,-30.0,#001A3D
7.0,-4.0,-26.0,#001938
7.0,-2.0,-32.0,#001940
7.0,-2.0,-28.0,#00193B
7.0,0.0,-34.0,#001943
7.0,0.0,-30.0,#00183E
7.0,0.0,-26.0,#001838
7.0,2.0,-34.0,#001843
7.0,2.0,-30.0,#00173E
7.0,2.0,-26.0,#001738
7.0,2.0,-24.0,#001735
7.0,2.0,-22.0,#001633
7.0,4.0,-34.0,#001743
7.0,4.0,-30.0,#00173E
7.0,4.0,-28.0,#00163B
7.0,4.0,-26.0,#001638
7.0,4.0,-24.0,#001635
7.0,4.0,-22.0,#001633
7.0,4.0,-20.0,#021530
7.0,6.0,-34.0,#001643
7.0,6.0,-28.0,#00153B
7.0,6.0,-26.0,#001538
7.0,6.0,-24.0,#001535
7.0,6.0,-22.0,#031533
7.0,6.0,-20.0,#081430
7.0,6.0,-18.0,#0C142D
7.0,8.0,-38.0,#001649
7.0,8.0,-32.0,#001540
7.0,8.0,-28.0,#00143B
7.0,8.0,-26.0,#001438
7.0,8.0,-24.0,#031435
7.0,8.0,-22.0,#081433
7.0,8.0,-20.0,#0D1330
7.0,8.0,-18.0,#10132D
7.0,8.0,-16.0,#13132B
7.0,10.0,-32.0,#001440
7.0,10.0,-28.0,#00133B
7.0,10.0,-26.0,#031338
7.0,10.0,-24.0,#091335
7.0,10.0,-22.0,#0E1333
7.0,10.0,-20.0,#111230
7.0,10.0,-18.0,#14122D
7.0,10.0,-16.0,#17122B
7.0,12.0,-36.0,#001446
7.0,12.0,-28.0,#03123B
7.0,12.0,-26.0,#091238
7.0,12.0,-24.0,#0E1235
7.0,12.0,-22.0,#121133
7.0,12.0,-20.0,#151130
7.0,12.0,-18.0,#18112D
7.0,12.0,-16.0,#1A112B
7.0,12.0,-14.0,#1C1028
7.0,14.0,-42.0,#00144F
7.0,14.0,-36.0,#001346
7.0,14.0,-26.0,#0E1138
7.0,14.0,-24.0,#121035
7.0,14.0,-22.0,#161033
7.0,14.0,-20.0,#181030
7.0,14.0,-18.0,#1B0F2D
7.0,14.0,-16.0,#1D0F2B
7.0,14.0,-14.0,#1E0F28
7.0,14.0,-12.0,#200F25
7.0,16.0,-22.0,#190F33
7.0,16.0,-20.0,#1C0E30
7.0,16.0,-18.0,#1E0E2D
7.0,16.0,-16.0,#1F0E2B
7.0,16.0,-14.0,#210D28
7.0,16.0,-12.0,#220D25
7.0,16.0,-10.0,#240D23
7.0,18.0,-40.0,#00114C
7.0,18.0,-20.0,#1E0D30
7.0,18.0,-18.0,#200C2D
7.0,18.0,-16.0,#220C2B
7.0,18.0,-14.0,#230C28
7.0,18.0,-12.0,#250B25
7.0,18.0,-10.0,#260B23
7.0,18.0,-8.0,#270B20
7.0,20.0,-46.0,#001154
7.0,20.0,-16.0,#240A2B
7.0,20.0,-14.0,#260A28
7.0,20.0,-12.0,#270926
7.0,20.0,-10.0,#280923
7.0,20.0,-8.0,#290920
7.0,20.0,-6.0,#2A091E
7.0,22.0,-12.0,#290726
7.0,22.0,-10.0,#2A0723
7.0,22.0,-8.0,#2B0720
7.0,22.0,-6.0,#2C071E
7.0,24.0,-48.0,#000F57
7.0,24.0,-10.0,#2D0523
7.0,24.0,-8.0,#2D0520
7.0,24.0,-6.0,#2E041E
7.0,24.0,-4.0,#2F041B
7.0,26.0,-6.0,#30021E
7.0,26.0,-4.0,#31021B
7.0,26.0,-2.0,#320219
7.0,28.0,0.0,#340016
7.0,30.0,-52.0,#000A5D
7.0,30.0,-6.0,#34001E
7.0,30.0,-4.0,#35001C
7.0,30.0,2.0,#370014
7.0,32.0,-52.0,#00075D
7.0,32.0,4.0,#390010
7.0,34.0,2.0,#3A0014
7.0,34.0,6.0,#3B000D
7.0,36.0,0.0,#3C0017
7.0,36.0,4.0,#3D0011
7.0,38.0,-56.0,#000263
7.0,38.0,-2.0,#3D0019
7.0,40.0,0.0,#3F0017
7.0,40.0,4.0,#400011
7.0,42.0,-14.0,#3D0029
7.0,42.0,-10.0,#3F0024
7.0,42.0,-8.0,#3F0021
7.0,42.0,6.0,#42000D
7.0,42.0,12.0,#440000
7.0,44.0,-60.0,#000069
7.0,44.0,0.0,#430017
7.0,44.0,4.0,#440011
7.0,46.0,-54.0,#150060
7.0,46.0,-22.0,#3E0033
7.0,46.0,-14.0,#410029
7.0,46.0,-2.0,#44001A
7.0,48.0,-62.0,#00006C
7.0,48.0,-12.0,#440026
7.0,48.0,-8.0,#450021
7.0,50.0,-56.0,#1A0063
7.0,50.0,-28.0,#3E003B
7.0,50.0,-14.0,#450029
7.0,52.0,-64.0,#00006F
7.0,52.0,-18.0,#45002E
7.0,54.0,-62.0,#10006C
7.0,54.0,-58.0,#1F0066
7.0,54.0,-30.0,#41003E
7.0,56.0,-40.0,#3C004C
7.0,56.0,-36.0,#400047
7.0,56.0,-24.0,#470036
7.0,58.0,-30.0,#46003E
7.0,60.0,-46.0,#3C0055
7.0,60.0,-42.0,#3F004F
7.0,62.0,-56.0,#320064
7.0,62.0,-50.0,#3A005B
7.0,64.0,-54.0,#380061
7.0,64.0,-40.0,#46004C
7.0,66.0,-60.0,#32006A
7.0,66.0,-52.0,#3D005E
7.0,68.0,-58.0,#380067
7.0,70.0,-70.0,#240079
7.0,70.0,-66.0,#2E0073
7.0,70.0,-56.0,#3E0064
7.0,72.0,-74.0,#1D007F
7.0,72.0,-64.0,#350070
7.0,72.0,-48.0,#490058
7.0,74.0,-70.0,#2D0079
7.0,74.0,-56.0,#430064
7.0,74.0,-52.0,#47005E
7.0,76.0,-68.0,#350076
7.0,78.0,-66.0,#3C0073
7.0,78.0,-56.0,#480064
7.0,80.0,-76.0,#2C0082
7.0,80.0,-64.0,#420070
7.0,82.0,-74.0,#34007F
7.0,84.0,-68.0,#420076
7.0,86.0,-84.0,#22008F
7.0,88.0,-82.0,#2E008C
7.0,88.0,-64.0,#4D0070
7.0,90.0,-76.0,#3F0082
7.0,92.0,-88.0,#260095
7.0,94.0,-86.0,#310092
7.0,96.0,-84.0,#3A008F
7.0,96.0,-78.0,#460085
7.0,96.0,-70.0,#510079
7.0,102.0,-76.0,#520082
7.0,108.0,-92.0,#41009C
7.0,114.0,-100.0,#3A00A9
7.0,116.0,-96.0,#4800A2
7.0,120.0,-102.0,#4200AC
7.0,126.0,-108.0,#4000B6
8.0,-20.0,-22.0,#002035
8.0,-20.0,-20.0,#002032
8.0,-18.0,-22.0,#002035
8.0,-18.0,-20.0,#001F32
8.0,-16.0,-24.0,#001F37
8.0,-16.0,-20.0,#001F32
8.0,-16.0,-18.0,#001F2F
8.0,-14.0,-24.0,#001F37
8.0,-14.0,-20.0,#001E32
8.0,-14.0,-18.0,#001E2F
8.0,-14.0,-16.0,#001E2C
8.0,-12.0,-26.0,#001E3A
8.0,-12.0,-22.0,#001E35
8.0,-12.0,-20.0,#001D32
8.0,-12.0,-18.0,#001D2F
8.0,-12.0,-16.0,#001D2C
8.0,-10.0,-28.0,#001E3D
