id,L,a,b,hex_srgb,in_srgb
2666,20.625,20.75,3.75,#4F252D,1
2667,20.625,23.5,18.375,#562118,1
2668,20.625,24.0,27.0,#582108,1
2669,20.625,24.875,22.125,#582012,1
2670,20.625,30.125,-38.125,#3C226B,1
2671,20.625,30.75,-16.125,#511D4A,1
2672,20.625,33.0,15.125,#5F171D,1
2673,20.625,35.125,-63.5,#002492,0
2674,20.625,35.625,-2.75,#5E1537,1
2675,20.625,46.0,-36.875,#560769,1
2676,20.625,46.875,-47.75,#4B0B7A,1
2677,20.625,47.625,6.375,#6D002A,0
2678,20.625,51.5,-21.375,#670052,0
2679,20.625,55.0,35.375,#780000,0
2680,20.625,61.625,8.125,#7C0029,0
2681,20.625,74.375,-7.625,#85003F,0
2682,20.625,79.25,-102.0,#0000D2,0
2683,20.625,81.875,-55.75,#750087,0
2684,20.625,86.75,-100.375,#2100D0,0
2685,20.625,89.75,-88.5,#5400BC,0
2686,20.625,92.0,-83.375,#6200B3,0
2687,20.625,94.5,-78.125,#6E00AB,0
2688,20.625,107.625,-65.125,#8E0096,0
2689,20.6875,-18.75,-10.0,#003A40,0
2690,20.6875,-4.0,0.875,#2C3430,1
2691,20.6875,-1.75,-32.625,#003562,0
2692,20.6875,6.0,-53.25,#003582,0
2693,20.6875,21.375,28.5,#552304,1
2694,20.6875,23.875,-21.25,#452551,1
2695,20.6875,26.375,-47.75,#1E287A,1
2696,20.6875,29.5,-66.875,#002A98,0
2697,20.6875,34.25,35.375,#641400,0
2698,20.6875,38.0,-69.375,#00239C,0
2699,20.6875,46.125,-3.875,#690039,0
2700,20.6875,67.375,-90.125,#0000BE,0
2701,20.75,-15.125,-14.75,#003947,0
2702,20.75,-14.75,14.625,#22371C,1
2703,20.75,-11.5,-1.375,#1B3734,1
2704,20.75,-6.125,-45.0,#003975,0
2705,20.75,-1.5,-7.125,#29333C,1
2706,20.75,2.125,1.75,#36312F,1
2707,20.75,2.625,-1.125,#353134,1
2708,20.75,4.375,-24.75,#1B3256,1
2709,20.75,6.125,-8.125,#352F3E,1
2710,20.75,27.875,20.875,#5B1D15,1
2711,20.75,40.125,-79.75,#0025AD,0
2712,20.75,47.375,23.75,#700012,0
2713,20.75,48.0,-25.25,#610058,0
2714,20.75,51.625,-71.0,#20109F,1
2715,20.75,57.25,-35.75,#660068,0
2716,20.75,58.125,23.375,#7B0014,0
2717,20.75,68.625,-45.25,#6D0077,0
2718,20.75,73.875,-35.625,#7A0068,0
2719,20.75,95.5,-109.875,#0600E0,0
2720,20.75,104.5,-59.875,#8E008E,0
2721,20.75,114.875,-107.25,#6000DC,0
2722,20.8125,-16.5,-2.125,#083935,1
2723,20.8125,-9.625,9.75,#293623,1
2724,20.8125,-2.625,-18.375,#15354D,1
2725,20.8125,0.5,15.875,#3A311B,1
2726,20.8125,1.375,-10.375,#2B3241,1
2727,20.8125,3.75,11.375,#3D3022,1
2728,20.8125,8.25,-14.5,#332F47,1
2729,20.8125,10.75,-21.625,#2F2E52,1
2730,20.8125,14.125,-13.625,#3D2B46,1
2731,20.8125,19.0,-60.875,#00308E,0
2732,20.8125,21.625,-69.25,#00309C,0
2733,20.8125,42.0,27.875,#6B0209,1
2734,20.8125,42.375,-42.75,#4B1472,1
2735,20.8125,45.75,-11.25,#660044,0
2736,20.8125,52.875,-86.75,#0018B9,0
2737,20.875,-10.625,-17.0,#00384B,0
2738,20.875,-8.375,-4.5,#1E3639,1
2739,20.875,-0.875,-13.5,#233446,1
2740,20.875,-0.375,6.0,#353229,1
2741,20.875,16.125,11.25,#4C2822,1
2742,20.875,26.25,-41.5,#2F2770,1
2743,20.875,28.75,9.625,#5A1D25,1
2744,20.875,29.625,-61.125,#00298F,0
2745,20.875,34.0,-53.875,#242384,1
2746,20.875,41.25,-37.75,#4F146B,1
2747,20.875,44.875,13.875,#6C0020,0
2748,20.875,49.25,-58.625,#3F0D8B,1
2749,20.875,55.125,0.625,#740033,0
2750,20.875,85.875,-92.75,#4100C4,0
2751,20.9375,-40.375,-14.25,#004047,0
2752,20.9375,-32.625,-13.125,#003E45,0
2753,20.9375,-11.625,-32.25,#003A62,0
2754,20.9375,4.375,-17.625,#29324C,1
2755,20.9375,23.125,1.625,#522431,1
2756,20.9375,28.625,35.75,#5F1C00,0
2757,20.9375,38.0,-21.25,#581552,1
2758,20.9375,38.0,20.375,#660E17,1
2759,20.9375,86.125,-33.375,#8A0065,0
2760,20.9375,114.25,-92.375,#7B00C4,0
2761,21.0,-35.0,2.625,#003E2E,0
2762,21.0,-25.0,4.0,#003B2C,0
2763,21.0,22.375,-10.75,#4B2543,1
2764,21.0,34.875,-43.75,#3D1F74,1
2765,21.0,61.125,-31.25,#6E0062,0
2766,21.0,92.0,-66.125,#7A0098,0
2767,21.0625,-35.5,-29.875,#00405E,0
2768,21.0625,-12.625,16.125,#28371A,1
2769,21.0625,63.875,27.625,#82000E,0
2770,21.0625,71.75,-97.75,#0000CC,0
2771,21.125,-39.5,-34.5,#004266,0
2772,21.125,-35.5,-36.75,#004169,0
2773,21.125,-16.0,-28.75,#003B5D,0
2774,21.125,0.0,-3.125,#303337,1
2775,21.125,5.0,-2.0,#393036,1
2776,21.125,88.0,-47.25,#84007B,0
2777,21.1875,-28.25,6.625,#003C28,0
2778,21.1875,-12.75,-38.375,#003B6C,0
2779,21.1875,19.0,-11.0,#472943,1
2780,21.1875,21.75,-14.25,#482748,1
2781,21.1875,29.625,-47.0,#2C267A,1
2782,21.1875,47.125,-63.0,#301593,1
2783,21.1875,89.125,-107.625,#0000DE,0
2784,21.25,-19.375,-39.0,#003E6D,0
2785,21.25,-8.375,-31.0,#003961,0
2786,21.25,2.375,-4.875,#33323A,1
2787,21.25,5.25,20.625,#433014,1
2788,21.25,15.125,-2.25,#472B37,1
2789,21.25,15.875,-62.625,#003392,0
2790,21.3125,-25.0,-3.75,#003C38,0
2791,21.3125,-10.5,17.375,#2C3719,1
2792,21.3125,13.0,-16.875,#3A2D4C,1
2793,21.3125,16.25,7.25,#4C2929,1
2794,21.3125,27.625,-7.375,#54213F,1
2795,21.3125,27.875,17.5,#5C1F1B,1
2796,21.3125,33.125,-21.25,#531D53,1
2797,21.3125,65.0,33.875,#840001,0
2798,21.3125,68.5,25.5,#870013,0
2799,21.375,-26.0,-29.125,#003F5E,0
2800,21.375,-11.5,-46.5,#003C79,0
2801,21.375,-9.125,3.125,#26372E,1
2802,21.375,-0.25,3.0,#35332F,1
2803,21.375,1.0,-17.375,#22344D,1
2804,21.375,19.625,0.875,#4E2733,1
2805,21.375,31.0,29.75,#611B05,1
2806,21.375,42.0,8.0,#6A0729,1
2807,21.375,50.375,-43.875,#570176,1
2808,21.375,65.125,-40.125,#6E0070,0
2809,21.375,74.5,-21.25,#830054,0
2810,21.375,124.375,-116.5,#6100EE,0
2811,21.4375,-25.5,-7.625,#003D3E,0
2812,21.4375,-23.125,-37.375,#003F6B,0
2813,21.4375,-22.25,-20.0,#003D50,0
2814,21.4375,-10.875,-24.125,#003A57,0
2815,21.4375,-4.75,20.5,#363514,1
2816,21.4375,-4.125,9.5,#333525,1
2817,21.4375,43.0,-55.625,#391988,1
2818,21.4375,68.375,15.625,#860021,0
2819,21.4375,81.5,-23.75,#8A0058,0
2820,21.4375,107.75,-73.75,#8900A6,0
2821,21.4375,120.625,-121.875,#4600F8,0
2822,21.5,-80.875,31.375,#004600,0
2823,21.5,-73.75,32.875,#004500,0
2824,21.5,-66.25,33.125,#004400,0
2825,21.5,-60.125,11.625,#004321,0
2826,21.5,-59.5,33.625,#004300,0
2827,21.5,-56.125,21.875,#00420F,0
2828,21.5,-53.875,12.25,#004220,0
2829,21.5,-53.25,34.125,#004200,0
2830,21.5,-52.125,4.125,#00422C,0
2831,21.5,-47.25,34.25,#004100,0
2832,21.5,-44.0,5.875,#00412A,0
2833,21.5,-41.875,34.625,#004000,0
2834,21.5,-41.625,12.5,#004020,0
2835,21.5,-39.5,23.875,#003F0C,0
2836,21.5,-36.875,35.0,#003F00,0
2837,21.5,-35.5,8.625,#003F26,0
2838,21.5,-34.625,24.25,#003E0B,0
2839,21.5,-34.25,12.625,#003F20,0
2840,21.5,-32.5,5.375,#003E2B,0
2841,21.5,-32.25,35.375,#033E00,0
2842,21.5,-31.5,15.625,#003E1B,0
2843,21.5,-31.125,-6.625,#003F3D,0
2844,21.5,-27.875,35.5,#133C00,0
2845,21.5,-23.875,35.75,#1D3B00,0
2846,21.5,-22.5,20.625,#173B13,1
2847,21.5,-20.125,35.875,#243A00,0
2848,21.5,-16.625,35.875,#2A3900,0
2849,21.5,-13.875,23.25,#2A380F,1
2850,21.5,-13.5,7.875,#223928,1
2851,21.5,-13.5,36.375,#2F3800,0
2852,21.5,-13.25,-7.125,#0B393E,1
2853,21.5,-10.5,21.0,#2E3713,1
2854,21.5,-10.375,36.25,#333700,0
2855,21.5,-8.25,24.875,#33360C,1
2856,21.5,-7.875,7.5,#2C3728,1
2857,21.5,-6.375,36.625,#383500,0
2858,21.5,-5.5,-3.625,#273639,1
2859,21.5,-4.875,-1.375,#2A3635,1
2860,21.5,-1.5,9.0,#373426,1
2861,21.5,-0.25,36.875,#403200,0
2862,21.5,4.375,34.625,#453000,0
2863,21.5,9.625,36.875,#4C2D00,0
2864,21.5,12.5,2.75,#462D30,1
2865,21.5,13.375,36.625,#502B00,0
2866,21.5,16.25,-7.625,#462B3F,1
2867,21.5,24.25,13.25,#582321,1
2868,21.5,24.375,-27.25,#42275C,1
2869,21.5,36.375,-73.125,#0028A4,0
2870,21.5,37.875,30.125,#691005,1
2871,21.5,40.125,4.5,#670D2F,1
2872,21.5,44.125,-67.75,#101D9C,1
2873,21.5,48.0,-77.0,#001CAB,0
2874,21.5,64.125,-10.0,#7D0044,0
2875,21.5,80.625,-85.375,#4A00B9,0
2876,21.5,103.125,-102.25,#5500D6,0
2877,21.5,112.625,-122.0,#2100F8,0
2878,21.5625,-44.75,23.5,#00410D,0
2879,21.5625,-28.0,-1.875,#003E36,0
2880,21.5625,-27.5,-10.875,#003E43,0
2881,21.5625,-26.625,25.25,#0F3C0A,1
2882,21.5625,-22.75,25.5,#1A3B09,1
2883,21.5625,-2.5,33.125,#3D3400,0
2884,21.5625,2.125,7.5,#3B3229,1
2885,21.5625,4.875,-9.375,#343242,1
2886,21.5625,5.75,2.5,#3E3130,1
2887,21.5625,6.75,-36.375,#00346A,0
2888,21.5625,10.125,4.25,#442E2E,1
2889,21.5625,15.75,-19.75,#3C2D51,1
2890,21.5625,16.125,-52.5,#003183,0
2891,21.5625,20.875,-41.75,#222C72,1
2892,21.5625,32.875,22.375,#631914,1
2893,21.5625,47.875,-82.25,#001FB4,0
2894,21.5625,49.125,37.125,#750000,0
2895,21.5625,53.375,16.125,#77001F,0
2896,21.5625,54.625,-16.75,#70004E,0
2897,21.5625,63.625,-72.75,#4200A4,0
2898,21.5625,76.25,-58.875,#6D008E,0
2899,21.5625,82.375,-66.875,#6D009B,0
2900,21.5625,101.375,-91.375,#6800C3,0
2901,21.625,-50.625,23.125,#00420D,0
2902,21.625,-34.5,19.875,#003F14,0
2903,21.625,-17.875,-7.0,#003B3E,0
2904,21.625,-14.5,-17.75,#003B4E,0
2905,21.625,-4.125,-12.375,#1F3646,1
2906,21.625,-3.375,16.0,#37351C,1
2907,21.625,1.25,-2.0,#343337,1
2908,21.625,5.25,6.875,#3F312A,1
2909,21.625,9.375,8.625,#452E28,1
2910,21.625,11.75,15.75,#4A2D1D,1
2911,21.625,12.5,21.5,#4D2C14,1
2912,21.625,21.25,-22.5,#422955,1
2913,21.625,29.75,-55.5,#0B2988,1
2914,21.625,35.75,-34.875,#4B1D68,1
2915,21.625,40.875,-29.5,#581460,1
2916,21.625,47.25,-32.5,#5E0565,1
2917,21.625,52.875,27.375,#78000E,0
2918,21.625,57.375,-75.75,#2606A9,1
2919,21.625,62.125,-49.75,#620080,0
2920,21.625,63.125,37.25,#840000,0
2921,21.625,65.375,-58.25,#5E008D,0
2922,21.625,118.125,-84.375,#8D00B8,0
2923,21.625,125.375,-110.375,#7200E4,0
2924,21.6875,-43.0,1.75,#004130,0
2925,21.6875,-21.625,15.875,#163B1B,1
2926,21.6875,-19.0,-15.0,#003C4A,0
2927,21.6875,-14.125,0.5,#193A33,1
2928,21.6875,-12.75,-11.375,#003A44,0
2929,21.6875,-5.625,2.25,#2C3631,1
2930,21.6875,-3.25,-9.5,#253642,1
2931,21.6875,-2.875,-0.875,#2F3535,1
2932,21.6875,-2.375,1.375,#313532,1
2933,21.6875,-1.0,-28.375,#00375E,0
2934,21.6875,-0.875,-40.75,#003871,0
2935,21.6875,-0.75,11.875,#393422,1
2936,21.6875,0.375,1.0,#353433,1
2937,21.6875,2.875,-26.25,#14355B,1
2938,21.6875,3.125,16.5,#40321C,1
2939,21.6875,6.125,0.125,#3D3134,1
2940,21.6875,7.625,-19.875,#2E3251,1
2941,21.6875,17.0,-13.625,#432B48,1
2942,21.6875,22.75,37.125,#5B2400,0
2943,21.6875,23.75,-59.5,#002E8F,0
2944,21.6875,28.25,-24.375,#4B2458,1
2945,21.6875,42.875,36.875,#6F0200,0
2946,21.6875,43.625,-26.625,#5E0D5C,1
2947,21.6875,57.625,-61.125,#4D0092,0
2948,21.6875,65.125,-27.0,#77005D,0
2949,21.6875,66.125,-1.0,#820038,0
2950,21.6875,86.125,-76.875,#6600AC,0
2951,21.6875,88.75,-71.875,#7100A3,0
2952,21.75,-29.0,30.125,#0B3D00,0
2953,21.75,-26.25,14.75,#033D1D,1
2954,21.75,-24.875,30.25,#183C00,0
2955,21.75,-23.625,11.25,#093C23,1
2956,21.75,-5.625,5.0,#2E362D,1
2957,21.75,-4.625,-16.375,#15374C,1
2958,21.75,3.5,-14.375,#2D3349,1
2959,21.75,7.125,6.75,#42302A,1
2960,21.75,7.625,-16.75,#32324D,1
2961,21.75,7.625,10.875,#443024,1
2962,21.75,9.0,13.875,#472F20,1
2963,21.75,9.25,20.25,#492E16,1
2964,21.75,9.5,-0.375,#422F35,1
2965,21.75,10.25,-4.25,#402F3B,1
2966,21.75,16.125,-35.25,#262F69,1
2967,21.75,18.875,5.75,#50292C,1
2968,21.75,24.25,9.5,#572427,1
2969,21.75,28.5,-12.75,#532247,1
2970,21.75,38.875,12.0,#681024,1
2971,21.75,55.375,12.25,#790025,0
2972,21.75,58.5,-90.875,#0013C3,0
2973,21.75,59.5,3.875,#7C0031,0
2974,21.75,67.75,-69.875,#5100A0,0
2975,21.75,80.375,-48.25,#7C007E,0
2976,21.75,88.625,-53.25,#830086,0
2977,21.8125,-1.875,3.625,#34352F,1
2978,21.8125,19.25,36.25,#572700,0
2979,21.8125,33.375,-13.125,#591C48,1
2980,21.8125,74.25,-41.125,#7A0073,0
2981,21.875,-54.75,28.25,#004301,0
2982,21.875,-49.875,8.375,#004327,0
2983,21.875,-48.75,28.625,#004201,0
2984,21.875,-43.125,28.875,#004101,0
2985,21.875,-40.125,-1.625,#004136,0
2986,21.875,-38.0,29.25,#004000,0
2987,21.875,-37.125,-4.25,#00413A,0
2988,21.875,-33.25,29.5,#003F00,0
2989,21.875,-30.625,0.625,#003F33,0
2990,21.875,-24.375,-15.875,#003E4B,0
2991,21.875,-17.75,26.25,#253A09,1
2992,21.875,-14.25,-3.875,#113A3A,1
2993,21.875,-13.5,27.0,#2C3907,1
2994,21.875,-9.0,-1.75,#233837,1
2995,21.875,-7.25,-16.5,#0A394D,1
2996,21.875,-3.5,4.25,#32362E,1
2997,21.875,-1.125,-16.875,#1F364D,1
2998,21.875,1.0,4.25,#39342E,1
2999,21.875,1.25,29.25,#413303,1
3000,21.875,1.375,12.625,#3D3322,1
3001,21.875,1.375,21.75,#403313,1
3002,21.875,2.0,-47.25,#00387C,0
3003,21.875,4.375,24.0,#443110,1
3004,21.875,6.75,-24.875,#243359,1
3005,21.875,8.375,-8.625,#3B3141,1
3006,21.875,13.0,-0.125,#472D35,1
3007,21.875,17.625,15.125,#52291F,1
3008,21.875,17.875,20.375,#532917,1
3009,21.875,23.125,-17.75,#49284F,1
3010,21.875,24.875,4.5,#57242F,1
3011,21.875,25.375,-37.125,#38296C,1
3012,21.875,27.375,-18.25,#4F2450,1
3013,21.875,29.625,-2.625,#5A2039,1
3014,21.875,32.25,-7.0,#5B1D3F,1
3015,21.875,43.875,25.125,#700112,1
3016,21.875,48.625,2.875,#710032,0
3017,21.875,51.25,21.875,#770018,0
3018,21.875,53.875,-11.875,#720047,0
3019,21.875,58.0,-3.25,#79003B,0
3020,21.875,62.0,21.25,#82001A,0
3021,21.875,74.25,8.75,#8D002B,0
3022,21.875,81.625,-97.0,#2500CE,0
3023,21.875,96.75,-50.125,#8F0082,0
3024,21.875,120.25,-104.625,#7400DB,0
3025,21.9375,-75.75,26.5,#004605,0
3026,21.9375,-68.125,27.0,#004504,0
3027,21.9375,-61.125,27.5,#004403,0
3028,21.9375,-58.375,17.125,#004419,0
3029,21.9375,-46.375,18.5,#004217,0
3030,21.9375,-21.625,-12.625,#003D47,0
3031,21.9375,-21.375,-2.875,#003D38,0
3032,21.9375,-21.125,30.75,#213C00,0
3033,21.9375,-20.25,-0.125,#003C34,0
3034,21.9375,-18.625,8.625,#173B27,1
3035,21.9375,-17.625,31.0,#273A00,0
3036,21.9375,-11.0,31.5,#323800,0
3037,21.9375,-6.375,9.875,#313726,1
3038,21.9375,-2.125,27.375,#3D3408,1
3039,21.9375,10.5,-44.0,#003477,0
3040,21.9375,11.375,-13.0,#3C2F48,1
3041,21.9375,19.25,24.375,#562810,1
3042,21.9375,26.75,26.25,#5E210E,1
3043,21.9375,27.25,30.625,#5F2004,1
3044,21.9375,40.625,-45.875,#471B7A,1
3045,21.9375,54.25,-52.625,#540085,0
3046,21.9375,62.875,-85.25,#0000BA,0
3047,21.9375,75.625,-71.0,#5E00A3,0
3048,21.9375,75.875,-80.0,#4E00B1,0
3049,21.9375,108.375,-88.0,#7B00BF,0
3050,22.0,-28.875,22.0,#033E11,1
3051,22.0,-11.0,2.0,#233931,1
3052,22.0,-7.75,-20.875,#003953,0
3053,22.0,-1.375,-22.0,#123755,1
3054,22.0,1.875,-14.125,#2B3549,1
3055,22.0,6.25,-4.25,#3B323B,1
3056,22.0,9.75,31.625,#4C2E00,0
3057,22.0,11.625,-19.25,#373051,1
3058,22.0,24.5,-31.875,#3E2964,1
3059,22.0,49.0,33.125,#760002,0
3060,22.0,55.125,-83.75,#0015B7,0
3061,22.0,58.5,-24.375,#72005A,0
3062,22.0,106.25,-95.5,#6B00CC,0
3063,22.0,106.5,-118.5,#1900F3,0
3064,22.0,111.5,-114.5,#4800EC,0
3065,22.0625,-13.0,11.375,#263A24,1
3066,22.0625,-11.5,-4.625,#193A3B,1
3067,22.0625,-6.875,-10.875,#1B3845,1
3068,22.0625,2.875,-8.25,#333441,1
3069,22.0625,29.0,-33.375,#442567,1
3070,22.125,-46.0,-1.75,#004337,0
3071,22.125,-19.375,-27.0,#003E5D,0
3072,22.125,-10.875,5.375,#26392D,1
3073,22.125,2.375,-21.0,#213554,1
3074,22.125,34.5,4.5,#631930,1
3075,22.125,76.5,-15.5,#8A004E,0
3076,22.125,110.625,-99.75,#6C00D3,0
3077,22.1875,-10.375,-11.75,#0D3A46,1
3078,22.1875,-7.625,-37.25,#003C6D,0
3079,22.1875,3.625,4.375,#3D332F,1
3080,22.1875,3.875,-5.0,#37333C,1
3081,22.1875,10.25,26.5,#4C2F0C,1
3082,22.1875,17.75,-33.0,#302E66,1
3083,22.1875,17.875,-49.75,#003180,0
3084,22.1875,20.5,14.25,#562821,1
3085,22.1875,24.625,-50.125,#132D81,1
3086,22.1875,37.875,-63.0,#0E2496,1
3087,22.25,-17.0,0.875,#123C33,1
3088,22.25,-16.0,3.5,#193B30,1
3089,22.25,-0.25,-8.25,#2E3641,1
3090,22.25,6.625,14.875,#45311F,1
3091,22.25,7.375,-31.5,#163464,1
3092,22.25,8.5,-11.75,#393247,1
3093,22.25,13.875,9.375,#4D2D28,1
3094,22.25,24.375,-4.625,#54263D,1
3095,22.25,31.125,-43.875,#392678,1
3096,22.25,31.375,25.5,#641C10,1
3097,22.3125,-39.75,17.0,#00421A,0
3098,22.3125,-26.0,1.0,#003F33,0
3099,22.3125,-16.125,-12.625,#003D48,0
3100,22.3125,-10.75,12.25,#2C3923,1
3101,22.3125,-6.875,30.625,#383700,1
3102,22.3125,-1.625,-9.75,#2A3744,1
3103,22.3125,1.375,-35.125,#00386A,0
3104,22.3125,4.25,0.625,#3C3335,1
3105,22.3125,10.625,-55.5,#00378A,0
3106,22.3125,19.75,-18.875,#452B52,1
3107,22.3125,32.625,-75.0,#002DAA,0
3108,22.3125,39.5,-59.625,#282291,1
3109,22.3125,42.25,17.25,#6E081E,1
3110,22.3125,59.125,32.375,#810006,0
3111,22.3125,68.625,20.875,#8A001C,0
3112,22.3125,99.75,-75.25,#7F00AB,0
3113,22.3125,104.625,-78.875,#8200B1,0
3114,22.375,-15.875,11.75,#223B23,1
3115,22.375,-12.75,-21.0,#003C54,0
3116,22.375,-2.75,6.375,#35362C,1
3117,22.375,11.75,-25.625,#2F325C,1
3118,22.375,13.375,-6.875,#452F40,1
3119,22.375,37.0,0.375,#651736,1
3120,22.375,37.5,-39.625,#4B1E71,1
3121,22.375,65.25,-20.625,#7C0055,0
3122,22.375,76.625,-31.375,#840066,0
3123,22.375,81.125,-39.875,#850073,0
3124,22.375,88.125,-60.5,#7E0093,0
3125,22.375,107.5,-109.875,#4D00E5,0
3126,22.4375,0.25,-5.75,#31363E,1
3127,22.4375,0.625,-21.75,#1B3756,1
3128,22.4375,19.625,-46.625,#0B307C,1
3129,22.4375,21.875,21.75,#592716,1
3130,22.4375,86.625,-28.25,#910062,0
3131,22.5,-46.625,11.75,#004423,0
3132,22.5,-26.75,-13.625,#004049,0
3133,22.5,4.125,13.875,#423321,1
3134,22.5,5.25,-15.375,#31344D,1
3135,22.5,12.25,-9.25,#423044,1
3136,22.5,13.25,-23.875,#353159,1
3137,22.5,15.875,26.625,#542B0D,1
3138,22.5,43.125,1.25,#6C0935,1
3139,22.5,69.25,-85.875,#2C00BD,0
3140,22.5,75.0,-3.75,#8D003E,0
3141,22.5,75.5,-89.25,#3400C2,0
3142,22.5625,-95.75,10.25,#004B25,0
3143,22.5625,-90.625,5.5,#004A2C,0
3144,22.5625,-87.875,12.75,#004A21,0
3145,22.5625,-85.0,1.375,#004A32,0
3146,22.5625,-82.875,8.0,#004928,0
3147,22.5625,-80.5,15.0,#00491D,0
3148,22.5625,-79.75,-2.5,#004938,0
3149,22.5625,-77.5,3.875,#00482F,0
3150,22.5625,-75.625,10.25,#004825,0
3151,22.5625,-75.0,-6.0,#00493E,0
3152,22.5625,-73.5,17.0,#00481A,0
3153,22.5625,-72.5,0.125,#004834,0
3154,22.5625,-70.625,-9.25,#004843,0
3155,22.5625,-70.5,6.125,#00472B,0
3156,22.5625,-68.0,-3.25,#00483A,0
3157,22.5625,-66.5,-12.25,#004847,0
3158,22.5625,-65.75,2.5,#004731,0
3159,22.5625,-64.125,8.25,#004728,0
3160,22.5625,-63.875,-6.5,#00473E,0
3161,22.5625,-62.5,-15.25,#00474C,0
3162,22.5625,-61.5,-0.875,#004736,0
3163,22.5625,-59.75,-9.5,#004743,0
3164,22.5625,-59.5,4.625,#00462E,0
3165,22.5625,-58.75,-18.0,#004750,0
3166,22.5625,-57.5,-4.0,#00463B,0
3167,22.5625,-56.0,-12.25,#004647,0
3168,22.5625,-55.5,1.25,#004633,0
3169,22.5625,-53.625,-6.875,#00463F,0
3170,22.5625,-52.375,-15.0,#00464B,0
3171,22.5625,-50.125,-9.625,#004543,0
3172,22.5625,-49.0,-17.5,#00464F,0
3173,22.5625,-46.75,-12.125,#004547,0
3174,22.5625,-45.625,-20.0,#004553,0
3175,22.5625,-42.5,-22.625,#004557,0
3176,22.5625,-40.25,-11.125,#004346,0
3177,22.5625,-39.375,-25.125,#00445B,0
3178,22.5625,-39.375,-18.25,#004450,0
3179,22.5625,-36.5,-20.75,#004354,0
3180,22.5625,-36.5,-7.625,#004240,0
3181,22.5625,-34.0,-10.0,#004244,0
3182,22.5625,-33.375,-22.875,#004357,0
3183,22.5625,-33.0,-16.875,#00424E,0
3184,22.5625,-30.25,-39.0,#004470,0
3185,22.5625,-30.125,-25.0,#00425B,0
3186,22.5625,-29.875,-19.0,#004252,0
3187,22.5625,-29.5,9.875,#004026,0
3188,22.5625,-23.375,8.0,#063E29,1
3189,22.5625,-22.875,-44.5,#004279,0
3190,22.5625,-20.875,-32.0,#004065,0
3191,22.5625,-19.5,22.0,#213D13,1
3192,22.5625,-19.25,12.75,#1B3D22,1
3193,22.5625,-19.125,-47.25,#00427D,0
3194,22.5625,-18.625,17.5,#203C1B,1
3195,22.5625,-15.875,18.625,#263C19,1
3196,22.5625,-14.5,-50.625,#004183,0
3197,22.5625,-9.5,-6.625,#1C3A3F,1
3198,22.5625,-9.0,-14.375,#0B3B4B,1
3199,22.5625,-8.125,17.375,#33391B,1
3200,22.5625,-6.375,0.0,#2B3936,1
3201,22.5625,-4.875,-20.25,#093A54,1
3202,22.5625,-4.75,-33.25,#003B68,0
3203,22.5625,-4.625,-56.375,#003E8C,0
3204,22.5625,-2.75,12.375,#393723,1
3205,22.5625,-2.375,-49.875,#003C81,0
3206,22.5625,-1.125,20.5,#3E3617,1
3207,22.5625,0.375,-12.625,#2B3748,1
3208,22.5625,5.0,11.0,#433326,1
3209,22.5625,6.5,-12.75,#363449,1
3210,22.5625,6.75,38.75,#4B3100,0
3211,22.5625,10.375,17.75,#4C301C,1
3212,22.5625,13.0,-40.25,#093373,1
3213,22.5625,17.625,-27.75,#382E5F,1
3214,22.5625,19.625,-57.5,#00328E,0
3215,22.5625,20.5,-32.375,#372D67,1
3216,22.5625,20.75,32.0,#5A2801,1
3217,22.5625,22.25,-7.25,#512941,1
3218,22.5625,24.25,32.5,#5E2501,1
3219,22.5625,26.375,-72.875,#0032A7,0
3220,22.5625,28.0,12.75,#5F2224,1
3221,22.5625,35.625,-26.0,#561E5D,1
3222,22.5625,36.5,-17.75,#5C1B51,1
3223,22.5625,38.0,-32.125,#541C66,1
3224,22.5625,41.0,-3.5,#68103C,1
3225,22.5625,41.125,-14.375,#64124C,1
3226,22.5625,45.0,-7.25,#6C0642,1
3227,22.5625,50.875,-6.125,#720040,0
3228,22.5625,62.375,-65.5,#51009B,0
3229,22.5625,64.5,-93.5,#0005C9,0
3230,22.5625,66.5,-5.75,#830041,0
3231,22.5625,67.75,6.875,#88002F,0
3232,22.5625,68.5,-14.75,#83004D,0
3233,22.5625,72.0,-62.625,#650097,0
3234,22.5625,80.5,-10.125,#910047,0
3235,22.625,-69.25,12.375,#004722,0
3236,22.625,-55.0,-20.75,#004754,0
3237,22.625,-31.25,-31.0,#004364,0
3238,22.625,-26.5,-41.75,#004375,0
3239,22.625,-26.125,-34.625,#00426A,0
3240,22.625,-23.5,-10.5,#003F45,0
3241,22.625,-16.75,-34.875,#003F6A,0
3242,22.625,-10.375,-52.5,#004086,0
3243,22.625,-5.625,26.125,#39380C,1
3244,22.625,-4.5,-42.5,#003C76,0
3245,22.625,-2.625,-5.375,#2D383E,1
3246,22.625,-2.0,-2.875,#31373A,1
3247,22.625,5.875,-40.125,#003772,0
3248,22.625,6.5,30.75,#4A3203,1
3249,22.625,9.0,6.0,#46312D,1
3250,22.625,11.625,11.0,#4B2F26,1
3251,22.625,19.75,-2.375,#502A3A,1
3252,22.625,23.125,-66.375,#00329C,0
3253,22.625,32.375,17.625,#651D1E,1
3254,22.625,36.5,34.25,#6B1500,0
3255,22.625,44.0,-20.125,#640E55,1
3256,22.625,52.375,-63.75,#400E98,1
