id,L,a,b,hex_srgb,in_srgb
17037,52.6875,-128.0,-3.25,#00A381,0
17038,52.6875,-101.5,31.25,#009D43,0
17039,52.6875,-78.875,-31.125,#009CB2,0
17040,52.6875,-78.5,-6.625,#009A87,0
17041,52.6875,-74.0,-33.875,#009BB6,0
17042,52.6875,-60.75,-5.125,#009685,0
17043,52.6875,-38.625,54.0,#518D0B,1
17044,52.6875,-30.125,-3.625,#288C83,1
17045,52.6875,-28.125,-43.625,#008EC8,0
17046,52.6875,-7.375,-4.625,#6B8285,1
17047,52.6875,-6.75,-10.0,#66828F,1
17048,52.6875,-0.625,2.25,#7E7E7A,1
17049,52.6875,3.0,-46.375,#3680CD,1
17050,52.6875,4.25,0.875,#867B7C,1
17051,52.6875,24.125,32.25,#B26C47,1
17052,52.6875,38.75,55.5,#CA5F18,1
17053,52.6875,64.625,-60.875,#B24EE8,1
17054,52.6875,82.375,62.5,#FF0011,0
17055,52.6875,89.125,-11.875,#F80095,0
17056,52.75,-122.375,18.875,#00A15A,0
17057,52.75,-120.25,-7.625,#00A289,0
17058,52.75,-106.75,37.375,#009E36,0
17059,52.75,-106.375,21.25,#009F56,0
17060,52.75,-104.5,15.375,#009F61,0
17061,52.75,-96.25,4.375,#009E74,0
17062,52.75,-80.875,8.625,#009A6D,0
17063,52.75,-72.5,9.5,#00986C,0
17064,52.75,-56.5,-7.875,#00958A,0
17065,52.75,-46.5,64.375,#418F00,0
17066,52.75,-35.75,47.0,#558C24,1
17067,52.75,-25.5,21.625,#5C8958,1
17068,52.75,-4.125,-23.5,#5982A6,1
17069,52.75,-3.0,-0.625,#78807F,1
17070,52.75,-0.25,4.625,#817E76,1
17071,52.75,5.0,-3.5,#847B84,1
17072,52.75,13.75,-80.625,#0080FF,0
17073,52.75,14.375,68.0,#AC7300,0
17074,52.75,19.625,-7.0,#9A728A,1
17075,52.75,26.25,-9.5,#A36E8F,1
17076,52.75,43.0,-62.5,#8667EB,1
17077,52.75,81.125,22.625,#F9005C,0
17078,52.8125,-128.0,21.125,#00A256,0
17079,52.8125,-122.5,32.0,#00A141,0
17080,52.8125,-122.375,25.375,#00A14E,0
17081,52.8125,-116.875,29.375,#00A047,0
17082,52.8125,-116.75,22.875,#00A053,0
17083,52.8125,-111.25,3.75,#00A075,0
17084,52.8125,-111.25,9.25,#00A06B,0
17085,52.8125,-103.875,9.875,#009F6B,0
17086,52.8125,-84.375,-10.875,#009C8F,0
17087,52.8125,-67.5,50.375,#009616,0
17088,52.8125,-61.75,14.125,#009564,0
17089,52.8125,-61.625,71.5,#009400,0
17090,52.8125,-55.25,15.125,#009462,0
17091,52.8125,-52.5,81.5,#349100,0
17092,52.8125,-48.25,33.25,#209141,1
17093,52.8125,-40.75,31.75,#3D8E45,1
17094,52.8125,-36.125,41.375,#518C31,1
17095,52.8125,-23.625,7.375,#538971,1
17096,52.8125,-8.625,6.5,#738273,1
17097,52.8125,-8.625,23.625,#7E8155,1
17098,52.8125,-3.125,7.5,#7E7F71,1
17099,52.8125,-0.5,-16.75,#6C809B,1
17100,52.8125,0.25,72.0,#997B00,0
17101,52.8125,4.75,10.25,#8D7B6D,1
17102,52.8125,10.375,66.75,#A67500,0
17103,52.8125,14.125,37.625,#A6743D,1
17104,52.8125,19.5,-30.25,#8575B2,1
17105,52.8125,19.875,23.375,#AA7057,1
17106,52.8125,22.375,-65.25,#4378EF,1
17107,52.8125,27.875,14.125,#B26B67,1
17108,52.8125,34.125,-75.625,#4C71FF,0
17109,52.8125,35.125,25.5,#BF6454,1
17110,52.8125,35.375,19.625,#BE645E,1
17111,52.8125,40.125,34.875,#C85F44,1
17112,52.8125,48.625,9.875,#CC576F,1
17113,52.8125,52.625,31.75,#D8514B,1
17114,52.8125,58.5,-8.375,#D24C8E,1
17115,52.8125,62.625,-66.0,#A953F1,1
17116,52.8125,65.0,89.25,#ED3B00,0
17117,52.8125,66.0,45.25,#EB3A34,1
17118,52.8125,74.375,-8.0,#E72E8E,1
17119,52.8125,80.5,37.25,#FB0044,0
17120,52.8125,85.375,-35.25,#E805BC,1
17121,52.8125,86.125,-1.5,#F80084,0
17122,52.875,-128.0,27.75,#00A24A,0
17123,52.875,-115.75,16.625,#00A15E,0
17124,52.875,-113.25,-11.625,#00A290,0
17125,52.875,-111.875,33.375,#00A03F,0
17126,52.875,-89.125,-25.25,#009EA8,0
17127,52.875,-52.375,-10.5,#00948F,0
17128,52.875,-49.25,-6.875,#009389,0
17129,52.875,-45.625,-9.25,#00928D,0
17130,52.875,-27.25,42.0,#658931,1
17131,52.875,-17.625,-26.5,#1489AB,1
17132,52.875,-17.0,-2.625,#588782,1
17133,52.875,-12.375,13.5,#718467,1
17134,52.875,-9.0,1.5,#6E837B,1
17135,52.875,4.875,13.75,#8F7B67,1
17136,52.875,7.0,-3.5,#887A84,1
17137,52.875,16.375,35.625,#A97241,1
17138,52.875,31.75,-10.125,#AB6A90,1
17139,52.875,44.125,-58.0,#9066E3,1
17140,52.875,49.5,27.0,#D35553,1
17141,52.875,60.375,27.0,#E14654,1
17142,52.875,68.375,69.125,#F03400,0
17143,52.875,71.125,1.625,#E7347E,1
17144,52.875,74.75,19.0,#F12762,1
17145,52.9375,-96.5,-12.125,#009F91,0
17146,52.9375,-83.25,74.0,#009A00,0
17147,52.9375,-77.625,-0.25,#009A7D,0
17148,52.9375,-72.0,79.75,#009700,0
17149,52.9375,-68.75,13.125,#009866,0
17150,52.9375,-68.25,70.75,#009600,0
17151,52.9375,-65.25,-22.5,#0099A4,0
17152,52.9375,-36.5,78.125,#5D8C00,0
17153,52.9375,-31.375,41.375,#5D8B32,1
17154,52.9375,-20.375,5.25,#598875,1
17155,52.9375,-16.75,-39.625,#008AC2,0
17156,52.9375,-11.75,26.625,#7B8350,1
17157,52.9375,-4.75,-36.375,#3884BD,1
17158,52.9375,-0.375,25.625,#8D7D52,1
17159,52.9375,1.0,29.25,#917C4C,1
17160,52.9375,5.25,-52.125,#2681D8,1
17161,52.9375,6.5,-63.875,#0082ED,0
17162,52.9375,9.875,-63.625,#0080ED,0
17163,52.9375,10.875,14.375,#997766,1
17164,52.9375,20.125,-75.875,#007CFF,0
17165,52.9375,20.25,-68.375,#277AF5,1
17166,52.9375,25.625,4.0,#AA6E78,1
17167,52.9375,28.875,-68.375,#5374F5,1
17168,52.9375,31.875,-78.875,#3174FF,0
17169,52.9375,41.5,74.25,#D05C00,0
17170,52.9375,52.75,88.25,#DE4F00,0
17171,52.9375,83.0,-6.875,#F3008D,1
17172,52.9375,89.25,-30.375,#F000B5,0
17173,53.0,-107.25,44.625,#009F26,0
17174,53.0,-100.875,72.75,#009D00,0
17175,53.0,-97.125,13.25,#009E65,0
17176,53.0,-94.75,-22.125,#00A0A3,0
17177,53.0,-93.25,46.0,#009C23,0
17178,53.0,-92.0,53.375,#009C04,0
17179,53.0,-87.5,78.25,#009B00,0
17180,53.0,-79.0,-14.125,#009C95,0
17181,53.0,-75.75,25.5,#00994F,0
17182,53.0,-71.125,43.875,#00982A,0
17183,53.0,-68.625,26.75,#00974D,0
17184,53.0,-67.75,35.25,#00973D,0
17185,53.0,-62.875,-10.0,#00988E,0
17186,53.0,-37.375,0.375,#008F7D,0
17187,53.0,-35.0,-3.125,#008E83,0
17188,53.0,-31.625,36.25,#598B3D,1
17189,53.0,-29.25,-0.375,#368C7E,1
17190,53.0,-23.125,84.125,#768700,0
17191,53.0,-10.625,-69.875,#008BF8,0
17192,53.0,-8.5,-8.625,#65838D,1
17193,53.0,-6.5,-70.875,#0089FA,0
17194,53.0,-4.75,-5.0,#718187,1
17195,53.0,-4.375,12.5,#808069,1
17196,53.0,3.75,40.0,#987A38,1
17197,53.0,6.625,-32.0,#677EB5,1
17198,53.0,7.5,-57.75,#0280E2,1
17199,53.0,8.25,46.625,#A1782A,1
17200,53.0,14.375,-27.25,#7F78AD,1
17201,53.0,25.375,88.0,#BC6B00,0
17202,53.0,36.125,74.5,#C96200,0
17203,53.0,44.75,60.75,#D35908,1
17204,53.0,100.125,5.25,#FF007A,0
17205,53.0,107.75,-55.5,#FA00E1,0
17206,53.0625,-128.0,65.875,#00A200,0
17207,53.0625,-122.875,62.625,#00A100,0
17208,53.0625,-117.75,59.375,#00A100,0
17209,53.0625,-112.375,48.0,#00A01C,0
17210,53.0625,-110.875,72.25,#009F00,0
17211,53.0625,-86.0,44.875,#009B26,0
17212,53.0625,-84.0,-28.25,#009EAE,0
17213,53.0625,-84.0,-3.25,#009C82,0
17214,53.0625,-79.375,43.625,#009A2A,0
17215,53.0625,-74.25,20.125,#009959,0
17216,53.0625,-72.375,-3.625,#009A83,0
17217,53.0625,-67.5,-6.875,#009989,0
17218,53.0625,-64.0,41.25,#009631,0
17219,53.0625,-49.0,52.625,#349111,1
17220,53.0625,-30.375,-18.125,#008E9D,0
17221,53.0625,-28.625,-36.5,#008FBD,0
17222,53.0625,-21.5,66.5,#778700,0
17223,53.0625,-16.875,-52.5,#008CD9,0
17224,53.0625,-10.0,-59.125,#008AE5,0
17225,53.0625,-6.25,-7.0,#6C828A,1
17226,53.0625,2.25,-52.375,#0083D9,0
17227,53.0625,5.5,2.625,#8A7B7A,1
17228,53.0625,6.25,-5.75,#857C89,1
17229,53.0625,11.875,17.875,#9D7761,1
17230,53.0625,12.375,-61.5,#1A7EE9,1
17231,53.0625,15.25,-0.875,#987681,1
17232,53.0625,19.125,-0.875,#9E7381,1
17233,53.0625,20.125,68.375,#B46F00,0
17234,53.0625,32.375,27.375,#BD6751,1
17235,53.0625,35.5,56.75,#C76315,1
17236,53.0625,37.25,-10.5,#B46592,1
17237,53.0625,46.125,-16.5,#BD5D9C,1
17238,53.0625,56.375,29.25,#DD4C50,1
17239,53.0625,64.875,-21.875,#D446A6,1
17240,53.125,-124.5,72.75,#00A200,0
17241,53.125,-119.5,69.375,#00A100,0
17242,53.125,-115.75,75.875,#00A000,0
17243,53.125,-114.5,65.875,#00A000,0
17244,53.125,-112.625,56.0,#00A000,0
17245,53.125,-107.625,52.625,#009F07,0
17246,53.125,-104.625,58.75,#009F00,0
17247,53.125,-102.625,49.25,#009E18,0
17248,53.125,-99.75,55.125,#009E00,0
17249,53.125,-96.625,61.0,#009D00,0
17250,53.125,-91.75,73.375,#009C00,0
17251,53.125,-57.125,41.25,#009431,0
17252,53.125,-54.125,35.75,#00933D,0
17253,53.125,-48.5,9.375,#00936D,0
17254,53.125,-45.5,18.25,#05915E,1
17255,53.125,-41.0,3.0,#009079,0
17256,53.125,-33.875,29.375,#508D4A,1
17257,53.125,-17.0,-20.125,#3789A1,1
17258,53.125,-15.125,-12.625,#4E8794,1
17259,53.125,-7.0,-13.125,#638395,1
17260,53.125,-5.625,-19.625,#5D83A0,1
17261,53.125,-4.625,0.375,#76817E,1
17262,53.125,-0.875,12.875,#867F69,1
17263,53.125,4.625,-6.5,#827D8A,1
17264,53.125,12.125,22.125,#9F7659,1
17265,53.125,16.75,-24.625,#8777A9,1
17266,53.125,22.5,46.625,#B56E2D,1
17267,53.125,23.25,76.25,#B96D00,0
17268,53.125,24.5,-80.625,#007AFF,0
17269,53.125,36.0,-72.5,#5F70FD,1
17270,53.125,52.75,-6.625,#CC558C,1
17271,53.125,54.625,-26.0,#C355AD,1
17272,53.125,58.25,-22.75,#CB50A7,1
17273,53.125,58.375,15.75,#DC4B67,1
17274,53.125,64.25,14.375,#E34169,1
17275,53.125,71.875,65.125,#F52C03,1
17276,53.125,79.25,-46.5,#D82ED0,1
17277,53.125,93.875,16.875,#FF0067,0
17278,53.125,102.75,-23.875,#FF00AB,0
17279,53.125,113.125,-58.375,#FF00E6,0
17280,53.1875,-128.0,34.625,#00A33D,0
17281,53.1875,-117.25,36.375,#00A139,0
17282,53.1875,-109.5,62.375,#00A000,0
17283,53.1875,-106.125,68.5,#009F00,0
17284,53.1875,-101.375,64.75,#009E00,0
17285,53.1875,-96.375,68.75,#009D00,0
17286,53.1875,-91.75,64.875,#009C00,0
17287,53.1875,-63.5,21.5,#009758,0
17288,53.1875,-36.375,-39.5,#0092C2,0
17289,53.1875,-23.375,51.625,#71881A,1
17290,53.1875,-22.125,-54.375,#008EDC,0
17291,53.1875,-10.25,-6.375,#64858A,1
17292,53.1875,-6.375,1.625,#74827C,1
17293,53.1875,-3.125,-19.5,#6382A0,1
17294,53.1875,4.25,71.375,#9F7A00,0
17295,53.1875,4.375,-58.0,#0083E3,0
17296,53.1875,4.375,26.0,#957B52,1
17297,53.1875,4.5,7.5,#8C7C72,1
17298,53.1875,5.125,45.5,#9C7A2D,1
17299,53.1875,6.5,78.625,#A37900,0
17300,53.1875,9.25,-10.5,#877A91,1
17301,53.1875,14.625,2.0,#99767C,1
17302,53.1875,16.25,15.875,#A37465,1
17303,53.1875,29.625,-28.25,#9A6EB0,1
17304,53.1875,37.5,30.0,#C5624D,1
17305,53.1875,46.625,22.5,#CF595B,1
17306,53.1875,60.875,-4.0,#D84988,1
17307,53.1875,65.5,4.875,#E24079,1
17308,53.1875,80.25,16.125,#F80F68,1
17309,53.1875,82.375,68.625,#FF0000,0
17310,53.1875,83.75,32.25,#FF004D,0
17311,53.1875,108.875,-24.125,#FF00AB,0
17312,53.25,-128.0,41.875,#00A32D,0
17313,53.25,-128.0,49.5,#00A316,0
17314,53.25,-128.0,57.5,#00A300,0
17315,53.25,-122.75,54.375,#00A200,0
17316,53.25,-122.625,39.125,#00A233,0
17317,53.25,-122.625,46.5,#00A220,0
17318,53.25,-117.5,51.25,#00A10F,0
17319,53.25,-117.375,43.5,#00A129,0
17320,53.25,-112.0,40.375,#00A131,0
17321,53.25,-102.125,41.5,#009F2E,0
17322,53.25,-92.875,39.0,#009D35,0
17323,53.25,-87.375,69.0,#009C00,0
17324,53.25,-79.75,31.0,#009B46,0
17325,53.25,-69.25,-36.625,#009CBD,0
17326,53.25,-68.125,18.125,#00985E,0
17327,53.25,-61.125,-33.5,#0099B8,0
17328,53.25,-60.75,-25.0,#0099A9,0
17329,53.25,-49.5,72.5,#3D9200,0
17330,53.25,-36.375,4.5,#1F8F76,1
17331,53.25,-35.375,14.125,#3A8E66,1
17332,53.25,-27.25,2.25,#438C7B,1
17333,53.25,-25.5,58.625,#6F8900,0
17334,53.25,-24.75,-38.375,#008EC1,0
17335,53.25,-21.375,-1.625,#4E8A81,1
17336,53.25,-19.125,79.375,#7D8600,0
17337,53.25,-17.875,59.125,#7C8600,0
17338,53.25,-13.25,-50.625,#008AD6,0
17339,53.25,-7.375,-0.375,#718380,1
17340,53.25,-5.625,-62.875,#0089EC,0
17341,53.25,-3.625,71.0,#947F00,0
17342,53.25,-1.0,-4.625,#798087,1
17343,53.25,0.875,-40.75,#4382C5,1
17344,53.25,1.0,-20.875,#6B80A3,1
17345,53.25,1.125,5.625,#857E76,1
17346,53.25,1.25,-8.625,#7A7F8E,1
17347,53.25,2.375,4.5,#877E78,1
17348,53.25,6.375,12.625,#927B6A,1
17349,53.25,8.125,59.875,#A47800,0
17350,53.25,12.5,3.75,#977879,1
17351,53.25,12.5,26.25,#A27653,1
17352,53.25,12.625,32.5,#A47647,1
17353,53.25,19.25,-10.875,#987492,1
17354,53.25,20.75,-27.75,#8B75AF,1
17355,53.25,21.625,3.0,#A5717B,1
17356,53.25,31.75,-52.25,#8070DA,1
17357,53.25,34.75,32.0,#C2654A,1
17358,53.25,37.75,-56.875,#866CE2,1
17359,53.25,44.75,12.25,#C95C6C,1
17360,53.25,55.875,-45.0,#B657CE,1
17361,53.25,66.0,31.0,#EA3D4E,1
17362,53.25,68.0,-71.25,#AD4EFC,1
17363,53.25,96.125,-37.0,#F700C1,0
17364,53.3125,-90.625,-15.625,#009F98,0
17365,53.3125,-83.0,61.0,#009B00,0
17366,53.3125,-73.5,-9.75,#009B8E,0
17367,53.3125,-61.25,63.0,#009500,0
17368,53.3125,-43.5,-2.625,#009283,0
17369,53.3125,-41.5,77.875,#538F00,0
17370,53.3125,-36.0,35.5,#4F8E3F,1
17371,53.3125,-20.375,8.375,#5D8970,1
17372,53.3125,-16.125,-16.25,#44889B,1
17373,53.3125,-14.625,16.375,#708663,1
17374,53.3125,-8.375,12.625,#798369,1
17375,53.3125,-6.875,-23.5,#5385A7,1
17376,53.3125,-6.75,25.625,#848253,1
17377,53.3125,-4.875,-11.5,#6A8393,1
17378,53.3125,-2.375,-31.5,#5083B5,1
17379,53.3125,-1.75,29.75,#8E7F4C,1
17380,53.3125,1.75,10.125,#897E6E,1
17381,53.3125,2.875,57.625,#9C7B07,1
17382,53.3125,7.5,-8.25,#867C8E,1
17383,53.3125,9.75,18.5,#9B7960,1
17384,53.3125,22.625,-74.0,#007BFF,0
17385,53.3125,25.0,-40.375,#8474C5,1
17386,53.3125,25.0,62.25,#BB6C00,0
17387,53.3125,29.875,29.375,#BB6A4E,1
17388,53.3125,37.375,-38.0,#9E69C1,1
17389,53.3125,45.375,-6.5,#C25E8C,1
17390,53.3125,48.875,34.375,#D55647,1
17391,53.3125,54.75,-2.625,#D15286,1
17392,53.3125,60.125,-17.0,#D14D9E,1
17393,53.3125,66.375,60.75,#EE3A12,1
17394,53.3125,69.625,51.375,#F1332A,1
17395,53.3125,71.0,-80.25,#A54CFF,0
17396,53.3125,74.125,6.375,#EE2D78,1
17397,53.3125,76.125,89.125,#FC1D00,0
17398,53.3125,77.5,65.0,#FC1708,1
17399,53.3125,102.0,-53.625,#F400DE,0
17400,53.375,-67.75,58.0,#009700,0
17401,53.375,-39.5,7.625,#139071,1
17402,53.375,-33.875,-16.625,#00909B,0
17403,53.375,-29.625,65.75,#698B00,0
17404,53.375,-23.5,75.125,#768800,0
17405,53.375,-20.625,-23.0,#128BA6,1
17406,53.375,-17.5,11.5,#67876B,1
17407,53.375,-15.125,-30.625,#0F89B4,1
17408,53.375,-13.75,-59.625,#008CE6,0
17409,53.375,-13.625,-4.875,#5E8787,1
17410,53.375,-8.75,41.625,#878234,1
17411,53.375,-7.0,48.75,#8C8125,1
17412,53.375,-6.375,10.25,#7C826E,1
17413,53.375,-0.75,-52.75,#0085DA,0
17414,53.375,-0.75,16.5,#897F63,1
17415,53.375,0.75,39.75,#957D39,1
17416,53.375,1.0,3.0,#847F7A,1
17417,53.375,2.125,45.0,#987C2E,1
17418,53.375,8.625,5.25,#927A77,1
17419,53.375,9.375,-3.75,#8D7A86,1
17420,53.375,15.0,12.5,#A0766B,1
17421,53.375,19.875,10.625,#A6726E,1
17422,53.375,26.25,-23.875,#9971A9,1
17423,53.375,27.25,81.625,#BF6B00,0
17424,53.375,30.875,36.5,#BE6942,1
17425,53.375,33.5,-58.625,#7A70E5,1
17426,53.375,35.0,-13.875,#AF6998,1
17427,53.375,44.75,-24.25,#B661AA,1
17428,53.375,50.25,-20.875,#C15AA4,1
17429,53.375,52.0,-15.625,#C7589C,1
17430,53.375,54.0,18.0,#D85163,1
17431,53.375,54.5,-64.625,#9D5EF0,1
17432,53.375,64.625,-37.375,#CA4AC1,1
17433,53.375,65.0,25.0,#E74058,1
17434,53.375,68.625,-3.625,#E33C88,1
17435,53.375,71.625,-67.0,#B947F5,1
17436,53.375,87.25,20.0,#FF0062,0
17437,53.4375,-60.625,35.375,#00963E,0
17438,53.4375,-55.25,68.0,#269400,0
17439,53.4375,-40.0,-30.375,#0093B3,0
17440,53.4375,-32.25,-22.375,#0090A5,0
17441,53.4375,-29.625,58.25,#688B00,0
17442,53.4375,-28.875,-24.5,#008FA9,0
17443,53.4375,-18.625,1.75,#5B897C,1
17444,53.4375,-16.25,20.875,#70875B,1
17445,53.4375,-7.25,4.25,#768378,1
17446,53.4375,-5.75,21.125,#83825B,1
17447,53.4375,-3.625,2.125,#7B817C,1
17448,53.4375,3.375,-2.5,#847E84,1
17449,53.4375,3.75,-14.5,#797F98,1
17450,53.4375,6.25,-18.125,#7A7E9F,1
17451,53.4375,11.75,-17.5,#867A9E,1
17452,53.4375,14.625,87.5,#AF7400,0
17453,53.4375,16.375,63.5,#B07300,0
17454,53.4375,17.625,-13.25,#947697,1
17455,53.4375,23.75,-32.125,#8C74B7,1
17456,53.4375,26.5,-70.75,#4178FB,1
17457,53.4375,27.75,25.0,#B76C56,1
17458,53.4375,34.25,35.75,#C36644,1
17459,53.4375,36.875,-67.25,#706FF5,1
17460,53.4375,44.625,71.625,#D55A00,0
17461,53.4375,47.25,16.125,#CE5A66,1
17462,53.4375,47.75,80.125,#D95700,0
17463,53.4375,49.125,-29.125,#BA5DB3,1
17464,53.4375,55.75,-12.375,#CE5396,1
17465,53.4375,58.125,-40.75,#BE54C7,1
17466,53.4375,59.875,82.875,#E84600,0
17467,53.4375,63.375,-12.875,#D84898,1
17468,53.4375,74.25,-62.0,#C341EC,1
17469,53.4375,75.125,76.375,#FA2200,0
17470,53.4375,75.25,-33.125,#DD35BA,1
17471,53.4375,83.375,53.875,#FF0028,0
17472,53.4375,94.5,24.125,#FF005C,0
17473,53.5,-109.0,-17.5,#00A39C,0
17474,53.5,-81.875,49.75,#009B19,0
17475,53.5,-45.25,-15.375,#009499,0
17476,53.5,-41.75,86.375,#549000,0
17477,53.5,-36.875,87.25,#5F8E00,0
17478,53.5,-34.625,-54.25,#0094DD,0
17479,53.5,-32.375,88.375,#688C00,0
17480,53.5,-29.75,9.75,#478D6E,1
17481,53.5,-27.875,89.0,#708A00,0
17482,53.5,-26.0,-8.75,#308D8E,1
17483,53.5,-22.125,25.375,#688953,1
17484,53.5,-19.5,90.5,#7E8700,0
17485,53.5,-14.0,-9.125,#58878F,1
17486,53.5,-13.0,57.5,#858403,1
17487,53.5,-10.25,-24.5,#4787A9,1
17488,53.5,-7.625,17.75,#7E8361,1
17489,53.5,-4.625,91.625,#958000,0
17490,53.5,-3.375,33.875,#8D8044,1
17491,53.5,-2.75,51.75,#937F1D,1
17492,53.5,-1.625,5.0,#818077,1
17493,53.5,-0.875,20.75,#8B7F5C,1
17494,53.5,0.5,-4.375,#7D8087,1
17495,53.5,2.0,20.375,#907E5D,1
17496,53.5,5.5,65.25,#A17A00,0
17497,53.5,9.875,-32.75,#6F7DB8,1
17498,53.5,11.875,0.0,#947980,1
17499,53.5,12.125,45.625,#A7762E,1
17500,53.5,12.375,-10.0,#8E7991,1
17501,53.5,13.5,-73.625,#0081FF,0
17502,53.5,13.875,-39.5,#6D7BC4,1
17503,53.5,14.75,80.125,#AF7400,0
17504,53.5,18.625,88.0,#B57100,0
17505,53.5,18.875,14.125,#A77368,1
17506,53.5,24.75,-28.75,#9273B2,1
17507,53.5,25.375,8.625,#AE6F72,1
17508,53.5,30.0,47.25,#C0692D,1
17509,53.5,31.125,-15.625,#A86C9B,1
17510,53.5,33.625,83.75,#C86500,0
17511,53.5,34.5,-1.5,#B66884,1
17512,53.5,37.875,91.5,#CE6100,0
17513,53.5,39.375,39.125,#CA613E,1
17514,53.5,40.375,-25.875,#AF65AD,1
17515,53.5,42.5,-73.0,#726CFF,0
17516,53.5,44.625,-30.625,#B262B5,1
17517,53.5,45.0,-70.0,#7F69FA,1
17518,53.5,45.375,5.625,#C85D78,1
17519,53.5,48.875,-78.0,#7867FF,0
17520,53.5,50.75,65.375,#DC5300,0
17521,53.5,71.625,-43.375,#D140CC,1
17522,53.5,76.125,30.0,#F72351,1
17523,53.5,82.625,83.5,#FF0000,0
17524,53.5,83.625,78.375,#FF0000,0
17525,53.5,85.5,-46.5,#E217D2,1
17526,53.5,86.125,-55.375,#DC1BE1,1
17527,53.5,87.0,4.375,#FE007C,0
17528,53.5,89.125,-41.5,#EB00C9,0
17529,53.5,98.5,-75.75,#DC00FF,0
17530,53.5,99.625,-43.25,#F800CC,0
17531,53.5,103.875,-37.75,#FF00C3,0
17532,53.5625,-59.875,-13.375,#009895,0
17533,53.5625,-15.0,3.125,#65877A,1
17534,53.5625,-13.5,91.25,#888400,0
17535,53.5625,-9.75,17.125,#7A8462,1
17536,53.5625,-8.375,-28.5,#4387B1,1
17537,53.5625,-1.875,83.375,#997E00,0
17538,53.5625,3.5,-22.75,#6F80A7,1
17539,53.5625,5.875,91.625,#A47A00,0
17540,53.5625,10.5,88.875,#AA7700,0
17541,53.5625,10.625,-7.0,#8D7A8C,1
17542,53.5625,19.25,-3.875,#9E7487,1
17543,53.5625,31.125,-20.375,#A56DA4,1
17544,53.5625,40.5,-1.375,#BF6384,1
17545,53.5625,53.625,55.625,#DF501E,1
17546,53.625,-44.125,24.625,#299254,1
17547,53.625,-41.5,-17.25,#00939D,0
17548,53.625,-21.75,20.625,#668A5C,1
17549,53.625,-18.875,26.25,#6F8852,1
17550,53.625,-0.625,-58.75,#0086E6,0
17551,53.625,0.75,12.125,#8A7F6B,1
17552,53.625,1.875,-4.125,#807F87,1
17553,53.625,9.375,0.375,#917B80,1
17554,53.625,17.75,-22.25,#8C77A7,1
17555,53.625,21.125,35.75,#B27143,1
17556,53.625,24.5,70.625,#BC6D00,0
17557,53.625,26.5,48.25,#BC6C2B,1
17558,53.625,26.75,-20.125,#9E71A3,1
17559,53.625,28.75,7.25,#B26D75,1
17560,53.625,31.75,-6.25,#B06B8C,1
17561,53.625,34.875,-24.625,#A76BAB,1
17562,53.625,36.875,47.0,#C9632F,1
17563,53.625,39.375,4.875,#C06379,1
17564,53.625,40.0,45.75,#CD6032,1
17565,53.625,44.0,-43.375,#A565CC,1
17566,53.625,47.0,50.875,#D65928,1
17567,53.625,58.875,-33.625,#C552BB,1
17568,53.625,89.5,59.75,#FF001D,0
17569,53.625,89.75,-68.75,#D614F9,1
17570,53.625,93.0,-63.75,#E000F0,0
17571,53.625,97.625,-2.0,#FF0087,0
17572,53.625,99.125,13.25,#FF006F,0
17573,53.6875,-128.0,9.5,#00A56D,0
17574,53.6875,-45.0,-27.625,#0095AF,0
17575,53.6875,-17.375,5.25,#628977,1
17576,53.6875,-14.125,82.375,#878500,0
17577,53.6875,-11.5,-20.375,#4C88A3,1
17578,53.6875,-11.125,-30.5,#3188B4,1
17579,53.6875,-4.75,-47.375,#0087D2,0
17580,53.6875,6.875,16.125,#967B65,1
17581,53.6875,8.0,-1.625,#8D7C83,1
17582,53.6875,14.5,22.0,#A4765B,1
17583,53.6875,18.875,-33.75,#8178BB,1
17584,53.6875,21.75,-14.875,#9A749A,1
17585,53.6875,25.625,30.0,#B76E4E,1
17586,53.6875,30.0,87.125,#C46900,0
17587,53.6875,31.5,16.75,#BA6A65,1
17588,53.6875,49.5,2.875,#CD597D,1
17589,53.6875,50.125,-45.375,#AD5FCF,1
17590,53.6875,53.375,-56.5,#A65EE3,1
17591,53.6875,55.5,38.625,#DF4F41,1
17592,53.6875,65.25,-30.0,#D248B5,1
17593,53.6875,67.125,83.375,#F23900,0
17594,53.6875,87.75,66.875,#FF0007,0
17595,53.6875,89.5,-17.125,#F900A0,0
17596,53.6875,91.375,45.75,#FF0039,0
17597,53.75,-128.0,-8.125,#00A68C,0
17598,53.75,-71.875,-13.5,#009C96,0
17599,53.75,-60.625,46.25,#009726,0
17600,53.75,-46.5,14.125,#009367,0
17601,53.75,-41.625,43.5,#47912F,1
17602,53.75,-24.875,47.5,#6E8A27,1
17603,53.75,-17.0,-45.625,#008DCF,0
17604,53.75,-13.875,24.625,#788655,1
17605,53.75,-11.125,-14.25,#588798,1
17606,53.75,-10.875,74.125,#8B8400,0
17607,53.75,-6.625,-2.625,#718485,1
17608,53.75,-3.5,61.125,#948000,0
17609,53.75,2.0,16.25,#8E7E65,1
17610,53.75,3.5,-67.125,#0086F5,0
17611,53.75,3.625,18.25,#927D61,1
17612,53.75,7.875,20.0,#9A7B5E,1
17613,53.75,12.875,-48.875,#587ED5,1
17614,53.75,28.25,54.75,#BF6B1B,1
17615,53.75,42.625,86.0,#D45D00,0
17616,53.75,55.625,70.625,#E34E00,0
