id,L,a,b,hex_srgb,slice_id
62085,34.1875,59.875,17.875,#A40038,547
62089,34.1875,61.125,58.375,#AA0000,547
62105,34.1875,78.0,24.0,#B90030,547
62109,34.1875,82.75,-83.375,#7C00DA,547
62112,34.1875,88.625,-26.75,#B7007D,547
62205,34.25,-13.375,-40.125,#005A90,548
62400,34.25,54.0,-85.0,#2735DD,548
62452,34.25,119.375,-105.375,#9B00FF,548
62475,34.3125,-53.25,-5.0,#006357,549
62689,34.3125,21.375,-36.0,#51478A,549
62731,34.3125,33.875,36.0,#8A3717,549
62777,34.3125,53.0,-35.125,#852589,549
62831,34.3125,113.5,-106.875,#8E00FF,549
63035,34.375,13.75,7.0,#6A4946,550
63183,34.375,76.0,-35.25,#A4008A,550
63184,34.375,76.625,-83.125,#7100DA,550
63200,34.375,91.25,-65.375,#A100BC,550
63500,34.4375,49.5,33.0,#9C211F,551
63564,34.4375,94.125,-79.375,#9600D4,551
63655,34.5,-8.25,17.625,#4E5435,552
63871,34.5,60.25,27.75,#A70029,552
63876,34.5,61.875,-47.625,#88159E,552
63914,34.5,84.75,12.25,#C00042,552
63931,34.5625,-128.0,-0.125,#006D4F,553
63951,34.5625,-120.125,-4.75,#006D57,553
63991,34.5625,-106.625,-12.75,#006C64,553
64025,34.5625,-99.375,41.125,#006A00,553
64035,34.5625,-97.125,13.25,#006A3A,553
64093,34.5625,-85.125,26.125,#006823,553
64163,34.5625,-69.75,-3.875,#006756,553
64167,34.5625,-69.125,-34.375,#006987,553
64187,34.5625,-65.5,32.125,#006517,553
64195,34.5625,-64.0,19.875,#00652F,553
64221,34.5625,-58.875,32.75,#006416,553
64228,34.5625,-57.125,-33.0,#006785,553
64246,34.5625,-53.5,56.25,#006200,553
64286,34.5625,-44.625,46.75,#006000,553
64295,34.5625,-42.375,57.125,#105F00,553
64303,34.5625,-40.5,-13.75,#006166,553
64351,34.5625,-29.125,34.125,#2F5C15,553
64353,34.5625,-28.375,58.125,#385B00,553
64360,34.5625,-26.875,-29.25,#005E7F,553
64378,34.5625,-22.25,58.75,#445900,553
64382,34.5625,-20.75,2.625,#275A4D,553
64420,34.5625,-11.0,59.25,#555500,553
64427,34.5625,-7.5,45.0,#585300,553
64444,34.5625,-0.625,29.0,#5E5022,553
64449,34.5625,0.875,-63.875,#0058B9,553
64456,34.5625,3.25,43.25,#664E00,553
64483,34.5625,21.75,23.375,#7A432D,553
64484,34.5625,22.0,35.875,#7D4217,553
64486,34.5625,23.75,-48.75,#3F48A0,553
64497,34.5625,29.125,-7.25,#783F5D,553
64500,34.5625,34.625,-91.625,#004AE9,553
64511,34.5625,42.5,6.25,#8E2F49,553
64515,34.5625,42.75,-96.125,#0045F1,553
64518,34.5625,43.625,-5.5,#8B2F5B,553
64524,34.5625,47.0,0.0,#922953,553
64533,34.5625,53.75,-42.25,#812696,553
64535,34.5625,54.25,0.75,#9B1A52,553
64536,34.5625,55.25,-14.5,#961B6A,553
64539,34.5625,56.625,-6.625,#9B155D,553
64541,34.5625,58.75,-104.875,#0038FF,553
64550,34.5625,64.25,-99.75,#002DF7,553
64554,34.5625,65.75,-78.875,#631ED3,553
64557,34.5625,66.625,-64.875,#7C11BB,553
64559,34.5625,70.125,-106.375,#0027FF,553
64564,34.5625,75.0,-3.5,#B10059,553
64585,34.5625,96.25,4.875,#CB004E,553
64587,34.5625,100.5,-87.25,#9700E2,553
64632,34.625,45.0,-19.875,#862F72,554
64643,34.625,65.75,45.375,#AF000B,554
64660,34.625,102.0,-103.375,#7F00FE,554
64661,34.6875,-107.25,17.125,#006B33,555
64682,34.6875,-12.125,-48.875,#005CA0,555
64715,34.6875,32.625,30.125,#893923,555
64721,34.6875,49.875,22.375,#9B2231,555
64733,34.6875,66.0,-3.875,#A7005A,555
64738,34.6875,76.875,9.5,#B70046,555
64745,34.6875,107.875,-31.25,#CE0086,555
64748,34.75,-128.0,15.0,#006D37,556
64810,34.75,-3.0,-51.875,#0058A5,556
64865,34.75,45.875,49.5,#9A2800,556
64871,34.75,58.375,-62.0,#7226B7,556
64879,34.75,76.25,37.75,#BB001C,556
64897,34.8125,-113.0,0.375,#006D4F,557
64901,34.8125,-99.625,-7.875,#006C5D,557
64907,34.8125,-72.875,-12.25,#006964,557
64920,34.8125,-24.75,8.875,#255C43,557
64922,34.8125,-23.75,-43.625,#005F97,557
64927,34.8125,-21.25,13.75,#345A3B,557
64978,34.8125,9.375,46.5,#6F4B00,557
64995,34.8125,16.0,-30.75,#4F4C83,557
65028,34.8125,53.375,12.75,#9E1B40,557
65037,34.8125,69.375,-32.125,#9F0086,557
65051,34.8125,113.625,-52.125,#CA00A8,557
65052,34.875,-122.25,13.125,#006D3A,558
65053,34.875,-106.125,-3.875,#006D56,558
65068,34.875,-45.0,-19.75,#006471,558
65159,34.875,30.25,-16.625,#743F6D,558
65164,34.875,37.875,55.75,#923300,558
65195,34.875,78.25,57.75,#BF0000,558
65208,34.9375,-122.25,4.25,#006E49,559
65213,34.9375,-91.375,26.25,#006A23,559
65233,34.9375,-35.25,19.25,#075F32,559
65326,34.9375,28.375,-55.5,#3C47AC,559
65359,34.9375,70.75,19.375,#B30038,559
65372,34.9375,87.25,30.25,#C70029,559
65384,34.9375,106.25,-44.125,#C6009B,559
65523,35.0,45.5,-35.5,#7C328C,560
65525,35.0,49.125,-99.625,#0041F8,560
65554,35.0625,-87.25,-7.0,#006B5C,561
65555,35.0625,-81.625,37.25,#006908,561
65596,35.0625,-13.625,44.0,#505700,561
65652,35.0625,17.5,-0.625,#6D4854,561
65662,35.0625,22.375,-84.875,#0052DE,561
65678,35.0625,34.25,-42.5,#624097,561
65679,35.0625,36.5,-85.75,#0048E0,561
65702,35.0625,64.125,-107.875,#0033FF,561
65723,35.125,-120.25,18.875,#006E31,562
65730,35.125,-81.75,-10.5,#006B62,562
65736,35.125,-73.375,32.25,#006818,562
65802,35.125,-6.75,54.125,#5C5400,562
65954,35.1875,-50.125,-22.875,#006676,563
66004,35.1875,-16.375,8.25,#3B5A45,563
66148,35.1875,42.625,-12.375,#893267,563
66203,35.25,-75.875,-6.25,#006A5B,564
66241,35.25,-41.75,41.0,#066100,564
66321,35.25,-6.375,25.25,#56552A,564
66391,35.25,10.25,-32.75,#405087,564
66485,35.25,41.0,-90.125,#0046E8,564
66752,35.3125,11.625,0.75,#664C52,565
66764,35.3125,14.25,-68.5,#0054C3,565
66868,35.3125,47.5,-82.375,#133EDB,565
66890,35.3125,59.25,9.75,#A50946,565
67035,35.375,-11.375,-4.25,#39595A,566
67112,35.375,1.375,-32.75,#245587,566
67291,35.375,59.5,-80.75,#522ED8,566
67332,35.375,102.5,-69.375,#B000C6,566
67426,35.4375,-22.125,-34.625,#005F8A,567
67459,35.4375,-12.875,-10.375,#2B5A63,567
67582,35.4375,9.25,-11.875,#594F66,567
67783,35.5,-128.0,38.5,#006F03,568
67787,35.5,-123.5,43.75,#006F00,568
67798,35.5,-114.75,46.75,#006E00,568
67803,35.5,-104.75,31.5,#006D19,568
67808,35.5,-91.125,55.0,#006B00,568
67810,35.5,-88.0,-0.375,#006C52,568
67813,35.5,-83.25,56.5,#006A00,568
67814,35.5,-83.0,16.375,#006B37,568
67816,35.5,-78.875,11.5,#006A3F,568
67818,35.5,-75.75,57.625,#006900,568
67822,35.5,-68.5,58.375,#006800,568
67827,35.5,-61.75,59.0,#006600,568
67828,35.5,-59.75,-40.0,#006A93,568
67838,35.5,-50.75,1.5,#006550,568
67846,35.5,-43.25,24.875,#006329,568
67853,35.5,-37.25,6.625,#006248,568
67858,35.5,-33.875,60.5,#305F00,568
67860,35.5,-31.5,43.5,#305F00,568
67868,35.5,-21.375,50.625,#465B00,568
67879,35.5,-9.875,31.375,#54571F,568
67880,35.5,-9.625,-29.5,#005A82,568
67907,35.5,2.75,-3.25,#565259,568
67943,35.5,20.375,-24.375,#60497B,568
67986,35.5,53.875,-51.75,#7A2CA8,568
67990,35.5,56.5,-23.25,#951E7A,568
67996,35.5,64.625,-93.0,#372BEE,568
68003,35.5,70.375,61.125,#B80000,568
68005,35.5,71.5,-91.875,#541BEC,568
68014,35.5,76.0,-25.0,#AD007D,568
68024,35.5,83.25,3.875,#C00051,568
68025,35.5,83.375,43.625,#C50015,568
68028,35.5,83.875,-56.625,#A200B0,568
68038,35.5,88.875,-35.875,#B7008F,568
68041,35.5,91.0,18.625,#CB003C,568
68048,35.5,95.5,12.375,#CF0045,568
68052,35.5,101.875,-35.0,#C7008E,568
68054,35.5,102.875,-10.5,#D20068,568
68057,35.5,105.625,-22.5,#D1007A,568
68058,35.5,105.875,-81.375,#AA00DB,568
68062,35.5,125.75,-83.5,#C400DF,568
68075,35.5625,-61.5,41.125,#006700,569
68085,35.5625,-37.625,34.5,#186116,569
68108,35.5625,-5.0,60.875,#605400,569
68129,35.5625,4.125,14.25,#62513D,569
68136,35.5625,6.5,-46.0,#00559E,569
68139,35.5625,8.25,20.875,#6A4E33,569
68140,35.5625,9.125,-71.75,#0058C9,569
68148,35.5625,13.625,-44.625,#2E519C,569
68165,35.5625,24.625,0.25,#784454,569
68175,35.5625,34.875,16.625,#8B3A3B,569
68185,35.5625,41.0,-61.75,#513FB8,569
68208,35.5625,60.5,34.0,#AC0021,569
68221,35.5625,71.125,-52.625,#9400AA,569
68222,35.5625,72.875,-18.625,#AC0073,569
68232,35.5625,84.5,50.5,#C70008,569
68233,35.5625,85.625,-102.625,#5C00FF,569
68238,35.5625,92.25,-72.125,#9F00CB,569
68253,35.5625,116.5,-80.25,#BB00D9,569
68254,35.5625,120.25,-73.0,#C600CD,569
68312,35.625,-37.375,28.25,#116123,570
68379,35.625,2.875,-20.125,#445474,570
68385,35.625,7.5,-19.5,#4F5173,570
68411,35.625,24.125,8.0,#7B4448,570
68414,35.625,26.0,30.5,#844124,570
68420,35.625,28.625,-67.5,#004BC2,570
68440,35.625,47.75,-53.0,#6E35AA,570
68446,35.625,58.625,-89.0,#3033E8,570
68457,35.625,69.75,34.875,#B60021,570
68473,35.625,106.5,-58.5,#C000B4,570
68553,35.6875,-44.25,5.625,#00644A,571
68575,35.6875,-24.0,44.0,#405D00,571
68577,35.6875,-23.25,30.5,#3D5D20,571
68607,35.6875,5.5,27.5,#695027,571
68623,35.6875,15.0,49.125,#794900,571
68631,35.6875,24.75,41.875,#84420C,571
68637,35.6875,30.5,61.125,#8C3D00,571
68640,35.6875,36.125,-14.375,#803B6C,571
68641,35.6875,39.625,38.875,#953316,571
68645,35.6875,45.125,11.625,#962E44,571
68654,35.6875,51.125,-68.375,#5B36C4,571
68659,35.6875,53.625,39.375,#A51B17,571
68675,35.6875,80.25,-7.125,#BA0062,571
68680,35.6875,92.0,-11.625,#C60069,571
68745,35.75,-67.125,7.25,#006947,572
68813,35.75,-27.625,51.25,#3B5E00,572
68897,35.75,35.625,-28.5,#753E82,572
68929,35.75,62.375,1.75,#A80054,572
68934,35.75,70.625,-10.25,#AE0066,572
68935,35.75,74.375,50.25,#BD0005,572
68938,35.75,78.375,-43.125,#A6009B,572
68943,35.75,95.25,-43.75,#BB009C,572
68946,35.75,116.625,-60.75,#CB00B9,572
69060,35.8125,55.0,60.875,#A81600,573
69073,35.8125,75.25,-77.0,#7D00D4,573
69087,35.8125,108.0,-65.375,#BD00C0,573
69090,35.875,-86.0,9.0,#006D44,574
69115,35.875,-29.625,-56.0,#0065AF,574
69123,35.875,-23.0,-59.625,#0064B5,574
69161,35.875,14.0,41.875,#774B0A,574
69173,35.875,28.375,-29.25,#6A4584,574
69175,35.875,29.5,24.75,#873F2E,574
69180,35.875,32.625,50.625,#8F3B00,574
69208,35.875,58.625,-36.875,#901F91,574
69211,35.875,65.0,15.125,#AF0040,574
69220,35.875,95.875,-2.5,#CD005C,574
69228,35.9375,-117.125,33.0,#006F16,575
69229,35.9375,-92.75,44.5,#006D00,575
69237,35.9375,-67.625,-23.875,#006C7A,575
69366,35.9375,46.375,61.125,#9F2A00,575
69388,35.9375,75.125,-57.25,#9600B3,575
69390,35.9375,78.5,-93.75,#6300F1,575
69396,35.9375,85.75,-90.875,#7A00EC,575
69403,35.9375,94.75,-17.0,#C80072,575
69408,36.0,-80.25,2.25,#006C4F,576
69502,36.0,18.125,61.75,#7F4800,576
69592,36.0625,-36.0,-4.75,#00635C,577
69644,36.0625,-7.625,8.5,#4E5847,577
69777,36.0625,82.5,-28.25,#B50084,577
69789,36.125,-76.25,41.625,#006B00,578
69895,36.125,12.0,62.0,#784C00,578
69934,36.125,38.0,-76.125,#0047D2,578
69939,36.125,44.875,-26.0,#86347F,578
69975,36.125,88.75,37.875,#CD0020,578
69981,36.125,113.625,-74.5,#BE00D1,578
69982,36.125,122.5,-94.125,#B600F3,578
69983,36.1875,-89.5,36.625,#006D0E,579
69988,36.1875,-76.5,18.875,#006C34,579
69995,36.1875,-54.875,41.25,#006700,579
70009,36.1875,-40.0,-28.25,#006682,579
70018,36.1875,-33.375,11.75,#036241,579
70065,36.1875,-5.625,-44.375,#005C9D,579
70072,36.1875,-1.875,50.5,#655400,579
70188,36.1875,93.5,-50.5,#B600A8,579
70195,36.1875,111.5,-36.125,#D50092,579
70200,36.25,-98.625,52.375,#006E00,580
70288,36.25,-11.375,-17.0,#235C70,580
70324,36.25,-1.75,40.0,#63550D,580
70396,36.25,30.625,9.125,#854048,580
70462,36.25,114.375,-100.5,#A100FE,580
70535,36.3125,-24.625,-50.125,#0064A6,581
70548,36.3125,-18.5,-53.5,#0063AC,581
70749,36.3125,40.375,62.125,#9A3300,581
70785,36.3125,63.25,51.875,#B30000,581
70788,36.3125,63.75,-25.75,#A00880,581
70789,36.3125,65.125,8.5,#AF004B,581
70799,36.3125,76.625,44.375,#C10014,581
70806,36.3125,92.625,25.5,#D00034,581
70829,36.375,-55.5,-16.5,#006A6F,582
70869,36.375,-32.0,-9.625,#006364,582
70946,36.375,-7.75,-23.625,#1F5B7B,582
71127,36.4375,-112.75,38.0,#007008,583
71137,36.4375,-63.125,-6.5,#006B5F,583
71138,36.4375,-62.625,-29.0,#006C83,583
71160,36.4375,-41.875,-7.0,#006660,583
71168,36.4375,-39.125,-35.375,#00678E,583
71195,36.4375,-23.5,-12.375,#006069,583
71323,36.4375,4.0,62.375,#6F5200,583
71510,36.5,-69.625,43.375,#006B00,584
71841,36.5,46.5,-41.375,#7C3699,584
71948,36.5625,-102.75,-18.0,#007271,585
71951,36.5625,-101.25,7.625,#007048,585
71962,36.5625,-96.75,-21.25,#007177,585
71973,36.5625,-90.875,-24.375,#00717C,585
71981,36.5625,-85.5,-27.375,#007081,585
71989,36.5625,-70.0,25.125,#006B2A,585
71996,36.5625,-58.625,-22.625,#006B79,585
72006,36.5625,-46.375,-48.625,#006BA4,585
72010,36.5625,-43.0,-42.375,#00699A,585
72012,36.5625,-39.5,-52.375,#006AAA,585
72020,36.5625,-26.5,-3.5,#00615B,585
72021,36.5625,-24.625,19.0,#346036,585
72024,36.5625,-18.0,62.625,#505C00,585
72044,36.5625,-2.875,-1.875,#4F5859,585
72089,36.5625,17.375,-75.75,#0056D3,585
72133,36.5625,38.5,-35.5,#763E90,585
72136,36.5625,40.0,-68.5,#3F44C7,585
72175,36.5625,70.375,-100.25,#3128FE,585
72188,36.5625,81.25,-76.125,#8C00D4,585
72209,36.625,-99.5,18.375,#007036,586
72219,36.625,-50.5,17.25,#006739,586
72247,36.625,-11.375,50.25,#585A00,586
72309,36.625,25.25,-20.875,#6E4878,586
72339,36.625,50.875,-10.75,#982A69,586
72372,36.625,86.25,-9.0,#C30067,586
72385,36.625,101.875,-17.5,#D20075,586
72407,36.6875,-55.375,47.25,#006800,587
72430,36.6875,-16.625,38.75,#4E5C10,587
72441,36.6875,-8.875,-60.0,#0061B8,587
72504,36.6875,38.625,11.125,#913946,587
72510,36.6875,46.75,-60.0,#653BB9,587
72539,36.6875,68.125,-71.875,#7B1ACD,587
72553,36.6875,89.25,-60.125,#AA00BA,587
72555,36.6875,94.75,-102.375,#7800FF,587
72556,36.6875,94.875,-24.375,#C80080,587
72560,36.6875,106.875,-75.125,#B500D3,587
72562,36.6875,110.375,-88.75,#AC00EB,587
72617,36.75,-53.625,61.875,#006800,588
72624,36.75,-45.0,62.25,#0E6600,588
72675,36.75,-8.5,1.25,#485A54,588
72749,36.75,50.875,-18.375,#942C75,588
72760,36.75,62.375,-9.5,#A70967,588
72768,36.75,68.5,-59.25,#8C0FB8,588
72782,36.75,89.375,3.0,#CA0056,588
72901,36.8125,-2.625,20.25,#5E5736,589
72903,36.8125,-2.25,-70.375,#0060CA,589
72910,36.8125,2.5,7.25,#5F554B,589
72920,36.8125,7.625,39.75,#715111,589
72931,36.8125,15.0,29.75,#794C27,589
72965,36.8125,42.625,32.5,#9B3324,589
72966,36.8125,42.875,-49.0,#6E3DA7,589
72991,36.8125,70.875,-85.875,#671DE6,589
72996,36.8125,79.375,-17.25,#B80074,589
73152,36.875,21.5,-15.375,#6E4B70,590
73218,36.875,82.125,20.375,#C6003B,590
73241,36.9375,-95.125,34.625,#007016,591
73299,36.9375,-16.75,26.75,#4A5D2A,591
73371,36.9375,30.875,-1.125,#83425A,591
73397,36.9375,50.0,-88.75,#0041EB,591
73410,36.9375,64.5,23.125,#B30036,591
73422,36.9375,86.375,-49.5,#B000A9,591
73423,36.9375,88.5,-76.75,#9800D7,591
73430,36.9375,101.125,-62.75,#B900BF,591
73432,36.9375,102.375,-27.375,#D00085,591
73434,37.0,-116.625,12.875,#007340,592
73447,37.0,-82.0,-20.625,#007177,592
73575,37.0,47.75,43.75,#A32B10,592
73684,37.0625,-3.75,34.0,#61581D,593
73705,37.0625,6.25,52.25,#725200,593
73734,37.0625,16.75,20.875,#7A4C36,593
73792,37.0625,63.375,63.25,#B60000,593
73806,37.0625,83.875,-40.625,#B3009A,593
73815,37.0625,99.875,-78.625,#A800DA,593
73968,37.125,34.75,-55.0,#5547B1,594
74000,37.125,67.625,-46.625,#9809A4,594
74011,37.125,82.25,27.5,#C80031,594
74017,37.125,96.5,-67.125,#AF00C7,594
74034,37.1875,-75.0,-20.625,#007077,595
74063,37.1875,-38.5,46.125,#236500,595
74072,37.1875,-32.5,-21.625,#00667A,595
74161,37.1875,2.375,-53.0,#005CAE,595
74163,37.1875,4.625,-58.625,#005BB7,595
74200,37.1875,18.125,10.375,#784C48,595
74209,37.1875,23.25,-58.125,#2750B7,595
74276,37.1875,80.5,33.625,#C70028,595
74289,37.1875,113.25,-94.25,#AB00F6,595
74310,37.25,-57.125,13.625,#006B40,596
74347,37.25,-29.5,28.5,#316327,596
74348,37.25,-28.375,63.5,#406200,596
74484,37.25,18.25,-54.5,#1F53B1,596
74498,37.25,23.875,52.875,#894600,596
74526,37.25,40.125,49.25,#9B3600,596
74532,37.25,45.75,18.25,#9D303D,596
74545,37.25,60.5,44.125,#B20812,596
74557,37.25,72.25,6.625,#B90050,596
74586,37.3125,-115.375,21.625,#007431,597
74836,37.3125,53.875,-29.375,#932B88,597
74837,37.3125,54.375,27.625,#A9202F,597
74839,37.3125,56.0,53.875,#AE1A00,597
74856,37.3125,72.375,13.0,#BB0047,597
74872,37.3125,93.125,-31.125,#C4008C,597
74878,37.3125,101.875,-51.0,#C400AD,597
74883,37.3125,120.5,-87.5,#BF00EB,597
74914,37.375,-53.125,-29.5,#006D87,598
74920,37.375,-49.625,31.75,#006920,598
75151,37.375,23.375,17.5,#82483D,598
75201,37.375,55.875,-75.75,#5C36D6,598
75204,37.375,60.25,-67.625,#752CC8,598
75245,37.4375,-96.25,3.375,#007251,599
75478,37.4375,12.5,-58.625,#0058B8,599
75559,37.5,-15.0,-66.125,#0066C5,600
75561,37.5,-4.375,-64.125,#0061C1,600
75601,37.5,25.5,-79.5,#0054DC,600
75605,37.5,28.125,-85.0,#0054E6,600
75610,37.5,31.0,-76.25,#004FD6,600
75628,37.5,40.625,-0.75,#92395B,600
75674,37.5,77.125,64.5,#C60000,600
75825,37.6875,15.375,-21.875,#60527C,603
75913,37.75,8.875,-79.875,#005EDD,604
76200,37.9375,-8.625,-53.625,#0063B1,607
76405,38.0,69.125,54.75,#BF0000,608
76451,38.0625,3.75,-68.875,#0060CB,609
76514,38.0625,45.25,-71.0,#4D43CF,609
76562,38.0625,69.375,40.5,#BE001D,609
76838,38.1875,74.125,27.875,#C20032,611
76877,38.1875,113.375,-67.375,#CA00CB,611
76902,38.25,15.25,-6.625,#6E5265,612
77017,38.25,89.375,9.125,#D00050,612
77024,38.25,105.5,-92.25,#A400F6,612
77037,38.3125,6.875,-39.125,#2F5A9A,613
77135,38.3125,64.625,-33.25,#A21591,613
77219,38.375,23.375,-32.0,#644F8E,614
77317,38.4375,-1.25,-58.375,#0061BA,615
77381,38.4375,52.0,65.375,#AE2700,615
77497,38.5,71.5,-36.375,#A90097,616
77524,38.5625,-128.0,5.75,#00794F,617
77530,38.5625,-128.0,21.25,#007834,617
77533,38.5625,-128.0,27.875,#007828,617
77543,38.5625,-126.75,49.125,#007800,617
77550,38.5625,-122.5,32.125,#00771F,617
77555,38.5625,-122.375,25.5,#00782D,617
77581,38.5625,-116.625,5.375,#007850,617
77592,38.5625,-115.625,-12.25,#00786D,617
77608,38.5625,-111.25,9.375,#007749,617
77631,38.5625,-106.25,52.0,#007600,617
77633,38.5625,-106.125,2.375,#007755,617
77640,38.5625,-105.875,44.25,#007600,617
77665,38.5625,-100.75,-2.25,#00765D,617
77698,38.5625,-95.0,-6.25,#007663,617
77724,38.5625,-91.125,20.25,#007437,617
77806,38.5625,-79.875,47.25,#007200,617
77833,38.5625,-76.875,27.25,#00722A,617
77855,38.5625,-75.125,-34.5,#007592,617
77863,38.5625,-74.25,-0.875,#00725B,617
77874,38.5625,-72.875,9.75,#007249,617
77884,38.5625,-72.5,48.25,#007100,617
77892,38.5625,-71.75,-27.875,#007487,617
77937,38.5625,-68.125,-11.25,#00726C,617
77967,38.5625,-65.125,-40.0,#00739B,617
78013,38.5625,-61.75,0.625,#007058,617
78036,38.5625,-59.75,21.75,#006F35,617
78123,38.5625,-53.5,25.625,#006D2E,617
78225,38.5625,-47.5,55.125,#006B00,617
78234,38.5625,-47.25,41.625,#006B08,617
78273,38.5625,-44.875,-12.25,#006C6E,617
78322,38.5625,-42.25,52.125,#1D6A00,617
78359,38.5625,-40.75,15.75,#006A40,617
78368,38.5625,-40.125,-0.5,#006A5B,617
78585,38.5625,-30.625,-43.25,#006BA1,617
78612,38.5625,-29.625,-37.125,#006A97,617
78679,38.5625,-27.125,-17.75,#006777,617
78855,38.5625,-21.125,-21.5,#00667D,617
78947,38.5625,-18.5,-43.75,#0067A2,617
78984,38.5625,-17.375,-16.125,#0C6474,617
79010,38.5625,-16.75,-25.875,#006484,617
79056,38.5625,-15.5,55.375,#586000,617
79339,38.5625,-8.375,-7.875,#435F67,617
79547,38.5625,-4.0,-10.5,#495D6C,617
79612,38.5625,-2.875,9.25,#5C5C4C,617
79756,38.5625,-0.125,-41.5,#005F9E,617
79769,38.5625,0.125,-9.0,#535B69,617
79961,38.5625,3.625,-13.625,#555A71,617
80072,38.5625,5.875,0.375,#65585A,617
80150,38.5625,7.625,-64.25,#005EC5,617
80180,38.5625,8.25,-6.375,#645765,617
80190,38.5625,8.5,-26.625,#4F5886,617
80202,38.5625,8.75,-52.875,#005CB1,617
80205,38.5625,8.75,15.375,#715542,617
80410,38.5625,15.125,-37.5,#4C5698,617
80565,38.5625,22.5,-73.0,#0057D4,617
80636,38.5625,27.375,-90.875,#0058F3,617
80645,38.5625,28.0,-44.375,#5D4EA3,617
80724,38.5625,37.375,-19.5,#86427B,617
80755,38.5625,46.375,-77.125,#3F45DB,617
80767,38.5625,54.25,-103.5,#0045FF,617
80768,38.5625,55.25,18.625,#AC2340,617
80771,38.5625,56.5,-45.875,#8D2EA6,617
80772,38.5625,57.0,-55.875,#8331B7,617
80775,38.5625,61.875,-42.375,#9823A1,617
80778,38.5625,64.875,-87.0,#5A30ED,617
80796,38.5625,89.25,-3.75,#CE0064,617
80800,38.5625,96.5,-8.375,#D5006C,617
80801,38.5625,96.625,-84.5,#A000E9,617
80802,38.5625,98.125,-91.375,#9900F5,617
80804,38.5625,101.0,-42.5,#CC00A2,617
80807,38.5625,108.125,-98.5,#A000FF,617
80808,38.5625,109.25,-50.125,#D200AF,617
80811,38.5625,114.5,-44.75,#DC00A6,617
80812,38.5625,120.0,-65.375,#D600C9,617
80815,38.625,-83.25,22.125,#007334,618
80819,38.625,-65.625,49.25,#006F00,618
80820,38.625,-64.0,-17.375,#007176,618
80822,38.625,-51.125,-12.125,#006E6D,618
80828,38.625,-35.125,53.125,#336800,618
80860,38.625,-1.25,2.625,#5B5B57,618
80867,38.625,2.125,-27.75,#3D5C88,618
80883,38.625,25.5,66.25,#904800,618
80891,38.625,36.25,66.125,#9C3E00,618
80907,38.6875,-95.25,-14.5,#007771,619
80908,38.6875,-89.5,-17.75,#007676,619
80911,38.6875,-63.625,15.5,#007040,619
80920,38.6875,-25.125,2.625,#236656,619
80964,38.6875,35.75,42.375,#9A3F14,619
80984,38.6875,83.375,58.0,#D10000,619
80995,38.75,-33.25,-49.5,#006DAC,620
81040,38.75,42.375,54.75,#A33700,620
81077,38.8125,-52.125,8.375,#006E4C,621
81149,38.8125,64.75,36.75,#BB0024,621
81173,38.875,-87.75,46.125,#007400,622
81174,38.875,-82.75,32.75,#00741F,622
81176,38.875,-68.75,2.25,#007256,622
81180,38.875,-47.375,-26.75,#006F86,622
81182,38.875,-36.25,-17.25,#006B77,622
81184,38.875,-29.0,7.5,#1E674F,622
81198,38.875,0.0,-15.75,#4C5D75,622
81251,38.875,50.375,51.25,#AC2C00,622
81285,38.875,101.0,-99.25,#9300FF,622
81290,38.9375,-106.25,21.25,#007736,623
81293,38.9375,-78.125,-28.875,#007689,623
81296,38.9375,-46.25,12.25,#006D46,623
81414,39.0,-68.25,35.125,#00711B,624
81416,39.0,-53.125,-38.375,#00729A,624
81420,39.0,-24.375,39.0,#466515,624
81423,39.0,-16.75,2.0,#3C6358,624
81428,39.0,-12.0,16.875,#526140,624
81481,39.0,30.0,-51.375,#564FB0,624
81541,39.0,61.75,-15.75,#AA1B77,624
81548,39.0,63.875,30.375,#BA022F,624
81571,39.0,87.625,-66.75,#A800CB,624
81591,39.0625,-61.75,36.25,#007019,625
81593,39.0625,-55.5,2.5,#007057,625
81611,39.0625,-0.375,-75.625,#0065DA,625
81730,39.0625,75.75,-50.75,#A600B0,625
81767,39.125,-101.125,37.625,#007713,626
81782,39.125,-6.0,-37.25,#006299,626
81788,39.125,-1.5,-21.75,#405F7F,626
81807,39.125,18.875,-68.0,#005ACD,626
81845,39.125,36.625,21.125,#98403C,626
81905,39.125,57.625,5.375,#AD2256,626
81915,39.125,62.625,-51.375,#9226B1,626
81952,39.125,92.25,-93.75,#8C00FB,626
81969,39.1875,-108.75,-16.0,#007A75,627
81977,39.1875,-69.5,19.75,#00723A,627
81983,39.1875,-17.5,-33.625,#006793,627
82016,39.1875,19.0,42.5,#874F12,627
82044,39.1875,30.625,55.25,#964500,627
82150,39.1875,78.375,-63.875,#9E00C7,627
82183,39.25,-122.125,-8.0,#007B68,628
82191,39.25,-34.75,40.125,#306911,628
82194,39.25,-21.125,-3.625,#276662,628
82238,39.25,24.125,-4.5,#7F4E64,628
82376,39.25,91.25,-81.625,#9D00E6,628
82403,39.3125,-19.625,33.625,#4E6422,629
82437,39.3125,14.25,54.75,#835200,629
82528,39.3125,50.5,4.375,#A53058,629
82624,39.375,-122.625,39.25,#007A0D,630
82631,39.375,-38.125,-11.0,#006D6E,630
82720,39.375,39.25,-40.75,#7945A0,630
82766,39.375,60.625,-100.0,#003EFF,630
82783,39.375,70.0,48.25,#C40011,630
