id,L,a,b,hex_srgb,slice_id
171786,55.6875,-83.875,33.0,#00A247,891
171790,55.6875,-81.5,-32.0,#00A5BB,891
171800,55.6875,-76.0,31.125,#00A14B,891
171865,55.6875,-44.125,-11.0,#009997,891
171948,55.6875,-18.0,-40.375,#0092CB,891
171967,55.6875,-12.125,-39.875,#008FCA,891
171983,55.6875,-6.875,-1.75,#778988,891
171993,55.6875,-3.0,-1.875,#7E8789,891
172008,55.6875,3.375,-72.125,#008CFF,891
172022,55.6875,17.375,87.25,#BA7800,891
172024,55.6875,18.125,48.875,#B7782D,891
172027,55.6875,22.5,26.625,#B77558,891
172029,55.6875,23.5,1.875,#AD7683,891
172030,55.6875,25.375,13.875,#B6746F,891
172044,55.6875,39.875,0.5,#C56986,891
172054,55.6875,50.5,63.0,#E35A0C,891
172055,55.6875,51.875,51.125,#E3582D,891
172057,55.6875,53.875,4.25,#DA5980,891
172060,55.6875,55.625,68.5,#EA5300,891
172070,55.6875,68.25,34.0,#F5404F,891
172072,55.6875,76.875,37.625,#FF2A4A,891
172079,55.75,-128.0,11.25,#00AB6F,892
172083,55.75,-97.5,2.375,#00A77F,892
172121,55.75,-50.125,-5.375,#009B8E,892
172122,55.75,-49.0,7.125,#009A78,892
172161,55.75,-31.375,-7.0,#1F9591,892
172169,55.75,-26.75,12.5,#58926F,892
172180,55.75,-21.625,38.75,#768E3F,892
172185,55.75,-18.0,5.5,#668E7C,892
172187,55.75,-17.625,-47.75,#0093D8,892
172192,55.75,-17.0,23.75,#778D5C,892
172210,55.75,-11.125,37.75,#888A42,892
172211,55.75,-10.625,62.875,#908900,892
172244,55.75,-1.25,-5.5,#7E878F,892
172264,55.75,1.75,-3.875,#86858C,892
172276,55.75,3.75,88.0,#A88100,892
172277,55.75,4.25,35.0,#9F8148,892
172290,55.75,9.5,0.375,#968085,892
172296,55.75,11.0,-20.75,#8781AA,892
172298,55.75,12.25,-18.75,#8B80A6,892
172312,55.75,21.875,66.625,#BF7500,892
172317,55.75,26.75,-56.5,#747BE8,892
172320,55.75,28.625,-54.375,#7D79E5,892
172322,55.75,30.125,-8.75,#B17295,892
172324,55.75,32.375,-5.875,#B77091,892
172336,55.75,44.5,-32.75,#B668BF,892
172337,55.75,47.125,-50.375,#A869DE,892
172358,55.75,66.375,79.5,#F84200,892
172360,55.75,68.375,72.625,#FA3E00,892
172368,55.75,87.125,-51.875,#E821E2,892
172395,55.8125,-59.875,47.625,#009C29,893
172422,55.8125,-49.25,57.875,#3F9901,893
172434,55.8125,-43.625,-18.5,#009AA5,893
172446,55.8125,-38.25,8.75,#2B9675,893
172476,55.8125,-25.25,38.0,#6F9041,893
172477,55.8125,-25.25,43.875,#729034,893
172516,55.8125,-13.875,20.0,#7A8C63,893
172518,55.8125,-13.625,-4.0,#668D8C,893
172540,55.8125,-7.25,-66.125,#0090F9,893
172554,55.8125,-3.375,-7.625,#788893,893
172557,55.8125,-2.875,7.75,#868778,893
172584,55.8125,1.375,-11.75,#7D869A,893
172586,55.8125,1.75,-62.75,#008BF3,893
172592,55.8125,3.375,48.125,#A2822E,893
172594,55.8125,3.625,17.375,#978368,893
172598,55.8125,4.875,-12.75,#83849C,893
172625,55.8125,8.75,-26.0,#7C83B3,893
172634,55.8125,11.25,-49.5,#5784DC,893
172641,55.8125,14.125,-8.625,#987E95,893
172687,55.8125,31.25,-0.25,#B87187,893
172700,55.8125,37.25,20.25,#CA6A65,893
172727,55.8125,54.375,20.0,#E05766,893
172730,55.8125,55.125,39.875,#E65544,893
172733,55.8125,58.125,17.25,#E4536B,893
172738,55.8125,63.5,-56.25,#BF57E9,893
172742,55.8125,65.625,-69.25,#B358FF,893
172751,55.8125,71.875,94.625,#FF3500,893
172762,55.8125,91.625,-47.625,#F200DA,893
172766,55.875,-100.375,13.0,#00A76D,894
172770,55.875,-74.75,-16.625,#00A3A1,894
172792,55.875,-53.125,-26.25,#009EB2,894
172797,55.875,-49.375,-39.0,#009EC9,894
172804,55.875,-46.625,-23.375,#009BAD,894
172822,55.875,-34.75,-9.875,#009696,894
172829,55.875,-31.625,15.875,#4F9469,894
172838,55.875,-29.125,24.125,#5E925B,894
172849,55.875,-24.625,-8.125,#3F9293,894
172864,55.875,-19.375,18.875,#6F8E64,894
172880,55.875,-15.125,4.375,#6C8D7E,894
172915,55.875,-6.75,71.625,#978700,894
172925,55.875,-4.5,16.5,#898769,894
172948,55.875,-1.0,17.5,#908568,894
172982,55.875,5.75,-10.75,#878398,894
173014,55.875,13.75,42.5,#B07B3B,894
173017,55.875,14.875,-74.75,#0086FF,894
173038,55.875,20.375,16.25,#B0786B,894
173092,55.875,36.625,3.25,#C26C82,894
173131,55.875,56.5,-31.25,#CA5BBD,894
173152,55.875,68.0,55.125,#F84028,894
173179,55.875,107.0,-38.875,#FF00CC,894
173181,55.9375,-105.5,18.0,#00A864,895
173186,55.9375,-54.875,-43.625,#00A0D1,895
173189,55.9375,-51.375,2.0,#009B81,895
173193,55.9375,-45.25,-41.625,#009DCD,895
173198,55.9375,-41.5,12.25,#229870,895
173200,55.9375,-40.875,26.125,#3F9757,895
173215,55.9375,-32.25,-48.75,#0099DA,895
173222,55.9375,-28.375,8.25,#4F9377,895
173233,55.9375,-23.5,-61.75,#0097F2,895
173237,55.9375,-21.875,-32.875,#0093BE,895
173274,55.9375,-10.25,70.625,#928900,895
173278,55.9375,-9.625,-32.5,#398EBE,895
173284,55.9375,-8.25,49.875,#918828,895
173305,55.9375,-2.0,1.0,#838784,895
173309,55.9375,-1.5,5.5,#88867D,895
173329,55.9375,1.125,55.125,#A0831B,895
173343,55.9375,4.625,-8.0,#888494,895
173458,55.9375,24.375,31.25,#BC7451,895
173466,55.9375,26.5,53.0,#C37226,895
173531,55.9375,46.0,-41.75,#B069CF,895
173548,55.9375,55.0,81.5,#EB5400,895
173571,55.9375,73.25,58.375,#FF3422,895
173573,55.9375,77.0,-35.5,#E53AC5,895
173602,56.0,-107.5,0.125,#00A984,896
173604,56.0,-65.125,26.75,#009F55,896
173615,56.0,-50.125,-21.0,#009DA9,896
173620,56.0,-48.5,14.125,#009A6C,896
173627,56.0,-41.625,-52.375,#009DE1,896
173631,56.0,-41.0,-44.125,#009CD2,896
173643,56.0,-29.25,37.5,#679242,896
173646,56.0,-27.875,-50.875,#0098DE,896
173652,56.0,-24.875,-2.375,#4A928A,896
173653,56.0,-24.375,30.125,#6D9050,896
173657,56.0,-22.75,-11.375,#3F9299,896
173659,56.0,-21.625,47.625,#7A8F2D,896
173661,56.0,-21.375,-15.0,#3B929F,896
173680,56.0,-14.625,42.125,#848C39,896
173694,56.0,-10.0,-17.125,#5D8DA3,896
173703,56.0,-8.875,-38.5,#228EC9,896
173718,56.0,-7.75,56.25,#938816,896
173761,56.0,0.625,-14.25,#7A879F,896
173765,56.0,1.25,-0.5,#888687,896
173770,56.0,1.75,18.125,#958467,896
173782,56.0,3.625,-42.25,#5188CF,896
173784,56.0,3.75,-18.5,#7B86A6,896
173789,56.0,4.875,20.75,#9B8263,896
173799,56.0,6.625,-71.625,#008BFF,896
173805,56.0,7.625,-48.5,#4E87DB,896
173825,56.0,10.375,40.375,#AB7E3F,896
173834,56.0,11.75,58.125,#B07D13,896
173838,56.0,12.125,-30.875,#7D82BC,896
173872,56.0,18.375,-54.875,#6181E6,896
173886,56.0,20.0,-52.0,#6C7FE1,896
173887,56.0,20.0,35.25,#B77849,896
173906,56.0,25.0,-59.0,#6A7DEE,896
173920,56.0,27.5,-46.125,#8879D7,896
173921,56.0,27.5,18.25,#BC7368,896
173931,56.0,29.25,-22.125,#A775AD,896
173932,56.0,29.25,6.625,#B9727C,896
173943,56.0,31.0,47.625,#C96F32,896
173952,56.0,32.875,-26.625,#A973B5,896
173963,56.0,36.125,-49.25,#9673DC,896
173987,56.0,42.625,-36.125,#B06BC6,896
173994,56.0,45.75,-13.25,#C7659E,896
173999,56.0,47.5,44.625,#DE5F3A,896
174005,56.0,51.125,42.125,#E25B40,896
174045,56.0,65.875,18.875,#EF4769,896
174049,56.0,67.875,-6.75,#E94794,896
174074,56.0,84.5,42.5,#FF0043,896
174075,56.0,86.125,26.875,#FF005D,896
174085,56.0,97.5,-49.125,#F900DE,896
174089,56.0625,-121.5,15.375,#00AB68,897
174090,56.0625,-88.625,39.25,#00A43B,897
174093,56.0625,-52.75,-35.75,#009FC3,897
174095,56.0625,-49.875,22.75,#009A5D,897
174099,56.0625,-46.375,-32.25,#009DBD,897
174102,56.0625,-44.25,66.625,#529700,897
174112,56.0625,-36.25,19.375,#469663,897
174139,56.0625,-19.625,-66.5,#0097FA,897
174153,56.0625,-15.25,-15.75,#508FA1,897
174166,56.0625,-12.25,-6.25,#678D91,897
174190,56.0625,-8.875,-10.25,#6A8C98,897
174227,56.0625,-0.875,-0.5,#848787,897
174234,56.0625,-0.125,83.5,#A38400,897
174238,56.0625,0.5,15.5,#92856C,897
174239,56.0625,0.5,48.5,#9E842D,897
174288,56.0625,7.25,39.5,#A68041,897
174347,56.0625,16.125,-57.375,#5283EB,897
174353,56.0625,17.625,-65.125,#3A83F9,897
174355,56.0625,17.875,37.375,#B57946,897
174369,56.0625,20.5,-30.625,#8F7CBC,897
174386,56.0625,23.625,10.625,#B37775,897
174404,56.0625,27.125,-14.875,#A976A1,897
174432,56.0625,35.75,-32.875,#A871C0,897
174443,56.0625,38.125,37.875,#D06946,897
174449,56.0625,40.625,-66.625,#8372FC,897
174452,56.0625,41.25,10.625,#CC6776,897
174478,56.0625,47.875,11.875,#D66074,897
174485,56.0625,51.375,96.0,#E75900,897
174496,56.0625,57.125,48.875,#EB5334,897
174514,56.0625,65.375,9.375,#EC4979,897
174536,56.0625,76.75,-18.375,#EF37A8,897
174554,56.0625,102.125,-44.125,#FF00D5,897
174558,56.125,-70.75,-20.0,#00A3A8,898
174565,56.125,-57.5,0.75,#009E84,898
174566,56.125,-54.625,5.5,#009D7B,898
174575,56.125,-45.875,3.625,#009A7F,898
174576,56.125,-43.0,22.5,#32985E,898
174581,56.125,-40.125,-7.875,#009993,898
174590,56.125,-29.375,43.5,#6A9236,898
174592,56.125,-28.25,29.5,#659251,898
174593,56.125,-27.5,75.875,#779100,898
174595,56.125,-26.375,-5.75,#3E9390,898
174609,56.125,-15.625,-24.625,#3990B1,898
174610,56.125,-15.625,-2.375,#648F8A,898
174637,56.125,-7.875,35.875,#8E8947,898
174647,56.125,-5.875,44.125,#948836,898
174655,56.125,-3.875,23.5,#8F875E,898
174660,56.125,-3.375,40.375,#96863E,898
174670,56.125,-1.625,10.875,#8B8774,898
174674,56.125,-0.875,7.75,#8B8679,898
174676,56.125,-0.375,-10.5,#7C8799,898
174679,56.125,0.25,-30.375,#6289BB,898
174680,56.125,0.5,29.375,#998553,898
174690,56.125,1.5,35.875,#9C8447,898
174707,56.125,4.25,-2.75,#8C848B,898
174715,56.125,6.125,-40.625,#5E87CD,898
174753,56.125,12.5,-5.0,#997F8F,898
174773,56.125,16.375,52.625,#B67A25,898
174782,56.125,17.625,24.25,#B07A5D,898
174785,56.125,18.125,-36.75,#827FC6,898
174802,56.125,21.875,7.5,#AF787A,898
174813,56.125,24.125,-3.25,#AD778D,898
174823,56.125,26.25,-0.5,#B27688,898
174838,56.125,31.0,58.875,#CB6F16,898
174840,56.125,31.875,4.125,#BC7181,898
174843,56.125,32.5,-43.125,#9775D2,898
174855,56.125,34.875,9.75,#C36E77,898
174868,56.125,38.5,52.25,#D4682A,898
174896,56.125,49.125,-71.375,#8E6CFF,898
174897,56.125,49.125,23.5,#DB5E61,898
174941,56.125,71.5,-29.375,#E245BB,898
174971,56.1875,-109.75,-9.375,#00AB95,899
174972,56.1875,-106.25,23.875,#00A959,899
174973,56.1875,-77.25,-35.375,#00A6C3,899
174974,56.1875,-66.625,-14.375,#00A29E,899
174975,56.1875,-63.375,-17.625,#00A1A4,899
174977,56.1875,-58.875,-40.25,#00A2CC,899
174979,56.1875,-54.25,49.125,#259B26,899
174980,56.1875,-53.75,-2.375,#009D89,899
174981,56.1875,-53.25,-18.25,#009EA5,899
174982,56.1875,-52.875,-10.5,#009D98,899
174985,56.1875,-47.5,36.625,#359A43,899
174991,56.1875,-42.625,37.875,#479841,899
174997,56.1875,-36.625,-4.75,#00988E,899
175004,56.1875,-25.5,-31.25,#0095BC,899
175009,56.1875,-21.5,60.25,#7E8F00,899
175018,56.1875,-18.0,41.875,#7F8E3A,899
175027,56.1875,-13.875,69.125,#8D8B00,899
175029,56.1875,-13.5,6.5,#728D7B,899
175034,56.1875,-11.75,-28.25,#3F8FB7,899
175038,56.1875,-11.0,6.875,#778C7A,899
175045,56.1875,-9.625,30.375,#898A51,899
175077,56.1875,-1.75,-8.25,#7C8895,899
175120,56.1875,7.125,-13.75,#88849F,899
175125,56.1875,8.5,14.75,#9F816E,899
175128,56.1875,8.625,35.125,#A78049,899
175131,56.1875,9.625,51.625,#AD7F27,899
175135,56.1875,10.5,75.375,#B17E00,899
175139,56.1875,11.125,9.125,#A08077,899
175143,56.1875,12.5,-64.375,#1686F7,899
175159,56.1875,15.875,-11.75,#997E9B,899
175162,56.1875,16.75,42.75,#B57A3B,899
175170,56.1875,18.375,30.375,#B47A53,899
175175,56.1875,19.375,-75.125,#0084FF,899
175183,56.1875,20.375,28.375,#B67856,899
175187,56.1875,21.625,-35.125,#8C7DC4,899
175189,56.1875,21.625,84.625,#C17600,899
175203,56.1875,26.375,9.0,#B77578,899
175213,56.1875,31.875,-63.25,#7479F6,899
175221,56.1875,33.875,-39.125,#9F74CB,899
175226,56.1875,36.5,74.875,#D46A00,899
175242,56.1875,40.625,-43.875,#A56FD4,899
175247,56.1875,41.5,16.625,#CF676C,899
175291,56.1875,54.875,13.0,#E05873,899
175302,56.1875,58.875,10.125,#E45378,899
175310,56.1875,61.375,67.625,#F24C00,899
175342,56.1875,87.125,-19.25,#FD0BAB,899
175353,56.1875,98.5,-20.375,#FF00AD,899
175359,56.25,-97.0,-8.625,#00A894,900
175360,56.25,-85.5,20.375,#00A561,900
175361,56.25,-78.875,-23.5,#00A6AE,900
175363,56.25,-63.75,-1.375,#00A088,900
175371,56.25,-56.75,-23.5,#00A0AE,900
175373,56.25,-55.75,15.0,#009D6B,900
175374,56.25,-54.5,30.625,#009C4E,900
175377,56.25,-52.25,10.875,#009C72,900
175381,56.25,-49.875,-29.375,#009EB9,900
175386,56.25,-43.125,-26.125,#009CB3,900
175387,56.25,-42.875,-5.25,#009A8F,900
175390,56.25,-40.625,-21.25,#009AAB,900
175391,56.25,-36.625,-46.5,#009BD7,900
175395,56.25,-29.0,-29.375,#0097B9,900
175396,56.25,-28.875,-9.125,#299596,900
175397,56.25,-26.625,-16.25,#1695A2,900
175404,56.25,-20.625,-6.875,#509192,900
175406,56.25,-18.5,-4.375,#5A908E,900
175410,56.25,-17.75,54.25,#848E1C,900
175411,56.25,-17.625,68.5,#878D00,900
175419,56.25,-13.625,1.125,#6D8E84,900
175424,56.25,-11.25,82.125,#938A00,900
175433,56.25,-7.25,63.5,#968800,900
175447,56.25,-2.0,21.125,#918762,900
175448,56.25,-1.75,-20.125,#6E89A9,900
175453,56.25,0.25,-25.25,#6B89B2,900
175454,56.25,0.25,20.125,#948664,900
175476,56.25,6.25,-1.375,#918389,900
175503,56.25,13.5,-2.375,#9D7F8B,900
175509,56.25,16.5,2.5,#A57D83,900
175523,56.25,22.25,-5.875,#A87992,900
175539,56.25,29.625,-34.875,#9C77C4,900
175542,56.25,30.5,-45.375,#9078D6,900
175543,56.25,30.625,91.625,#CD6F00,900
175565,56.25,39.5,-29.25,#B26EBA,900
175577,56.25,42.75,25.125,#D4655E,900
175579,56.25,43.25,39.5,#D86444,900
175605,56.25,60.125,87.625,#F24E00,900
175607,56.25,60.25,44.75,#EF4F3C,900
175610,56.25,61.875,5.125,#E65081,900
175611,56.25,62.25,21.75,#EC4D65,900
175619,56.25,66.875,1.375,#EC4887,900
175626,56.25,68.5,-63.625,#C053F7,900
175629,56.25,71.375,-59.0,#CA4DEF,900
175634,56.25,73.75,10.375,#F83978,900
175641,56.25,77.5,15.125,#FE2E71,900
175644,56.25,82.625,-23.875,#F528B2,900
175651,56.25,88.625,7.75,#FF007E,900
175661,56.25,108.0,-45.5,#FF00D8,900
175665,56.3125,-102.0,-4.375,#00A98C,901
175666,56.3125,-74.75,-27.25,#00A5B5,901
175667,56.3125,-70.625,-30.375,#00A4BA,901
175670,56.3125,-60.75,55.75,#009E0E,901
175674,56.3125,-53.375,42.0,#1F9C38,901
175675,56.3125,-47.75,-1.125,#009C88,901
175676,56.3125,-46.75,-15.875,#009CA1,901
175678,56.3125,-43.875,55.0,#4F9815,901
175680,56.3125,-39.25,67.25,#5E9600,901
175681,56.3125,-39.0,59.375,#5D9600,901
175682,56.3125,-38.75,16.0,#39986A,901
175686,56.3125,-28.0,-59.5,#009AEF,901
175687,56.3125,-26.5,-24.625,#0095B1,901
175688,56.3125,-25.25,24.875,#68925B,901
175689,56.3125,-24.625,15.75,#62926B,901
175690,56.3125,-24.5,9.0,#5C9277,901
175691,56.3125,-23.625,-52.875,#0097E3,901
175693,56.3125,-21.75,-21.625,#2293AC,901
175698,56.3125,-19.125,-9.625,#509197,901
175701,56.3125,-16.625,-7.25,#5B9093,901
175702,56.3125,-14.625,9.75,#738E76,901
175703,56.3125,-13.875,33.625,#838C4B,901
175716,56.3125,-7.25,83.375,#998800,901
175723,56.3125,-4.5,-3.5,#7B8A8D,901
175727,56.3125,-3.125,-4.875,#7D898F,901
175731,56.3125,-2.5,45.875,#9A8633,901
175734,56.3125,-1.125,-13.25,#78899E,901
175747,56.3125,1.875,-18.0,#7987A6,901
175754,56.3125,3.625,-0.25,#8D8588,901
175784,56.3125,12.5,-15.0,#9181A1,901
175793,56.3125,15.75,-17.0,#957FA5,901
175804,56.3125,20.875,55.25,#BD7720,901
175806,56.3125,21.5,19.875,#B57866,901
175813,56.3125,23.625,-63.125,#5C80F6,901
175814,56.3125,24.375,38.25,#BF7545,901
175815,56.3125,24.625,19.5,#B97666,901
175823,56.3125,27.25,3.625,#B67582,901
175826,56.3125,29.0,41.75,#C6713F,901
175831,56.3125,31.125,75.375,#CD6F00,901
175834,56.3125,31.875,40.625,#C96F41,901
175835,56.3125,32.5,67.875,#CE6E00,901
175848,56.3125,38.0,-6.0,#C06D93,901
175853,56.3125,40.625,81.25,#DA6600,901
175855,56.3125,42.875,21.625,#D36664,901
175857,56.3125,43.5,58.375,#DB631C,901
175872,56.3125,49.125,-61.125,#A06AF3,901
175881,56.3125,54.25,-22.125,#CE5EAF,901
175903,56.3125,72.0,-51.25,#D34AE2,901
175905,56.3125,72.75,18.5,#F93A6B,901
175911,56.3125,76.125,-25.625,#EB3BB5,901
175922,56.3125,82.875,11.75,#FF1977,901
175932,56.3125,96.0,-9.25,#FF009A,901
175938,56.375,-128.0,5.25,#00AD7B,902
175939,56.375,-122.25,9.5,#00AC74,902
175940,56.375,-88.25,3.875,#00A67E,902
175941,56.375,-68.875,32.25,#00A14B,902
175942,56.375,-68.75,-42.25,#00A5CF,902
175943,56.375,-67.625,2.125,#00A182,902
175945,56.375,-63.5,-26.75,#00A2B4,902
175946,56.375,-60.25,-20.75,#00A1AA,902
175947,56.375,-59.875,-4.625,#00A08E,902
175948,56.375,-58.125,9.375,#009E75,902
175950,56.375,-50.0,-13.375,#009D9D,902
175952,56.375,-48.0,43.25,#3B9A35,902
175953,56.375,-47.875,26.875,#239A56,902
175954,56.375,-38.625,48.625,#599729,902
175955,56.375,-37.25,-17.25,#0099A4,902
175958,56.375,-32.875,22.75,#55955E,902
175960,56.375,-23.25,-26.375,#0094B4,902
175961,56.375,-20.75,89.625,#848F00,902
175962,56.375,-18.375,-34.5,#0093C3,902
175965,56.375,-14.5,55.375,#8A8C19,902
175966,56.375,-12.0,-13.5,#5E8E9E,902
175967,56.375,-11.25,21.625,#828C61,902
175970,56.375,-9.5,-47.125,#0090D9,902
175971,56.375,-9.125,-13.5,#668D9E,902
175993,56.375,3.5,-32.0,#6888BF,902
175994,56.375,3.75,-9.875,#858698,902
176002,56.375,6.75,7.5,#98837A,902
176007,56.375,8.25,-18.75,#8584A8,902
176011,56.375,12.0,5.25,#9F807F,902
176016,56.375,14.125,-60.0,#4185F0,902
176021,56.375,16.125,32.25,#B27C50,902
176022,56.375,16.375,-69.875,#0086FF,902
176031,56.375,18.375,5.0,#A97B7F,902
176033,56.375,18.875,20.625,#B17A64,902
176034,56.375,19.125,59.125,#BC7913,902
176037,56.375,19.75,2.0,#AA7B84,902
176040,56.375,21.75,-23.625,#997CB0,902
176041,56.375,22.125,33.125,#BA774E,902
176055,56.375,28.625,61.625,#C9710B,902
176056,56.375,29.125,-3.125,#B5748D,902
176060,56.375,32.125,11.875,#C17074,902
176064,56.375,35.375,-19.125,#B471A9,902
176070,56.375,39.25,27.125,#D0695A,902
176077,56.375,46.5,55.75,#DF6024,902
176083,56.375,48.75,-38.125,#BA66CA,902
176117,56.375,84.75,-63.75,#DB33F8,902
176127,56.375,91.875,-14.5,#FF00A3,902
176132,56.4375,-115.375,-4.875,#00AC8D,903
176133,56.4375,-92.375,32.0,#00A64B,903
176134,56.4375,-83.0,-9.75,#00A696,903
176135,56.4375,-78.875,-13.375,#00A59D,903
176137,56.4375,-61.25,4.25,#00A07E,903
176138,56.4375,-58.25,26.25,#009E57,903
176140,56.4375,-56.5,-15.5,#00A0A1,903
176141,56.4375,-56.125,-7.625,#009F93,903
176143,56.4375,-55.0,57.125,#2B9C08,903
176145,56.4375,-34.25,59.75,#679500,903
176146,56.4375,-34.125,52.5,#65951F,903
176147,56.4375,-32.875,-18.0,#0098A6,903
176148,56.4375,-30.375,-42.125,#0099D0,903
176149,56.4375,-29.875,0.125,#3E9586,903
176151,56.4375,-22.5,-4.5,#4F938E,903
176152,56.4375,-19.125,28.25,#778F55,903
176154,56.4375,-17.875,47.75,#828E2E,903
176156,56.4375,-12.875,-17.125,#568FA5,903
176157,56.4375,-12.25,3.25,#728D81,903
176158,56.4375,-11.875,10.5,#798D75,903
176164,56.4375,-6.5,16.375,#878A6B,903
176165,56.4375,-6.0,-19.0,#658CA8,903
176172,56.4375,-2.75,-69.25,#0090FF,903
176174,56.4375,-2.0,14.875,#8E886E,903
176184,56.4375,3.875,11.625,#968473,903
176186,56.4375,5.0,26.5,#9F8359,903
176191,56.4375,7.5,56.125,#AB811B,903
176193,56.4375,8.375,-39.625,#6786CC,903
176198,56.4375,11.0,27.625,#A97F58,903
176203,56.4375,12.0,37.0,#AD7E47,903
176205,56.4375,13.125,8.25,#A37F7A,903
176209,56.4375,15.75,26.125,#AF7C5B,903
176210,56.4375,17.125,-9.125,#9E7E98,903
176214,56.4375,19.625,-43.0,#7D80D2,903
176218,56.4375,21.375,49.125,#BD772F,903
176219,56.4375,22.0,-41.875,#847ED0,903
176222,56.4375,23.875,-48.5,#7E7DDC,903
176234,56.4375,35.0,39.75,#CE6D43,903
176238,56.4375,38.375,13.0,#CA6B73,903
176242,56.4375,39.125,-47.75,#9F71DB,903
176247,56.4375,45.0,29.625,#D96356,903
176248,56.4375,45.125,66.625,#DF6200,903
176249,56.4375,45.5,-62.25,#976EF5,903
176252,56.4375,46.5,86.5,#E26000,903
176256,56.4375,51.625,-68.875,#996AFF,903
176263,56.4375,58.125,35.25,#EB534E,903
176264,56.4375,59.125,57.5,#EF5022,903
176270,56.4375,66.0,-23.875,#DF4EB2,903
176284,56.4375,80.125,45.0,#FF203F,903
176290,56.4375,89.75,-72.25,#DB28FF,903
176291,56.4375,90.25,15.0,#FF0072,903
176294,56.4375,103.125,-14.75,#FF00A4,903
176295,56.4375,109.875,-67.375,#FF00FF,903
176297,56.5,-72.0,6.5,#00A37A,904
176298,56.5,-64.5,-45.625,#00A4D6,904
176299,56.5,-62.375,83.125,#109E00,904
176300,56.5,-60.25,-49.0,#00A4DC,904
176303,56.5,-29.75,52.875,#6E931F,904
176304,56.5,-19.875,-27.875,#0093B7,904
176306,56.5,-18.75,-18.25,#3F92A7,904
176307,56.5,-18.0,61.25,#868E00,904
176308,56.5,-17.75,-0.625,#629088,904
176309,56.5,-16.0,-19.625,#4691A9,904
176311,56.5,-5.875,12.375,#868A72,904
176312,56.5,-5.5,-40.125,#328ECD,904
176314,56.5,-2.5,-11.0,#788A9A,904
176316,56.5,-0.5,39.75,#9C8641,904
176317,56.5,-0.125,-17.125,#7689A5,904
176318,56.5,0.375,-2.125,#86878B,904
176319,56.5,0.375,76.625,#A48500,904
176323,56.5,3.375,-4.625,#8A8690,904
176324,56.5,3.375,23.0,#9B8460,904
176325,56.5,3.75,81.625,#A98300,904
176327,56.5,6.625,4.375,#968380,904
176328,56.5,7.375,25.875,#A3825B,904
176333,56.5,10.0,-71.125,#008AFF,904
176334,56.5,10.5,2.75,#9C8183,904
176337,56.5,12.375,50.125,#B17E2C,904
176340,56.5,15.25,-45.625,#6E83D7,904
176345,56.5,20.5,-2.125,#A97B8C,904
176350,56.5,23.875,-11.75,#A7799C,904
176351,56.5,24.625,-27.75,#9B7AB8,904
176355,56.5,26.75,36.375,#C27449,904
176372,56.5,41.75,51.125,#D9662E,904
176376,56.5,45.625,35.875,#DB634C,904
176378,56.5,47.5,-21.0,#C666AD,904
176383,56.5,60.875,-60.5,#B75DF2,904
176384,56.5,62.25,-71.875,#AA5FFF,904
176388,56.5,72.0,-2.625,#F2408F,904
176393,56.5,75.0,24.875,#FE3461,904
176396,56.5,78.25,57.25,#FF2727,904
176400,56.5,105.875,-72.875,#F400FF,904
176429,56.5625,-106.125,10.875,#00AA72,905
176439,56.5625,-101.5,29.0,#00A951,905
176457,56.5625,-96.375,7.5,#00A878,905
176509,56.5625,-78.25,2.25,#00A582,905
176512,56.5625,-77.5,15.75,#00A46A,905
176518,56.5625,-76.125,68.5,#00A200,905
176526,56.5625,-73.125,38.75,#00A23E,905
176532,56.5625,-70.125,71.125,#00A100,905
176541,56.5625,-67.625,41.375,#00A039,905
176568,56.5625,-54.0,78.375,#3B9C00,905
176713,56.5625,-21.125,82.125,#849000,905
176719,56.5625,-20.375,14.625,#6B916E,905
176757,56.5625,-9.75,1.5,#768D85,905
176759,56.5625,-9.25,10.5,#7F8C75,905
176762,56.5625,-7.5,-16.625,#668DA4,905
176770,56.5625,-5.5,-30.25,#528DBC,905
176772,56.5625,-5.5,-14.625,#6D8CA1,905
176775,56.5625,-4.125,4.125,#838A80,905
176777,56.5625,-3.875,29.625,#938854,905
176780,56.5625,-3.625,19.25,#8E8866,905
176793,56.5625,-1.25,-55.0,#008EE8,905
176796,56.5625,0.125,-4.875,#848890,905
176797,56.5625,0.375,67.375,#A38500,905
176800,56.5625,2.25,10.75,#938675,905
176804,56.5625,7.75,10.375,#9C8276,905
176808,56.5625,13.25,26.625,#AC7E5A,905
176809,56.5625,13.5,96.5,#B87C00,905
176810,56.5625,13.75,-35.625,#7B83C6,905
176811,56.5625,14.125,16.625,#A97E6C,905
176812,56.5625,14.75,-30.125,#8582BC,905
176814,56.5625,15.625,5.875,#A67E7E,905
176818,56.5625,18.5,77.0,#BE7900,905
176819,56.5625,20.5,71.875,#C07800,905
176825,56.5625,29.0,30.5,#C47254,905
176827,56.5625,29.75,-30.625,#A177BD,905
176828,56.5625,32.0,23.5,#C67061,905
176829,56.5625,34.25,96.75,#D36C00,905
176830,56.5625,38.0,-15.25,#BB6EA3,905
176833,56.5625,46.125,-0.375,#D0658A,905
176835,56.5625,52.0,70.25,#E85A00,905
176842,56.5625,73.375,44.25,#FF3740,905
176843,56.5625,73.625,53.125,#FF352F,905
176844,56.5625,74.375,-41.625,#DF44D2,905
176846,56.5625,77.875,50.625,#FF2934,905
