id,L,a,b,hex_srgb,slice_id
2,0.0,0.0,0.0,#000000,0
7,0.0625,2.0,-3.375,#020009,1
11,0.0625,3.25,-5.5,#02000D,1
14,0.0625,4.5,-7.625,#030011,1
17,0.0625,6.0,-10.125,#040015,1
21,0.0625,7.625,-12.875,#050019,1
30,0.125,11.25,-18.375,#080020,2
34,0.125,13.875,-21.75,#0A0024,2
37,0.125,17.125,-25.25,#0C0029,2
46,0.1875,24.0,-31.75,#0F0031,3
50,0.1875,28.625,-35.125,#120036,3
51,0.25,2.25,-0.75,#060003,4
67,0.25,36.0,-39.875,#15003C,4
72,0.3125,3.5,-2.625,#070008,5
75,0.3125,6.25,-7.25,#090011,5
76,0.3125,9.5,-12.375,#0C0019,5
79,0.3125,11.5,-15.375,#0D001D,5
84,0.3125,44.0,-45.625,#180044,5
95,0.375,51.125,-50.25,#1B004B,6
102,0.4375,16.0,-20.625,#110023,7
109,0.5,4.25,0.625,#0D0000,8
111,0.5,6.0,-3.25,#0D000A,8
116,0.5,9.125,-8.125,#0F0013,8
121,0.5,19.25,-23.75,#130027,8
122,0.5,23.0,-27.375,#14002C,8
130,0.5625,56.25,-54.125,#1C0051,9
134,0.5625,62.625,-58.0,#200057,9
138,0.5625,70.875,-63.0,#24005E,9
142,0.625,11.75,-11.125,#120018,10
145,0.625,13.75,-14.375,#13001C,10
161,0.6875,79.875,-69.0,#280067,11
164,0.75,6.375,1.125,#120000,12
176,0.8125,7.625,-0.875,#130005,13
179,0.8125,9.125,-3.125,#14000B,13
188,0.8125,85.5,-72.875,#2B006D,13
194,0.875,10.75,-5.625,#150010,14
197,0.875,12.5,-8.375,#160015,14
200,0.875,14.5,-11.625,#170019,14
203,0.875,19.25,-18.875,#180022,14
214,0.9375,16.75,-15.0,#18001D,15
217,0.9375,22.5,-22.125,#1A0026,15
221,1.0,8.5,1.5,#170000,16
231,1.0,90.75,-76.625,#2D0073,16
235,1.0625,9.875,-0.625,#170006,17
238,1.0625,11.375,-2.875,#18000B,17
243,1.0625,26.375,-25.5,#1C002B,17
245,1.0625,31.0,-29.375,#1D0030,17
256,1.125,13.25,-5.5,#190011,18
259,1.125,15.25,-8.75,#1A0016,18
263,1.125,37.875,-35.0,#200038,18
264,1.125,43.375,-39.625,#21003E,18
265,1.125,49.375,-44.75,#220045,18
274,1.1875,17.5,-12.0,#1B001A,19
289,1.3125,12.25,-0.25,#1B0006,21
301,1.375,14.0,-2.625,#1C000C,22
304,1.375,16.0,-5.75,#1D0012,22
308,1.375,21.875,-15.75,#1E001F,22
310,1.375,24.75,-20.25,#1E0025,22
312,1.375,29.875,-32.5,#190035,22
316,1.375,57.125,-49.5,#27004C,22
321,1.4375,18.25,-8.875,#1E0017,23
323,1.4375,28.75,-23.5,#200029,23
333,1.5,101.125,-81.75,#37007D,24
336,1.5,104.875,-86.5,#340084,24
339,1.5625,12.5,2.625,#1D0000,25
352,1.625,68.0,-57.0,#2C0058,26
358,1.6875,22.0,-11.375,#21001A,27
374,1.8125,15.25,3.0,#210000,29
384,1.875,17.125,0.5,#220006,30
388,1.875,52.375,-55.625,#130056,30
394,1.9375,19.0,-2.0,#23000D,31
398,1.9375,38.0,-29.0,#270031,31
406,2.0,21.0,-5.125,#230013,32
409,2.0,23.375,-8.5,#240017,32
417,2.0625,34.75,-24.375,#27002C,33
420,2.0625,52.375,-42.125,#2B0044,33
422,2.0625,59.25,-60.125,#17005D,33
424,2.0625,95.125,-81.625,#2D007E,33
431,2.125,26.125,-12.125,#25001C,34
434,2.125,28.75,-15.875,#260021,34
437,2.125,31.625,-19.875,#270026,34
441,2.125,109.375,-90.5,#36008C,34
444,2.1875,18.25,3.625,#250000,35
448,2.1875,73.5,-68.875,#20006B,35
452,2.25,20.375,1.0,#260007,36
462,2.25,65.25,-64.125,#1A0064,36
463,2.25,74.125,-59.75,#33005D,36
466,2.3125,22.625,-2.375,#26000F,37
473,2.3125,47.875,-36.5,#2C003C,37
478,2.375,24.875,-5.625,#270014,38
486,2.375,63.875,-51.0,#300051,38
492,2.4375,27.5,-9.0,#280019,39
507,2.5,43.875,-31.125,#2C0036,40
513,2.5625,45.5,-52.5,#0B0053,41
521,2.5625,116.0,-95.5,#390095,41
524,2.5625,121.125,-98.625,#3C009A,41
526,2.625,-0.875,-0.375,#070A0A,42
541,2.75,32.75,-14.25,#2B0020,44
546,2.8125,25.75,0.75,#2B000A,45
550,2.8125,27.375,-2.625,#2B0011,45
573,2.9375,78.875,-73.75,#210074,47
574,2.9375,81.25,-63.875,#390065,47
575,3.0,0.5,-0.75,#0B0B0D,48
581,3.0,42.375,-26.0,#2F0030,48
603,3.0625,89.875,-70.375,#3C006F,49
605,3.125,25.375,5.375,#2C0000,50
617,3.1875,40.25,-40.5,#1F0044,51
619,3.1875,97.25,-76.375,#3F0079,51
623,3.25,40.25,-21.125,#30002A,52
626,3.25,86.125,-78.625,#25007C,52
643,3.375,30.125,0.0,#2F000D,54
646,3.375,31.875,-3.75,#2F0014,54
651,3.375,35.75,-11.75,#30001E,54
654,3.375,38.0,-16.125,#310024,54
657,3.375,61.5,-45.0,#36004B,54
659,3.4375,34.0,-7.875,#30001A,55
662,3.4375,51.125,-33.75,#34003B,55
667,3.5,23.75,-42.875,#000248,56
671,3.5,24.0,-39.375,#000143,56
674,3.5,24.25,-35.875,#08003E,56
703,3.5,28.375,-45.125,#00004B,56
706,3.5,28.5,-41.0,#030045,56
709,3.5,28.75,-37.25,#100040,56
731,3.5,33.0,-46.75,#00004D,56
734,3.5,33.125,-42.5,#0C0047,56
737,3.5,33.25,-38.375,#170041,56
752,3.5,37.75,-48.125,#05004F,56
757,3.5,38.0,-43.875,#150049,56
765,3.5,48.375,-48.25,#1F004F,56
772,3.5625,24.875,-29.125,#180035,57
775,3.5625,54.625,-61.0,#080062,57
777,3.5625,98.625,-86.75,#2D008A,57
779,3.5625,126.375,-103.625,#3E00A5,57
799,3.75,31.25,3.25,#320007,60
804,3.8125,29.25,-26.375,#210032,61
818,3.9375,25.25,-22.875,#20002D,63
824,3.9375,43.0,-36.375,#290040,63
827,3.9375,54.0,-52.75,#220057,63
829,3.9375,60.375,-54.0,#2A0059,63
838,4.0,66.875,-48.125,#3B0051,64
840,4.0625,33.375,-31.5,#220039,65
859,4.125,48.75,-26.875,#370033,66
869,4.25,25.75,-16.375,#260026,68
878,4.25,35.25,0.5,#35000F,68
881,4.25,64.125,-67.875,#0F006E,68
896,4.3125,44.0,-18.625,#370029,69
906,4.375,32.0,7.375,#340000,70
908,4.375,42.625,-54.375,#00005A,70
910,4.375,47.875,-58.75,#000061,70
911,4.375,48.625,-43.0,#2A004A,70
916,4.375,69.875,-63.375,#2B0068,70
918,4.375,105.75,-81.625,#470084,70
925,4.4375,57.375,-40.5,#370047,71
928,4.4375,91.5,-84.125,#260088,71
939,4.5,39.375,-6.375,#37001A,72
953,4.5625,74.5,-53.875,#40005A,73
955,4.5625,104.0,-91.75,#2F0094,73
957,4.625,41.625,-10.375,#39001F,74
959,4.625,70.375,-70.875,#190074,74
962,4.625,82.5,-69.875,#360072,74
965,4.625,113.125,-86.625,#4C008D,74
971,4.6875,87.125,-65.25,#44006C,75
975,4.75,91.125,-76.625,#39007D,76
984,4.875,119.25,-91.125,#4F0094,78
987,4.9375,110.0,-96.0,#33009C,79
992,5.0,75.375,-75.75,#17007C,80
1026,5.3125,115.625,-100.0,#3700A4,85
1030,5.375,39.375,4.625,#3C000A,86
1032,5.375,43.5,-14.375,#3B0026,86
1034,5.375,57.375,-32.25,#40003E,86
1050,5.5,8.0,-37.5,#001245,88
1054,5.5,9.25,-35.25,#001141,88
1057,5.5,10.625,-33.125,#00103F,88
1063,5.5,11.875,-31.0,#000F3C,88
1068,5.5,13.125,-29.0,#010E39,88
1072,5.5,14.0,-41.0,#00104A,88
1076,5.5,14.375,-26.875,#0A0D36,88
1081,5.5,15.0,-38.375,#000F46,88
1087,5.5,15.625,-24.625,#120B33,88
1090,5.5,16.125,-33.875,#000D40,88
1097,5.5,17.0,-22.5,#170A30,88
1100,5.5,17.25,-31.375,#050B3C,88
1108,5.5,18.375,-29.0,#0F0A39,88
1111,5.5,18.375,-20.125,#1C082D,88
1119,5.5,19.25,-42.875,#000D4C,88
1123,5.5,19.625,-26.5,#160836,88
1126,5.5,19.75,-39.25,#000B47,88
1128,5.5,19.75,-17.625,#20062A,88
1137,5.5,20.875,-24.0,#1B0632,88
1143,5.5,21.25,-15.125,#240427,88
1158,5.5,22.75,-30.875,#15063C,88
1161,5.5,22.875,-12.5,#270223,88
1168,5.5,23.625,-18.75,#24032B,88
1178,5.5,24.5,-9.75,#2A0020,88
1195,5.5,26.25,-6.875,#2D001C,88
1202,5.5,27.0,-13.25,#2B0024,88
1218,5.5,28.5,-20.0,#29002D,88
1221,5.5,28.75,-29.875,#20003A,88
1223,5.5,28.875,-10.375,#2E0021,88
1235,5.5,30.0,-17.0,#2C0029,88
1258,5.5,32.0,-24.0,#2A0032,88
1263,5.5,32.375,-34.75,#1F0041,88
1272,5.5,33.25,-52.25,#00025A,88
1275,5.5,33.5,-20.875,#2E002E,88
1299,5.5,35.5,-28.625,#2A0039,88
1313,5.5,37.125,-25.375,#2F0034,88
1317,5.5,37.5,-36.5,#240044,88
1324,5.5,38.75,-55.375,#00005F,88
1336,5.5,40.125,-0.625,#3C0014,88
1340,5.5,41.125,-30.125,#30003B,88
1366,5.5,46.25,-33.375,#33003F,88
1378,5.5,51.25,-38.75,#340047,88
1385,5.5,54.75,-48.625,#2E0055,88
1392,5.5,58.5,-59.375,#210065,88
1402,5.5,69.5,-56.0,#390060,88
1404,5.5,76.125,-63.625,#38006B,88
1405,5.5,78.125,-58.625,#420064,88
1406,5.5,80.25,-79.5,#1A0084,88
1408,5.5625,27.375,-32.875,#1A023F,89
1416,5.5625,46.25,-50.25,#1C0057,89
1418,5.5625,65.75,-42.75,#42004D,89
1421,5.625,35.25,-17.75,#32002A,90
1438,5.75,43.5,-3.75,#3F0019,92
1441,5.75,57.625,-65.875,#02006F,92
1445,5.75,124.0,-97.875,#4E00A2,92
1461,5.9375,20.75,-36.5,#000B44,95
1464,5.9375,30.75,-7.375,#32001E,95
1473,6.0,-0.875,-0.375,#111414,96
1478,6.0,41.875,-43.625,#22004F,96
1480,6.0,43.125,-39.875,#290049,96
1481,6.0,45.375,-23.0,#3A0032,96
1488,6.0625,31.75,-14.0,#310026,97
1498,6.0625,85.0,-83.25,#1D008B,97
1500,6.0625,98.0,-80.5,#420087,97
1501,6.125,25.375,-25.625,#210436,98
1513,6.125,95.625,-71.75,#4B0079,98
1526,6.25,24.25,-45.5,#000C52,100
1532,6.25,40.625,-47.125,#190054,100
1536,6.25,49.75,-15.625,#420029,100
1543,6.3125,21.75,-33.75,#0D0A41,101
1544,6.3125,25.375,-38.75,#070848,101
1545,6.3125,26.125,-35.5,#140644,101
1549,6.3125,44.375,-59.25,#000066,101
1558,6.375,0.5,-0.75,#141415,102
1559,6.375,22.375,-21.625,#220731,102
1564,6.375,43.125,-26.375,#370038,102
1569,6.4375,24.75,-42.0,#000A4D,103
1570,6.4375,29.375,-44.125,#000650,103
1571,6.4375,30.125,-40.75,#10044C,103
1572,6.4375,33.75,-10.875,#350023,103
1574,6.4375,37.125,-14.5,#370028,103
1577,6.4375,38.875,-21.75,#350032,103
1584,6.4375,53.5,-21.75,#440032,103
1594,6.4375,102.25,-85.125,#42008F,103
1596,6.4375,124.25,-106.5,#3D00B2,103
1599,6.5,27.875,-4.125,#32001B,104
1600,6.5,29.625,-1.125,#340017,104
1602,6.5,35.25,-45.0,#120052,104
1614,6.5625,-7.625,-29.0,#001A3B,105
1618,6.5625,-5.25,-27.375,#001939,105
1623,6.5625,-3.25,-25.375,#001836,105
1626,6.5625,-2.25,-32.875,#001941,105
1633,6.5625,-1.375,-23.875,#001734,105
1637,6.5625,-0.375,-31.0,#00183E,105
1640,6.5625,0.375,-22.5,#001632,105
1647,6.5625,1.5,-29.5,#00173C,105
1650,6.5625,1.875,-21.0,#001530,105
1658,6.5625,3.0,-27.625,#001639,105
1660,6.5625,3.375,-19.75,#01152F,105
1667,6.5625,4.25,-25.5,#001536,105
1671,6.5625,4.875,-18.75,#07142D,105
1680,6.5625,5.625,-23.875,#001434,105
1684,6.5625,6.25,-17.5,#0D132C,105
1691,6.5625,7.125,-22.375,#041332,105
1698,6.5625,7.75,-16.25,#12122A,105
1703,6.5625,8.5,-20.75,#0C1230,105
1712,6.5625,9.25,-14.875,#161128,105
1719,6.5625,10.0,-19.25,#12112E,105
1723,6.5625,10.375,-24.75,#071235,105
1727,6.5625,10.875,-13.5,#1A1026,105
1733,6.5625,11.5,-17.625,#16102C,105
1737,6.5625,11.875,-23.125,#0F1133,105
1744,6.5625,12.625,-12.0,#1D0F24,105
1748,6.5625,13.125,-21.125,#150F31,105
1750,6.5625,13.25,-16.25,#1B0F2A,105
1761,6.5625,14.5,-10.375,#210D22,105
1766,6.5625,15.25,-14.875,#1F0D28,105
1773,6.5625,16.625,-8.75,#240B20,105
1778,6.5625,17.125,-13.0,#220B26,105
1787,6.5625,18.875,-7.0,#28091E,105
1790,6.5625,19.375,-11.25,#260924,105
1797,6.5625,21.125,-4.875,#2B061C,105
1806,6.5625,23.75,-2.75,#2E0319,105
1814,6.5625,28.75,-50.875,#000A5B,105
1819,6.5625,36.0,7.625,#3C0007,105
1822,6.5625,39.625,10.75,#400000,105
1837,6.5625,95.625,-90.25,#260097,105
1846,6.625,33.875,-4.75,#38001C,106
1847,6.625,34.625,-49.625,#000259,106
1852,6.625,51.625,-64.5,#00006F,106
1855,6.625,60.0,-46.0,#3B0054,106
1857,6.625,64.625,-52.625,#39005E,106
1865,6.6875,59.25,-37.75,#410048,107
1867,6.6875,64.75,-72.625,#00007C,107
1868,6.6875,78.375,-72.75,#2F007C,107
1885,6.8125,5.5,-37.5,#001748,109
1889,6.8125,33.875,-39.75,#1C004B,109
1913,6.875,40.0,-33.625,#2E0043,110
1915,6.875,43.125,8.375,#440007,110
1918,6.875,46.25,-7.375,#430020,110
1924,6.875,51.0,-54.75,#200061,110
1929,6.875,70.875,-76.5,#080082,110
1931,6.875,73.25,-48.5,#490058,110
1973,6.9375,31.875,4.25,#390010,111
1987,6.9375,49.125,-46.25,#2C0055,111
1991,6.9375,66.125,-65.75,#260072,111
1994,6.9375,85.25,-59.75,#4E0069,111
2094,7.0625,45.0,4.5,#450010,113
2125,7.125,35.625,2.25,#3C0014,114
2147,7.125,100.75,-94.125,#2A009F,114
2193,7.25,103.875,-76.75,#540084,116
2194,7.25,108.0,-88.625,#480097,116
2205,7.375,15.625,-19.25,#1D0F30,118
2206,7.375,26.25,-22.5,#280534,118
2219,7.375,82.0,-64.375,#450071,118
2220,7.4375,8.625,-28.75,#00153D,119
2239,7.5,-20.75,-19.875,#002031,120
2244,7.5,-18.25,-22.375,#001F34,120
2247,7.5,-17.25,-17.75,#001E2E,120
2252,7.5,-15.75,-24.75,#001E37,120
2258,7.5,-15.0,-19.875,#001E31,120
2264,7.5,-13.875,-16.0,#001D2B,120
2267,7.5,-13.0,-26.5,#001E3A,120
2270,7.5,-12.625,-21.625,#001D33,120
2276,7.5,-11.625,-17.625,#001C2E,120
2283,7.5,-10.375,-14.125,#001C29,120
2287,7.5,-10.0,-23.25,#001C35,120
2295,7.5,-9.0,-17.125,#001B2D,120
2304,7.5,-7.75,-13.75,#001B28,120
2309,7.5,-7.0,-18.75,#001B2F,120
2318,7.5,-5.875,-15.25,#001A2A,120
2321,7.5,-5.625,-11.375,#001A25,120
2326,7.5,-4.875,-20.625,#001A32,120
2334,7.5,-4.125,-16.875,#00192D,120
2337,7.5,-4.0,-13.125,#001928,120
2343,7.5,-3.25,-10.0,#051924,120
2355,7.5,-1.875,-17.0,#00192D,120
2357,7.5,-1.875,-11.875,#051826,120
2364,7.5,-1.125,-9.0,#0C1822,120
2374,7.5,-0.125,-16.5,#00182C,120
2376,7.5,0.0,-12.25,#091727,120
2385,7.5,0.625,-9.375,#0F1723,120
2395,7.5,1.5,-7.375,#131620,120
2397,7.5,1.75,-12.125,#0E1726,120
2413,7.5,3.125,-11.375,#111625,120
2416,7.5,3.5,-8.625,#151622,120
2425,7.5,4.25,-6.0,#18151E,120
2427,7.5,4.375,-14.375,#101629,120
2432,7.5,4.75,-11.25,#141525,120
2440,7.5,5.375,-8.625,#181522,120
2444,7.5,5.875,-5.25,#1B141D,120
2453,7.5,6.75,-11.75,#171426,120
2456,7.5,7.0,-7.875,#1B1421,120
2461,7.5,7.5,-4.125,#1E131C,120
2472,7.5,8.75,-6.875,#1E1320,120
2477,7.5,9.375,-3.125,#21121B,120
2486,7.5,10.625,-5.75,#21111E,120
2491,7.5,11.375,-2.0,#241119,120
2495,7.5,11.875,-8.625,#211122,120
2503,7.5,13.25,-6.375,#24101F,120
2507,7.5,13.625,-0.875,#260F18,120
2513,7.5,14.875,-4.0,#270E1C,120
2519,7.5,16.0,0.625,#2A0D16,120
2523,7.5,17.25,-2.375,#2A0C1A,120
2531,7.5,18.75,2.0,#2D0A14,120
2535,7.5,20.0,-0.875,#2D0918,120
2539,7.5,20.75,-48.0,#001259,120
2544,7.5,21.75,3.75,#300712,120
2548,7.5,23.0,0.875,#310616,120
2557,7.5,25.375,5.875,#34030E,120
2559,7.5,26.25,2.875,#340213,120
2566,7.5,29.25,7.875,#39000A,120
2571,7.5,32.625,-29.5,#2A003E,120
2574,7.5,33.375,10.25,#3D0004,120
2578,7.5,38.5,-9.5,#3D0024,120
2581,7.5,40.0,-51.75,#0B005E,120
2588,7.5,45.25,-18.0,#40002F,120
2591,7.5,52.0,-29.75,#41003F,120
2593,7.5,59.625,-53.875,#330062,120
2596,7.5,66.125,-58.625,#360069,120
2600,7.5,72.75,-66.375,#340075,120
2606,7.5625,2.5,-15.375,#0A172B,121
2612,7.5625,37.375,-58.125,#000568,121
2616,7.5625,45.875,-11.375,#430027,121
2621,7.5625,52.375,-43.875,#350053,121
2624,7.5625,58.25,-27.125,#49003C,121
2637,7.625,56.375,-69.25,#000079,122
2641,7.625,107.25,-98.75,#2F00A8,122
2645,7.6875,23.625,-28.25,#1F0A3D,123
2649,7.6875,47.0,-0.25,#470019,123
2655,7.6875,86.25,-72.375,#41007E,123
2656,7.6875,88.25,-79.125,#380089,123
2660,7.75,9.75,-10.125,#1D1324,124
2671,7.75,48.375,-57.625,#120068,124
2680,7.75,89.875,-88.5,#200098,124
2681,7.75,93.0,-83.875,#370091,124
2682,7.75,111.875,-83.25,#590090,124
2689,7.8125,16.0,-36.625,#001349,125
2691,7.8125,37.25,-2.5,#3E001C,125
2700,7.8125,76.75,-81.375,#0E008D,125
2719,7.875,53.75,-61.75,#15006E,126
2725,7.875,117.75,-105.25,#3700B4,126
2745,7.9375,66.75,-47.0,#460059,127
2748,7.9375,89.0,-66.0,#4F0075,127
2754,7.9375,117.375,-93.625,#5200A1,127
2787,8.0,26.625,-16.125,#2E052D,128
2791,8.0,43.0,-62.0,#00006F,128
2797,8.0,65.875,-39.0,#4B004D,128
2819,8.0625,12.25,-42.375,#001752,129
2867,8.125,22.625,-7.625,#2F0922,130
2891,8.1875,71.5,-42.625,#4F0053,131
2898,8.25,6.875,-31.375,#001842,132
2904,8.25,42.25,14.125,#470000,132
2912,8.3125,18.125,-15.875,#250F2D,133
2913,8.3125,19.0,-23.625,#1F0F38,133
2932,8.375,11.75,-37.625,#00174C,134
2956,8.375,30.375,-35.375,#210649,134
2957,8.375,30.625,-21.625,#300136,134
2959,8.375,34.25,-25.75,#31003B,134
2960,8.375,35.0,-36.375,#27004A,134
2978,8.4375,17.25,-27.0,#17123D,135
2990,8.4375,22.375,-17.125,#2A0B2F,135
3005,8.4375,44.0,-31.25,#390043,135
3015,8.5,12.75,-30.5,#011542,136
3040,8.5,31.875,-18.125,#340031,136
3051,8.5,48.5,-36.75,#3A004B,136
3073,8.5625,64.0,-32.625,#4F0046,137
3075,8.5625,71.5,-52.625,#480063,137
3076,8.5625,74.25,-60.125,#43006E,137
3080,8.5625,79.875,-56.0,#4F0068,137
3083,8.625,47.5,-4.125,#4A0020,138
3091,8.6875,120.375,-98.875,#5000AC,139
3096,8.75,47.25,11.0,#4D0009,140
3105,8.875,58.0,-32.75,#490047,142
3112,8.875,83.125,-86.625,#150098,142
3114,8.875,111.875,-103.375,#3200B3,142
3119,8.9375,95.375,-67.375,#59007A,143
3122,9.0,73.125,-73.875,#290084,144
3138,9.1875,126.875,-112.0,#4000C3,147
3146,9.25,95.375,-79.375,#4A008E,148
3149,9.3125,-0.875,-0.375,#191A1B,149
3152,9.3125,50.0,4.5,#500016,149
3154,9.3125,52.0,-16.375,#4C0031,149
3171,9.375,76.375,-46.375,#56005C,150
3196,9.4375,106.25,-82.0,#580092,151
3201,9.5,-34.25,-11.875,#00262A,152
3206,9.5,-31.5,-14.0,#00252D,152
3210,9.5,-29.5,-10.25,#002528,152
3213,9.5,-28.75,-16.0,#002530,152
3221,9.5,-26.75,-12.375,#00242B,152
3224,9.5,-26.0,-18.0,#002432,152
3232,9.5,-24.125,-14.25,#00232D,152
3237,9.5,-23.375,-8.0,#002325,152
3241,9.5,-22.5,-10.875,#002329,152
3248,9.5,-21.5,-16.125,#002330,152
3259,9.5,-19.875,-12.5,#00222B,152
3264,9.5,-19.625,-6.625,#002223,152
3278,9.5,-17.5,-14.25,#00212D,152
3281,9.5,-17.25,-8.125,#002125,152
3293,9.5,-15.875,-5.25,#002021,152
3299,9.5,-15.25,-9.875,#002027,152
3314,9.5,-13.875,-7.0,#002024,152
3322,9.5,-13.125,-11.5,#00202A,152
3324,9.5,-13.125,-4.25,#001F20,152
3338,9.5,-11.875,-8.375,#001F25,152
3349,9.5,-11.125,-5.5,#001F22,152
3365,9.5,-10.0,-9.625,#001F27,152
3369,9.5,-9.625,-3.125,#041E1E,152
3374,9.5,-9.25,-30.0,#002043,152
3377,9.5,-9.25,-6.625,#001E23,152
3395,9.5,-8.0,-10.875,#001E29,152
3400,9.5,-7.75,-4.375,#071E20,152
3405,9.5,-7.5,-7.875,#021E25,152
3416,9.5,-6.875,-2.0,#0D1D1D,152
3430,9.5,-6.0,-5.625,#0A1D22,152
3450,9.5,-4.75,-2.125,#111C1D,152
3459,9.5,-4.375,-7.125,#0C1D24,152
3478,9.5,-3.25,-34.25,#001F49,152
3481,9.5,-3.25,-3.5,#131C1F,152
3483,9.5,-3.125,-0.75,#151C1B,152
3487,9.5,-2.875,-22.5,#001D39,152
3502,9.5,-2.25,-5.75,#121C22,152
3526,9.5,-1.0,-14.125,#071C2D,152
3532,9.5,-0.75,-27.625,#001D40,152
3535,9.5,-0.75,-4.25,#161B20,152
3549,9.5,0.0,-2.25,#191B1D,152
3564,9.5,0.75,-5.375,#181A22,152
3580,9.5,1.375,-3.25,#1A1A1F,152
3585,9.5,1.625,-37.5,#001E4E,152
3604,9.5,2.375,-24.0,#001B3B,152
3608,9.5,2.375,-1.625,#1D1A1D,152
3615,9.5,2.625,-20.625,#021B36,152
3621,9.5,2.75,1.375,#1F1919,152
3624,9.5,2.875,-4.625,#1B1921,152
3649,9.5,3.875,-30.375,#001C44,152
3653,9.5,3.875,-2.875,#1E191E,152
3669,9.5,4.75,-21.0,#071A37,152
3676,9.5,4.75,-0.75,#20181C,152
3679,9.5,5.0,-25.0,#001A3C,152
3690,9.5,5.25,1.5,#221819,152
3700,9.5,5.875,-14.25,#17192E,152
3718,9.5,6.625,-1.25,#22171C,152
3724,9.5,6.875,2.875,#251717,152
3732,9.5,7.375,-18.625,#141834,152
3753,9.5,8.125,-14.875,#1A182E,152
3761,9.5,8.375,0.875,#26161A,152
3775,9.5,9.125,-12.75,#1E172C,152
3782,9.5,9.5,3.125,#281617,152
3808,9.5,10.75,0.75,#28151A,152
3831,9.5,12.25,3.0,#2B1417,152
3836,9.5,12.5,-22.375,#181639,152
3841,9.5,12.875,-25.75,#13163D,152
3846,9.5,13.125,-19.75,#1D1535,152
3862,9.5,14.0,5.5,#2D1213,152
3885,9.5,15.625,3.25,#2E1117,152
3888,9.5,15.875,-23.25,#1D143A,152
3904,9.5,17.25,-43.125,#001756,152
3917,9.5,18.125,5.875,#320F13,152
3923,9.5,18.875,-35.25,#08144B,152
3944,9.5,20.5,-51.125,#001762,152
3945,9.5,20.5,-21.5,#261038,152
3949,9.5,20.875,-33.625,#141249,152
3958,9.5,21.75,-40.75,#001353,152
3959,9.5,21.75,-29.875,#1D1043,152
3968,9.5,22.625,8.5,#370A0F,152
3973,9.5,23.25,-12.25,#300C2B,152
3979,9.5,23.875,-38.625,#0E1150,152
3982,9.5,23.875,-4.375,#350A21,152
3985,9.5,24.125,-46.875,#00135C,152
3993,9.5,24.875,-34.75,#1B0F4A,152
4002,9.5,25.5,-1.5,#37071D,152
4020,9.5,26.75,-54.25,#001367,152
4033,9.5,27.625,-12.375,#35062B,152
4037,9.5,27.75,-44.25,#050F58,152
4039,9.5,27.75,-26.875,#2B093F,152
4048,9.5,28.5,-8.75,#380427,152
4080,9.5,31.25,-31.625,#2B0546,152
4084,9.5,31.5,-50.375,#000C61,152
4099,9.5,32.5,-43.625,#180857,152
4109,9.5,33.625,-8.75,#3D0027,152
4130,9.5,35.125,5.125,#420015,152
4137,9.5,35.625,-15.75,#3C0030,152
4157,9.5,37.25,12.0,#460008,152
4164,9.5,38.0,-46.75,#1E015C,152
4166,9.5,38.125,-23.75,#3A003B,152
4181,9.5,39.5,-19.875,#3E0036,152
4195,9.5,40.375,1.5,#46001A,152
4198,9.5,40.875,-56.375,#00016A,152
4203,9.5,41.25,-45.375,#27005A,152
4205,9.5,41.25,6.125,#480014,152
4214,9.5,42.0,-40.0,#300052,152
4242,9.5,46.375,-49.25,#2A0060,152
4245,9.5,47.0,-61.75,#000072,152
4265,9.5,50.625,-22.875,#48003A,152
4272,9.5,52.25,-8.375,#4F0027,152
4274,9.5,52.5,-69.375,#00007E,152
4283,9.5,53.375,-52.25,#310064,152
4289,9.5,54.375,-40.0,#410052,152
4306,9.5,58.75,-21.25,#510038,152
4308,9.5,59.25,-59.0,#2F006E,152
4312,9.5,60.0,-43.25,#450057,152
4320,9.5,62.375,-49.375,#420060,152
4321,9.5,62.5,-66.75,#24007A,152
4332,9.5,93.5,-93.125,#2200A4,152
4335,9.5625,-6.375,-24.0,#001F3B,153
4337,9.5625,4.25,-17.375,#0F1A32,153
4339,9.5625,6.375,-41.25,#001C54,153
4341,9.5625,8.125,-38.0,#001B4F,153
4342,9.5625,8.75,-24.875,#09193C,153
4343,9.5625,9.625,-22.625,#111839,153
4348,9.5625,12.5,-14.625,#21152E,153
4349,9.5625,14.625,-11.75,#26132B,153
4350,9.5625,16.75,-6.5,#2C1124,153
4351,9.5625,17.25,-10.625,#2A1129,153
4354,9.5625,20.125,-13.25,#2C0F2D,153
4358,9.5625,30.0,1.125,#3D011A,153
4359,9.5625,32.75,-58.5,#000F6D,153
4360,9.5625,32.875,-3.0,#3E001F,153
4363,9.5625,63.625,-75.5,#000088,153
4364,9.5625,69.75,-80.0,#00008F,153
4367,9.5625,98.125,-73.375,#570085,153
4368,9.5625,103.25,-90.25,#4500A0,153
4369,9.5625,125.25,-103.25,#5400B5,153
4371,9.625,-0.375,-21.25,#001D37,154
4379,9.625,78.75,-77.0,#30008B,154
4380,9.625,80.375,-70.5,#410081,154
4385,9.6875,-8.5,-20.75,#001F37,155
4388,9.6875,28.125,-51.5,#001163,155
4392,9.75,7.125,-10.0,#1E1828,156
4397,9.75,26.5,-19.625,#300936,156
4403,9.75,97.25,-88.25,#3D009D,156
4406,9.8125,1.375,-14.0,#0F1B2E,157
4412,9.8125,35.625,-49.875,#0D0761,157
