id,L,a,b,hex_srgb,in_srgb
1,0.0,0.0,0.0,#000000,1
2,1.0,6.0,0.0,#120004,0
3,1.0,8.0,-4.0,#12000D,0
4,1.0,8.0,0.0,#150004,0
5,1.0,10.0,-8.0,#120014,0
6,1.0,10.0,-2.0,#170009,0
7,1.0,12.0,-6.0,#170011,0
8,1.0,14.0,-14.0,#15001C,0
9,1.0,14.0,-10.0,#170017,0
10,1.0,16.0,-18.0,#140021,0
11,1.0,18.0,-16.0,#19001F,0
12,1.0,20.0,-22.0,#170026,0
13,1.0,24.0,-26.0,#18002B,0
14,1.0,28.0,-30.0,#190031,0
15,1.0,34.0,-36.0,#190039,0
16,1.0,40.0,-40.0,#1C003E,0
17,1.0,46.0,-46.0,#1B0046,0
18,1.0,52.0,-52.0,#1A004F,0
19,1.0,58.0,-56.0,#1C0055,0
20,1.0,64.0,-60.0,#1F005A,0
21,1.0,70.0,-62.0,#26005D,0
22,1.0,76.0,-66.0,#280063,0
23,1.0,84.0,-72.0,#2A006C,0
24,2.0,14.0,2.0,#1F0003,0
25,2.0,16.0,-2.0,#20000D,0
26,2.0,20.0,-8.0,#210017,0
27,2.0,20.0,-4.0,#230011,0
28,2.0,24.0,-14.0,#22001E,0
29,2.0,24.0,-10.0,#240019,0
30,2.0,28.0,-20.0,#230026,0
31,2.0,32.0,-26.0,#23002E,0
32,2.0,36.0,-32.0,#220035,0
33,2.0,42.0,-34.0,#270038,0
34,2.0,46.0,-40.0,#250040,0
35,2.0,52.0,-42.0,#2B0043,0
36,2.0,58.0,-48.0,#2B004C,0
37,2.0,94.0,-80.0,#2F007B,0
38,2.0,102.0,-84.0,#350081,0
39,3.0,22.0,2.0,#280007,0
40,3.0,24.0,-2.0,#280010,0
41,3.0,26.0,2.0,#2C0007,0
42,3.0,28.0,-12.0,#28001E,0
43,3.0,28.0,-4.0,#2B0013,0
44,3.0,30.0,-16.0,#280023,0
45,3.0,32.0,-10.0,#2D001B,0
46,3.0,34.0,-14.0,#2D0020,0
47,3.0,36.0,-18.0,#2D0025,0
48,3.0,38.0,-24.0,#2C002D,0
49,3.0,44.0,-28.0,#2F0032,0
50,3.0,46.0,-52.0,#100054,0
51,3.0,52.0,-58.0,#0B005C,0
52,3.0,70.0,-68.0,#1C006B,0
53,3.0,72.0,-56.0,#36005A,0
54,3.0,76.0,-72.0,#1F0071,0
55,3.0,88.0,-78.0,#2A007B,0
56,3.0,92.0,-74.0,#3A0075,0
57,3.0,108.0,-90.0,#37008D,0
58,3.0,116.0,-96.0,#390097,0
59,4.0,0.0,0.0,#0E0E0E,1
60,4.0,24.0,-44.0,#00044A,0
61,4.0,24.0,-40.0,#000345,0
62,4.0,26.0,-38.0,#070042,1
63,4.0,26.0,-34.0,#12003C,0
64,4.0,26.0,-30.0,#190037,0
65,4.0,26.0,-26.0,#1E0032,0
66,4.0,26.0,-22.0,#22002C,0
67,4.0,28.0,6.0,#300001,0
68,4.0,30.0,-46.0,#00004D,0
69,4.0,30.0,-30.0,#1F0037,0
70,4.0,32.0,-42.0,#0C0048,0
71,4.0,32.0,-38.0,#160042,0
72,4.0,32.0,-22.0,#28002D,0
73,4.0,32.0,0.0,#32000F,0
74,4.0,32.0,4.0,#330006,0
75,4.0,36.0,-50.0,#000053,0
76,4.0,38.0,-46.0,#10004D,0
77,4.0,42.0,-54.0,#000059,0
78,4.0,44.0,-22.0,#35002D,0
79,4.0,48.0,-36.0,#300040,0
80,4.0,50.0,-32.0,#35003A,0
81,4.0,60.0,-64.0,#110068,0
82,4.0,60.0,-42.0,#380048,0
83,4.0,64.0,-56.0,#2D005C,0
84,4.0,66.0,-50.0,#380053,0
85,4.0,78.0,-60.0,#3C0062,0
86,4.0,84.0,-64.0,#3F0068,0
87,4.0,114.0,-90.0,#450090,0
88,4.0,124.0,-102.0,#3F00A4,0
89,5.0,36.0,2.0,#38000F,0
90,5.0,38.0,-2.0,#380015,0
91,5.0,40.0,-6.0,#39001A,0
92,5.0,42.0,-10.0,#3A001F,0
93,5.0,46.0,-18.0,#3B002A,0
94,5.0,56.0,-32.0,#3E003C,0
95,5.0,72.0,-64.0,#2F006A,0
96,5.0,78.0,-66.0,#36006E,0
97,5.0,82.0,-74.0,#2E007A,0
98,5.0,96.0,-86.0,#2E008C,0
99,6.0,10.0,-38.0,#001347,0
100,6.0,10.0,-34.0,#001241,0
101,6.0,12.0,-32.0,#00113E,0
102,6.0,14.0,-40.0,#001149,0
103,6.0,14.0,-30.0,#010F3B,1
104,6.0,16.0,-38.0,#000F47,0
105,6.0,16.0,-28.0,#0D0D39,1
106,6.0,16.0,-24.0,#140C33,1
107,6.0,18.0,-36.0,#000D44,0
108,6.0,18.0,-22.0,#1A0A31,1
109,6.0,20.0,-44.0,#000E4F,0
110,6.0,20.0,-34.0,#060B41,1
111,6.0,20.0,-30.0,#120A3B,1
112,6.0,20.0,-26.0,#180936,1
113,6.0,20.0,-20.0,#1F082E,1
114,6.0,22.0,-24.0,#1E0733,1
115,6.0,22.0,-18.0,#23062B,1
116,6.0,22.0,-14.0,#260526,1
117,6.0,26.0,-18.0,#28012B,1
118,6.0,26.0,-14.0,#2B0126,1
119,6.0,26.0,-10.0,#2D0021,1
120,6.0,28.0,-6.0,#30001C,0
121,6.0,32.0,-12.0,#320024,0
122,6.0,34.0,-52.0,#00035B,0
123,6.0,34.0,-26.0,#2C0036,0
124,6.0,34.0,-8.0,#35001F,0
125,6.0,36.0,-34.0,#260041,0
126,6.0,38.0,-42.0,#1E004C,0
127,6.0,38.0,-20.0,#34002E,0
128,6.0,38.0,-16.0,#360029,0
129,6.0,38.0,-12.0,#380024,0
130,6.0,38.0,10.0,#3D0000,0
131,6.0,40.0,-32.0,#2E003E,0
132,6.0,42.0,-40.0,#28004A,0
133,6.0,44.0,-46.0,#210052,0
134,6.0,44.0,-30.0,#34003C,0
135,6.0,48.0,-44.0,#2B004F,0
136,6.0,50.0,-62.0,#00006A,0
137,6.0,50.0,-52.0,#21005B,0
138,6.0,50.0,-24.0,#3E0034,0
139,6.0,52.0,-42.0,#33004D,0
140,6.0,54.0,-50.0,#2C0058,0
141,6.0,56.0,-66.0,#000070,0
142,6.0,56.0,-56.0,#250061,0
143,6.0,58.0,-48.0,#340055,0
144,6.0,62.0,-60.0,#280067,0
145,6.0,62.0,-36.0,#440044,0
146,6.0,66.0,-66.0,#220070,0
147,6.0,66.0,-42.0,#44004D,0
148,6.0,68.0,-72.0,#120079,0
149,6.0,74.0,-74.0,#1E007C,0
150,6.0,88.0,-84.0,#24008C,0
151,6.0,90.0,-70.0,#450076,0
152,6.0,98.0,-74.0,#4B007D,0
153,6.0,100.0,-80.0,#460086,0
154,6.0,108.0,-96.0,#32009F,0
155,6.0,116.0,-100.0,#3A00A6,0
156,6.0,122.0,-96.0,#4F009F,0
157,7.0,-6.0,-30.0,#001B3D,0
158,7.0,-4.0,-26.0,#001938,0
159,7.0,-2.0,-32.0,#001940,0
160,7.0,0.0,-30.0,#00183E,0
161,7.0,0.0,-24.0,#001835,0
162,7.0,2.0,-22.0,#001633,0
163,7.0,4.0,-36.0,#001846,0
164,7.0,4.0,-30.0,#00173E,0
165,7.0,4.0,-20.0,#021530,1
166,7.0,6.0,-28.0,#00153B,0
167,7.0,6.0,-20.0,#081430,1
168,7.0,8.0,-26.0,#001438,0
169,7.0,8.0,-18.0,#10132D,1
170,7.0,10.0,-24.0,#091335,1
171,7.0,10.0,-16.0,#17122B,1
172,7.0,12.0,-22.0,#121133,1
173,7.0,12.0,-14.0,#1C1028,1
174,7.0,14.0,-20.0,#181030,1
175,7.0,14.0,-12.0,#200F25,1
176,7.0,16.0,-18.0,#1E0E2D,1
177,7.0,16.0,-10.0,#240D23,1
178,7.0,18.0,-16.0,#220C2B,1
179,7.0,18.0,-8.0,#270B20,1
180,7.0,22.0,-10.0,#2A0723,1
181,7.0,22.0,-6.0,#2C071E,1
182,7.0,26.0,-36.0,#140846,1
183,7.0,28.0,-50.0,#000B5A,0
184,7.0,28.0,-46.0,#000A54,0
185,7.0,28.0,-24.0,#280336,1
186,7.0,28.0,0.0,#340016,0
187,7.0,30.0,-44.0,#050752,1
188,7.0,30.0,-36.0,#1C0446,1
189,7.0,30.0,-18.0,#2F002E,0
190,7.0,32.0,-2.0,#370019,0
191,7.0,32.0,2.0,#380014,0
192,7.0,34.0,6.0,#3B000D,0
193,7.0,40.0,-58.0,#000066,0
194,7.0,42.0,0.0,#410017,0
195,7.0,44.0,-4.0,#42001C,0
196,7.0,44.0,4.0,#440011,0
197,7.0,48.0,-8.0,#450021,0
198,7.0,52.0,-36.0,#3B0047,0
199,7.0,70.0,-58.0,#3B0067,0
200,7.0,74.0,-54.0,#450061,0
201,7.0,80.0,-56.0,#4B0064,0
202,7.0,82.0,-82.0,#1D008B,0
203,7.0,92.0,-80.0,#3B0088,0
204,7.0,106.0,-86.0,#490092,0
205,7.0,112.0,-84.0,#55008F,0
206,7.0,126.0,-108.0,#4000B6,0
207,8.0,-20.0,-22.0,#002035,0
208,8.0,-16.0,-24.0,#001F37,0
209,8.0,-16.0,-18.0,#001F2F,0
210,8.0,-12.0,-26.0,#001E3A,0
211,8.0,-12.0,-20.0,#001D32,0
212,8.0,-12.0,-16.0,#001D2C,0
213,8.0,-8.0,-22.0,#001C35,0
214,8.0,-8.0,-18.0,#001C2F,0
215,8.0,-8.0,-14.0,#001C2A,0
216,8.0,-6.0,-12.0,#001B27,0
217,8.0,-4.0,-20.0,#001B32,0
218,8.0,-4.0,-16.0,#001A2D,0
219,8.0,-4.0,-12.0,#011A27,1
220,8.0,-2.0,-18.0,#001A2F,0
221,8.0,-2.0,-14.0,#02192A,1
222,8.0,-2.0,-10.0,#091925,1
223,8.0,0.0,-18.0,#00192F,0
224,8.0,0.0,-14.0,#07182A,1
225,8.0,0.0,-10.0,#0E1825,1
226,8.0,0.0,0.0,#181818,1
227,8.0,2.0,-18.0,#04182F,1
228,8.0,2.0,-14.0,#0C182A,1
229,8.0,2.0,-10.0,#121725,1
230,8.0,4.0,-14.0,#11172A,1
231,8.0,4.0,-10.0,#151625,1
232,8.0,4.0,-6.0,#19161F,1
233,8.0,6.0,-14.0,#14162A,1
234,8.0,6.0,-10.0,#191525,1
235,8.0,6.0,-6.0,#1C151F,1
236,8.0,8.0,-10.0,#1C1425,1
237,8.0,8.0,-6.0,#1E1420,1
238,8.0,10.0,-8.0,#201322,1
239,8.0,10.0,-4.0,#22131D,1
240,8.0,12.0,-6.0,#231220,1
241,8.0,12.0,-2.0,#25111A,1
242,8.0,14.0,-4.0,#27101D,1
243,8.0,16.0,-2.0,#2A0E1B,1
244,8.0,18.0,-46.0,#001457,0
245,8.0,20.0,-2.0,#2E0B1B,1
246,8.0,20.0,2.0,#2F0A15,1
247,8.0,22.0,-38.0,#040F4B,1
248,8.0,24.0,-50.0,#00115D,0
249,8.0,24.0,-28.0,#200B3D,1
250,8.0,24.0,0.0,#330618,1
251,8.0,24.0,4.0,#340513,1
252,8.0,28.0,-28.0,#26063D,1
253,8.0,28.0,6.0,#38000F,1
254,8.0,34.0,-44.0,#160354,1
255,8.0,34.0,-30.0,#2C0040,0
256,8.0,34.0,-22.0,#330035,0
257,8.0,38.0,-50.0,#0E005D,1
258,8.0,38.0,4.0,#410013,0
259,8.0,44.0,-54.0,#130063,0
260,8.0,44.0,12.0,#480003,0
261,8.0,46.0,-38.0,#34004C,0
262,8.0,46.0,-26.0,#3E003B,0
263,8.0,46.0,-14.0,#44002B,0
264,8.0,48.0,-64.0,#000072,0
265,8.0,52.0,-18.0,#480030,0
266,8.0,54.0,-28.0,#45003E,0
267,8.0,58.0,-42.0,#400052,0
268,8.0,58.0,-24.0,#4B0038,0
269,8.0,60.0,-72.0,#00007E,0
270,8.0,60.0,-30.0,#4A0041,0
271,8.0,62.0,-68.0,#180078,0
272,8.0,64.0,-52.0,#3D0060,0
273,8.0,64.0,-46.0,#430057,0
274,8.0,74.0,-80.0,#09008B,0
275,8.0,82.0,-66.0,#450075,0
276,8.0,86.0,-62.0,#4F006F,0
277,8.0,98.0,-90.0,#34009B,0
278,9.0,60.0,-38.0,#48004E,0
279,9.0,72.0,-70.0,#30007E,0
280,9.0,72.0,-44.0,#510057,0
281,9.0,74.0,-64.0,#3F0075,0
282,9.0,78.0,-60.0,#4A006F,0
283,9.0,80.0,-74.0,#370084,0
284,9.0,86.0,-88.0,#1B009A,0
285,9.0,86.0,-72.0,#450081,0
286,9.0,92.0,-68.0,#54007B,0
287,9.0,100.0,-96.0,#2A00A8,0
288,9.0,106.0,-78.0,#5B008B,0
289,9.0,108.0,-100.0,#3300AE,0
290,9.0,112.0,-94.0,#4B00A4,0
291,9.0,116.0,-104.0,#3C00B5,0
292,10.0,-34.0,-12.0,#00272B,0
293,10.0,-30.0,-14.0,#00262E,0
294,10.0,-28.0,-10.0,#002528,0
295,10.0,-26.0,-18.0,#002533,0
296,10.0,-24.0,-14.0,#00242E,0
297,10.0,-24.0,-10.0,#002428,0
298,10.0,-22.0,-20.0,#002436,0
299,10.0,-20.0,-16.0,#002331,0
300,10.0,-20.0,-12.0,#00232B,0
301,10.0,-20.0,-8.0,#002326,0
302,10.0,-16.0,-14.0,#00222E,0
303,10.0,-16.0,-10.0,#002229,0
304,10.0,-16.0,-6.0,#002123,0
305,10.0,-12.0,-10.0,#002029,0
306,10.0,-12.0,-6.0,#002023,0
307,10.0,-10.0,-28.0,#002142,0
308,10.0,-10.0,-4.0,#031F21,1
309,10.0,-8.0,-10.0,#001F29,0
310,10.0,-8.0,-6.0,#051F23,1
311,10.0,-6.0,-20.0,#001F36,0
312,10.0,-6.0,-8.0,#071E26,1
313,10.0,-6.0,-4.0,#0D1E21,1
314,10.0,-4.0,-28.0,#001F42,0
315,10.0,-4.0,-8.0,#0C1E26,1
316,10.0,-4.0,-4.0,#121D21,1
317,10.0,-2.0,-26.0,#001E3F,0
318,10.0,-2.0,-4.0,#151D21,1
319,10.0,0.0,-32.0,#001E47,0
320,10.0,0.0,-4.0,#191C21,1
321,10.0,2.0,-30.0,#001D44,0
322,10.0,2.0,-4.0,#1C1B21,1
323,10.0,2.0,0.0,#1E1B1C,1
324,10.0,4.0,-38.0,#001E50,0
325,10.0,4.0,-28.0,#001C42,0
326,10.0,4.0,-4.0,#1E1A21,1
327,10.0,4.0,0.0,#211A1C,1
328,10.0,6.0,-36.0,#001D4D,0
329,10.0,6.0,-26.0,#001B3F,0
330,10.0,6.0,-4.0,#211921,1
331,10.0,6.0,0.0,#23191C,1
332,10.0,8.0,-34.0,#001B4A,0
333,10.0,8.0,-24.0,#0B1A3C,1
334,10.0,8.0,-16.0,#1A1931,1
335,10.0,8.0,0.0,#26181C,1
336,10.0,10.0,-42.0,#001C56,0
337,10.0,10.0,-32.0,#001A47,0
338,10.0,10.0,-22.0,#151839,1
339,10.0,10.0,2.0,#291619,1
340,10.0,12.0,-40.0,#001A53,0
341,10.0,12.0,-30.0,#041845,1
342,10.0,12.0,-26.0,#11183F,1
343,10.0,12.0,-20.0,#1B1737,1
344,10.0,12.0,-16.0,#201731,1
345,10.0,12.0,4.0,#2C1517,1
346,10.0,14.0,-38.0,#001950,0
347,10.0,14.0,-24.0,#19163C,1
348,10.0,14.0,-14.0,#25152E,1
349,10.0,14.0,-10.0,#281529,1
350,10.0,14.0,2.0,#2D1419,1
351,10.0,16.0,-48.0,#001A5F,0
352,10.0,16.0,-36.0,#00174D,0
353,10.0,16.0,-32.0,#0C1647,1
354,10.0,16.0,-22.0,#201539,1
355,10.0,16.0,-8.0,#2B1326,1
356,10.0,16.0,6.0,#311214,1
357,10.0,18.0,-30.0,#171545,1
358,10.0,18.0,-26.0,#1E143F,1
359,10.0,18.0,-12.0,#2B122C,1
360,10.0,18.0,-6.0,#2F1124,1
361,10.0,18.0,4.0,#321017,1
362,10.0,20.0,-44.0,#001659,0
363,10.0,20.0,-24.0,#24123C,1
364,10.0,20.0,-20.0,#281137,1
365,10.0,22.0,-52.0,#001765,0
366,10.0,22.0,-42.0,#001456,0
367,10.0,22.0,-30.0,#1F1145,1
368,10.0,22.0,-18.0,#2C0F34,1
369,10.0,22.0,-14.0,#2F0E2F,1
370,10.0,22.0,6.0,#370C14,1
371,10.0,24.0,-36.0,#18114D,1
372,10.0,24.0,-24.0,#290E3C,1
373,10.0,26.0,-48.0,#00125F,0
374,10.0,26.0,-18.0,#310A34,1
375,10.0,26.0,-14.0,#34092F,1
376,10.0,26.0,-10.0,#360929,1
377,10.0,26.0,-6.0,#370824,1
378,10.0,26.0,2.0,#3A071A,1
379,10.0,28.0,-56.0,#00136B,0
380,10.0,28.0,-42.0,#120E56,1
381,10.0,28.0,-36.0,#200D4D,1
382,10.0,28.0,-32.0,#260B48,1
383,10.0,28.0,10.0,#3E040E,1
384,10.0,30.0,-54.0,#001168,0
385,10.0,30.0,-8.0,#3B0327,1
386,10.0,30.0,-4.0,#3C0222,1
387,10.0,30.0,0.0,#3D021C,1
388,10.0,30.0,4.0,#3E0117,1
389,10.0,32.0,-52.0,#000E65,0
390,10.0,32.0,-18.0,#380234,1
391,10.0,32.0,-14.0,#3A012F,1
392,10.0,32.0,8.0,#410011,0
393,10.0,34.0,-38.0,#280550,1
394,10.0,34.0,-34.0,#2D034B,1
395,10.0,34.0,-2.0,#41001F,0
396,10.0,34.0,2.0,#42001A,0
397,10.0,34.0,12.0,#44000A,0
398,10.0,36.0,-60.0,#000C71,0
399,10.0,36.0,-26.0,#37003F,0
400,10.0,36.0,-12.0,#3F002C,0
401,10.0,36.0,-8.0,#410027,0
402,10.0,38.0,-22.0,#3C003A,0
403,10.0,38.0,-18.0,#3F0034,0
404,10.0,38.0,10.0,#47000E,0
405,10.0,40.0,-44.0,#290059,0
406,10.0,40.0,-38.0,#310050,0
407,10.0,40.0,-32.0,#370048,0
408,10.0,40.0,-4.0,#460022,0
409,10.0,40.0,14.0,#4A0005,0
410,10.0,42.0,-64.0,#000577,0
411,10.0,42.0,-28.0,#3D0042,0
412,10.0,42.0,-16.0,#440032,0
413,10.0,42.0,-10.0,#46002A,0
414,10.0,42.0,8.0,#4B0012,0
415,10.0,44.0,-50.0,#250062,0
416,10.0,46.0,-46.0,#30005C,0
417,10.0,46.0,-34.0,#3D004B,0
418,10.0,46.0,-6.0,#4B0025,0
419,10.0,46.0,-2.0,#4C0020,0
420,10.0,46.0,2.0,#4D001B,0
421,10.0,46.0,16.0,#500001,0
422,10.0,48.0,-30.0,#430045,0
423,10.0,48.0,-20.0,#480037,0
424,10.0,48.0,6.0,#500015,0
425,10.0,50.0,-54.0,#290068,0
426,10.0,50.0,-10.0,#4E002A,0
427,10.0,50.0,10.0,#52000F,0
428,10.0,52.0,-64.0,#0D0077,0
429,10.0,52.0,-50.0,#330062,0
430,10.0,52.0,-44.0,#3B0059,0
431,10.0,52.0,-38.0,#410051,0
432,10.0,52.0,-4.0,#520022,0
433,10.0,54.0,-70.0,#000080,0
434,10.0,54.0,-60.0,#240071,0
435,10.0,54.0,-34.0,#47004B,0
436,10.0,56.0,-56.0,#30006B,0
437,10.0,58.0,-52.0,#3A0065,0
438,10.0,58.0,-46.0,#41005C,0
439,10.0,60.0,-20.0,#540038,0
440,10.0,62.0,-60.0,#340071,0
441,10.0,66.0,-78.0,#00008D,0
442,10.0,66.0,-32.0,#550048,0
443,10.0,68.0,-62.0,#3B0074,0
444,10.0,70.0,-54.0,#490068,0
445,10.0,76.0,-52.0,#520065,0
446,10.0,88.0,-82.0,#390094,0
447,10.0,92.0,-76.0,#4C008A,0
448,10.0,100.0,-80.0,#530091,0
449,10.0,104.0,-88.0,#4C009D,0
450,10.0,120.0,-96.0,#5A00AB,0
451,10.0,126.0,-98.0,#6000AE,0
452,11.0,50.0,-26.0,#4A0042,0
453,11.0,58.0,-68.0,#180080,0
454,11.0,60.0,-76.0,#00008D,0
455,11.0,60.0,-64.0,#2B007A,0
456,11.0,64.0,-56.0,#40006E,0
457,11.0,66.0,-70.0,#2A0083,0
458,11.0,70.0,-76.0,#21008D,0
459,11.0,74.0,-40.0,#5C0056,0
460,11.0,76.0,-84.0,#100099,0
461,11.0,78.0,-78.0,#310090,0
462,11.0,84.0,-58.0,#5A0071,0
463,11.0,90.0,-60.0,#5F0074,0
464,11.0,94.0,-94.0,#2800AA,0
465,11.0,96.0,-86.0,#44009D,0
466,11.0,100.0,-70.0,#620084,0
467,11.0,110.0,-88.0,#5A00A0,0
468,11.0,116.0,-86.0,#66009D,0
469,11.0,124.0,-112.0,#4100C8,0
470,11.0,126.0,-106.0,#5500BE,0
471,12.0,-46.0,-4.0,#002D24,0
472,12.0,-40.0,-8.0,#002B2A,0
473,12.0,-40.0,-4.0,#002B24,0
474,12.0,-34.0,-8.0,#002A2A,0
475,12.0,-34.0,-4.0,#002A24,0
476,12.0,-32.0,0.0,#00291F,0
477,12.0,-28.0,-6.0,#002827,0
478,12.0,-28.0,-2.0,#002822,0
479,12.0,-24.0,-4.0,#002724,0
480,12.0,-24.0,0.0,#00271F,0
481,12.0,-20.0,-26.0,#002843,0
482,12.0,-20.0,-2.0,#002622,0
483,12.0,-20.0,2.0,#00261C,0
484,12.0,-18.0,-20.0,#00273B,0
485,12.0,-16.0,-28.0,#002746,0
486,12.0,-16.0,0.0,#00251F,0
487,12.0,-16.0,4.0,#03251A,1
488,12.0,-14.0,-22.0,#00263E,0
489,12.0,-14.0,-18.0,#002638,0
490,12.0,-12.0,-32.0,#00274C,0
491,12.0,-12.0,-26.0,#002643,0
492,12.0,-12.0,-2.0,#052422,1
493,12.0,-12.0,2.0,#0B241C,1
494,12.0,-10.0,-22.0,#00253E,0
495,12.0,-10.0,-18.0,#002438,0
496,12.0,-10.0,-14.0,#002432,0
497,12.0,-10.0,-10.0,#00242D,0
498,12.0,-10.0,0.0,#0D231F,1
499,12.0,-10.0,4.0,#12231A,1
500,12.0,-8.0,-36.0,#002652,0
501,12.0,-8.0,-2.0,#102322,1
502,12.0,-8.0,2.0,#14221D,1
503,12.0,-8.0,6.0,#172217,1
504,12.0,-6.0,-24.0,#002441,0
505,12.0,-6.0,-14.0,#002333,0
506,12.0,-6.0,-2.0,#142222,1
507,12.0,-6.0,2.0,#17221D,1
508,12.0,-6.0,6.0,#1A2217,1
509,12.0,-4.0,-38.0,#002555,0
510,12.0,-4.0,-22.0,#00233E,0
511,12.0,-4.0,-16.0,#002235,0
512,12.0,-4.0,-12.0,#092230,1
513,12.0,-4.0,0.0,#19211F,1
514,12.0,-4.0,4.0,#1C211A,1
515,12.0,-2.0,-20.0,#00223B,0
516,12.0,-2.0,-16.0,#052135,1
517,12.0,-2.0,-12.0,#0F2130,1
518,12.0,-2.0,-8.0,#15212A,1
519,12.0,-2.0,0.0,#1C201F,1
520,12.0,-2.0,4.0,#1F201A,1
521,12.0,0.0,-40.0,#002458,0
522,12.0,0.0,-20.0,#00213B,1
523,12.0,0.0,-16.0,#0C2135,1
524,12.0,0.0,-12.0,#142030,1
525,12.0,0.0,-8.0,#19202A,1
526,12.0,0.0,0.0,#1F1F1F,1
527,12.0,0.0,4.0,#221F1A,1
528,12.0,0.0,8.0,#241F15,1
529,12.0,2.0,-20.0,#08203B,1
530,12.0,2.0,-16.0,#122035,1
531,12.0,2.0,-12.0,#181F30,1
532,12.0,2.0,-8.0,#1C1F2A,1
533,12.0,2.0,4.0,#241E1A,1
534,12.0,2.0,8.0,#261E15,1
535,12.0,4.0,-42.0,#00225B,0
536,12.0,4.0,-20.0,#0E1F3B,1
537,12.0,4.0,-16.0,#161F35,1
538,12.0,4.0,-12.0,#1C1E30,1
539,12.0,4.0,-8.0,#1F1E2A,1
540,12.0,4.0,4.0,#271D1A,1
541,12.0,4.0,8.0,#291D15,1
542,12.0,6.0,-20.0,#141E3B,1
543,12.0,6.0,-16.0,#1A1E35,1
544,12.0,6.0,-12.0,#1F1E30,1
545,12.0,6.0,-8.0,#221D2A,1
546,12.0,6.0,4.0,#291C1A,1
547,12.0,6.0,8.0,#2B1C15,1
548,12.0,8.0,-12.0,#221C30,1
549,12.0,8.0,-8.0,#251C2B,1
550,12.0,8.0,-4.0,#281C25,1
551,12.0,8.0,4.0,#2C1B1A,1
552,12.0,8.0,8.0,#2D1B15,1
553,12.0,10.0,-48.0,#002164,0
554,12.0,10.0,-10.0,#271B2D,1
555,12.0,10.0,-6.0,#291B28,1
556,12.0,10.0,-2.0,#2C1B22,1
557,12.0,10.0,6.0,#2F1A18,1
558,12.0,10.0,10.0,#301A12,1
559,12.0,12.0,-4.0,#2D1925,1
560,12.0,12.0,0.0,#2F1920,1
561,12.0,12.0,8.0,#321915,1
562,12.0,14.0,-2.0,#301823,1
563,12.0,14.0,12.0,#35170F,1
564,12.0,16.0,-52.0,#001E6A,0
565,12.0,16.0,-18.0,#281838,1
566,12.0,16.0,0.0,#331620,1
567,12.0,16.0,10.0,#371612,1
568,12.0,18.0,-16.0,#2D1636,1
569,12.0,20.0,-8.0,#34142B,1
570,12.0,20.0,-4.0,#361325,1
571,12.0,20.0,0.0,#381320,1
572,12.0,20.0,8.0,#3A1215,1
573,12.0,20.0,12.0,#3B120F,1
574,12.0,24.0,-28.0,#2A1347,1
575,12.0,24.0,-2.0,#3B0F23,1
576,12.0,24.0,12.0,#3F0E0F,1
577,12.0,28.0,-28.0,#300F47,1
578,12.0,28.0,-24.0,#340E41,1
579,12.0,28.0,6.0,#420918,1
580,12.0,30.0,14.0,#45040C,1
581,12.0,32.0,-22.0,#3A073E,1
582,12.0,34.0,-48.0,#180D64,1
583,12.0,34.0,-42.0,#260B5B,1
584,12.0,34.0,-30.0,#36064A,1
585,12.0,36.0,16.0,#4C0007,0
586,12.0,38.0,-54.0,#0E0A6D,1
587,12.0,38.0,-48.0,#220764,1
588,12.0,38.0,6.0,#4C0019,0
589,12.0,40.0,-66.0,#000E7F,0
590,12.0,42.0,-60.0,#000676,0
591,12.0,42.0,18.0,#520003,0
592,12.0,44.0,-56.0,#1C0070,0
593,12.0,46.0,-38.0,#3E0055,0
594,12.0,48.0,-64.0,#02007C,0
595,12.0,50.0,-70.0,#000086,0
596,12.0,52.0,-14.0,#540034,0
597,12.0,52.0,16.0,#5B0009,0
598,12.0,56.0,2.0,#5C001F,0
599,12.0,58.0,-16.0,#590037,0
600,12.0,58.0,-10.0,#5B002F,0
601,12.0,60.0,-28.0,#560047,0
602,12.0,64.0,-46.0,#4E0061,0
603,12.0,64.0,-24.0,#5C0042,0
604,12.0,66.0,-40.0,#560059,0
605,12.0,70.0,-48.0,#540064,0
606,12.0,72.0,-60.0,#4A0076,0
607,12.0,76.0,-68.0,#450083,0
608,12.0,78.0,-62.0,#50007A,0
609,12.0,82.0,-88.0,#1C00A3,0
610,12.0,84.0,-68.0,#510083,0
611,12.0,90.0,-70.0,#580086,0
612,12.0,106.0,-104.0,#2D00BD,0
613,12.0,108.0,-94.0,#4F00AD,0
614,12.0,114.0,-108.0,#3700C4,0
615,13.0,40.0,-42.0,#34025E,1
616,13.0,40.0,-36.0,#3B0055,0
617,13.0,40.0,-30.0,#40004C,0
618,13.0,40.0,-24.0,#450044,0
619,13.0,40.0,-18.0,#48003B,0
620,13.0,42.0,-14.0,#4C0036,0
621,13.0,42.0,-6.0,#4F002B,0
622,13.0,42.0,-2.0,#500026,0
623,13.0,42.0,2.0,#510020,0
624,13.0,42.0,10.0,#530016,0
625,13.0,42.0,14.0,#540010,0
626,13.0,42.0,22.0,#550000,0
627,13.0,44.0,-66.0,#000882,0
628,13.0,46.0,-50.0,#32006A,0
629,13.0,46.0,-44.0,#3A0061,0
630,13.0,46.0,-32.0,#46004F,0
631,13.0,46.0,-20.0,#4E003E,0
632,13.0,48.0,-10.0,#540030,0
