id,L,a,b,hex_srgb,in_srgb
2311,23.0,-12.0,-14.0,#003D4B,0
2312,23.0,-12.0,-2.0,#1E3C3A,1
2313,23.0,-12.0,16.0,#2D3B1E,1
2314,23.0,-12.0,20.0,#2F3B18,1
2315,23.0,-10.0,-38.0,#003E70,0
2316,23.0,-10.0,-30.0,#003D64,0
2317,23.0,-10.0,-20.0,#003D54,0
2318,23.0,-10.0,-4.0,#203B3D,1
2319,23.0,-10.0,0.0,#253B37,1
2320,23.0,-10.0,12.0,#2E3B25,1
2321,23.0,-10.0,22.0,#333A14,1
2322,23.0,-10.0,26.0,#343A0D,1
2323,23.0,-8.0,-46.0,#003F7C,0
2324,23.0,-8.0,-16.0,#0C3B4E,1
2325,23.0,-8.0,-12.0,#183B48,1
2326,23.0,-8.0,-2.0,#273A3A,1
2327,23.0,-8.0,2.0,#2B3A34,1
2328,23.0,-8.0,6.0,#2E3A2E,1
2329,23.0,-8.0,14.0,#323A22,1
2330,23.0,-8.0,18.0,#343A1B,1
2331,23.0,-8.0,28.0,#373909,1
2332,23.0,-6.0,-54.0,#003F89,0
2333,23.0,-6.0,-22.0,#003B57,0
2334,23.0,-4.0,-48.0,#003D80,0
2335,23.0,-4.0,12.0,#383825,1
2336,23.0,-2.0,-56.0,#003E8C,0
2337,23.0,-2.0,-44.0,#003C79,0
2338,23.0,-2.0,14.0,#3B3722,1
2339,23.0,-2.0,18.0,#3D371C,1
2340,23.0,-2.0,22.0,#3E3715,1
2341,23.0,-2.0,28.0,#3F3709,1
2342,23.0,0.0,-50.0,#003C83,0
2343,23.0,0.0,-26.0,#0C395E,1
2344,23.0,0.0,0.0,#373737,1
2345,23.0,0.0,16.0,#3F361F,1
2346,23.0,0.0,20.0,#403619,1
2347,23.0,0.0,24.0,#413612,1
2348,23.0,0.0,32.0,#433600,0
2349,23.0,2.0,-58.0,#003D90,0
2350,23.0,2.0,-46.0,#003B7C,0
2351,23.0,2.0,16.0,#42351F,1
2352,23.0,2.0,20.0,#433519,1
2353,23.0,4.0,-52.0,#003B86,0
2354,23.0,4.0,-30.0,#0F3864,1
2355,23.0,4.0,16.0,#44341F,1
2356,23.0,4.0,20.0,#453419,1
2357,23.0,4.0,24.0,#463412,1
2358,23.0,4.0,30.0,#473405,1
2359,23.0,6.0,-28.0,#1E3661,1
2360,23.0,6.0,16.0,#47331F,1
2361,23.0,6.0,20.0,#483319,1
2362,23.0,6.0,28.0,#4A330A,1
2363,23.0,8.0,-54.0,#003989,0
2364,23.0,8.0,-36.0,#05366D,1
2365,23.0,8.0,-26.0,#28355E,1
2366,23.0,8.0,24.0,#4B3212,1
2367,23.0,10.0,-64.0,#003A99,0
2368,23.0,10.0,-34.0,#1A356A,1
2369,23.0,10.0,-24.0,#30345B,1
2370,23.0,10.0,28.0,#4E300B,1
2371,23.0,12.0,-42.0,#003576,0
2372,23.0,12.0,18.0,#4F2F1C,1
2373,23.0,14.0,-40.0,#133473,1
2374,23.0,14.0,30.0,#532E06,1
2375,23.0,16.0,-38.0,#223270,1
2376,23.0,16.0,0.0,#4D2E37,1
2377,23.0,18.0,-54.0,#003489,0
2378,23.0,18.0,-36.0,#2D306D,1
2379,23.0,18.0,24.0,#572B13,1
2380,23.0,20.0,30.0,#5A2907,1
2381,23.0,22.0,-60.0,#003293,0
2382,23.0,22.0,-44.0,#242F7A,1
2383,23.0,24.0,-42.0,#2E2D77,1
2384,23.0,24.0,34.0,#5F2600,0
2385,23.0,26.0,-60.0,#003093,0
2386,23.0,26.0,-50.0,#1D2D83,1
2387,23.0,26.0,30.0,#612408,1
2388,23.0,28.0,-58.0,#002E90,0
2389,23.0,28.0,-48.0,#2A2B80,1
2390,23.0,28.0,-38.0,#3E2970,1
2391,23.0,28.0,-26.0,#4C275E,1
2392,23.0,28.0,-22.0,#4F2658,1
2393,23.0,30.0,-56.0,#122B8D,1
2394,23.0,30.0,-46.0,#34297D,1
2395,23.0,30.0,36.0,#662000,0
2396,23.0,32.0,-54.0,#252989,1
2397,23.0,34.0,-66.0,#002B9D,0
2398,23.0,34.0,-46.0,#3D257D,1
2399,23.0,34.0,34.0,#6A1A00,0
2400,23.0,36.0,-54.0,#31258A,1
2401,23.0,40.0,-68.0,#0025A0,0
2402,23.0,42.0,30.0,#720B0B,1
2403,23.0,44.0,-68.0,#1821A0,1
2404,23.0,48.0,-16.0,#6C0150,1
2405,23.0,48.0,28.0,#780010,0
2406,23.0,50.0,-78.0,#001DB1,0
2407,23.0,50.0,-72.0,#1F1AA7,1
2408,23.0,50.0,-54.0,#4E0F8A,1
2409,23.0,50.0,-22.0,#6C0059,0
2410,23.0,50.0,-12.0,#70004A,0
2411,23.0,52.0,10.0,#79002B,0
2412,23.0,54.0,-60.0,#4C0793,1
2413,23.0,54.0,-52.0,#580087,1
2414,23.0,54.0,30.0,#7E000D,0
2415,23.0,56.0,-90.0,#001AC5,0
2416,23.0,58.0,-76.0,#2E09AD,1
2417,23.0,58.0,-68.0,#4400A0,1
2418,23.0,58.0,-58.0,#560090,0
2419,23.0,60.0,-64.0,#50009A,0
2420,23.0,60.0,-54.0,#5E008A,0
2421,23.0,60.0,28.0,#840012,0
2422,23.0,60.0,34.0,#840005,0
2423,23.0,62.0,-74.0,#4000AA,0
2424,23.0,62.0,-50.0,#660084,0
2425,23.0,62.0,-32.0,#740068,0
2426,23.0,64.0,-70.0,#4D00A4,0
2427,23.0,64.0,-62.0,#5A0097,0
2428,23.0,64.0,-18.0,#7E0053,0
2429,23.0,64.0,-4.0,#83003F,0
2430,23.0,64.0,16.0,#870023,0
2431,23.0,66.0,-56.0,#65008D,0
2432,23.0,66.0,-12.0,#82004A,0
2433,23.0,66.0,36.0,#8B0001,0
2434,23.0,68.0,-78.0,#4400B1,0
2435,23.0,68.0,-38.0,#780071,0
2436,23.0,70.0,-72.0,#5500A7,0
2437,23.0,70.0,-66.0,#5F009D,0
2438,23.0,70.0,-52.0,#6F0087,0
2439,23.0,70.0,-24.0,#82005C,0
2440,23.0,70.0,-2.0,#89003C,0
2441,23.0,70.0,26.0,#8E0016,0
2442,23.0,72.0,-60.0,#6A0094,0
2443,23.0,72.0,-44.0,#78007A,0
2444,23.0,72.0,-16.0,#870050,0
2445,23.0,72.0,-10.0,#890048,0
2446,23.0,72.0,6.0,#8D0031,0
2447,23.0,74.0,-86.0,#3D00BE,0
2448,23.0,74.0,-80.0,#4D00B4,0
2449,23.0,76.0,-56.0,#73008D,0
2450,23.0,76.0,-50.0,#790084,0
2451,23.0,76.0,12.0,#920029,0
2452,23.0,78.0,-18.0,#8D0054,0
2453,23.0,78.0,-4.0,#910040,0
2454,23.0,78.0,2.0,#930037,0
2455,23.0,80.0,-88.0,#4800C2,0
2456,23.0,80.0,-12.0,#91004B,0
2457,23.0,82.0,-60.0,#780094,0
2458,23.0,82.0,-52.0,#7F0087,0
2459,23.0,82.0,-36.0,#8A006E,0
2460,23.0,86.0,-24.0,#94005D,0
2461,23.0,88.0,-58.0,#820091,0
2462,23.0,90.0,-36.0,#93006F,0
2463,23.0,94.0,-62.0,#860097,0
2464,23.0,100.0,-50.0,#960084,0
2465,23.0,102.0,-66.0,#8D009E,0
2466,23.0,108.0,-102.0,#6500DA,0
2467,23.0,108.0,-94.0,#7400CC,0
2468,23.0,110.0,-88.0,#8100C2,0
2469,23.0,114.0,-100.0,#7500D6,0
2470,23.0,116.0,-94.0,#8200CC,0
2471,23.0,122.0,-104.0,#7C00DD,0
2472,23.0,122.0,-88.0,#9200C2,0
2473,23.0,124.0,-98.0,#8900D3,0
2474,24.0,-90.0,-6.0,#004E41,0
2475,24.0,-90.0,0.0,#004E38,0
2476,24.0,-84.0,-10.0,#004D47,0
2477,24.0,-82.0,24.0,#004C10,0
2478,24.0,-78.0,-14.0,#004D4D,0
2479,24.0,-78.0,36.0,#004B00,0
2480,24.0,-76.0,20.0,#004B18,0
2481,24.0,-74.0,26.0,#004B0B,0
2482,24.0,-72.0,-18.0,#004C53,0
2483,24.0,-68.0,36.0,#004A00,0
2484,24.0,-66.0,-22.0,#004C59,0
2485,24.0,-66.0,26.0,#004A0C,0
2486,24.0,-60.0,-26.0,#004B5F,0
2487,24.0,-60.0,-20.0,#004B56,0
2488,24.0,-60.0,36.0,#004900,0
2489,24.0,-58.0,4.0,#004932,0
2490,24.0,-54.0,-30.0,#004B66,0
2491,24.0,-54.0,16.0,#00481F,0
2492,24.0,-50.0,38.0,#004700,0
2493,24.0,-48.0,-32.0,#004A69,0
2494,24.0,-48.0,30.0,#004703,0
2495,24.0,-42.0,10.0,#004629,0
2496,24.0,-42.0,28.0,#004608,0
2497,24.0,-42.0,38.0,#004600,0
2498,24.0,-34.0,38.0,#044400,0
2499,24.0,-32.0,4.0,#004432,0
2500,24.0,-30.0,-30.0,#004666,0
2501,24.0,-30.0,32.0,#0F4300,0
2502,24.0,-26.0,-46.0,#00477F,0
2503,24.0,-26.0,6.0,#00422F,0
2504,24.0,-26.0,40.0,#1F4200,0
2505,24.0,-24.0,30.0,#1F4105,1
2506,24.0,-22.0,-48.0,#004682,0
2507,24.0,-22.0,40.0,#274000,0
2508,24.0,-18.0,-50.0,#004585,0
2509,24.0,-18.0,8.0,#1D402D,1
2510,24.0,-18.0,30.0,#2B3F05,1
2511,24.0,-16.0,40.0,#313E00,0
2512,24.0,-14.0,-52.0,#004488,0
2513,24.0,-14.0,-30.0,#004166,0
2514,24.0,-14.0,-18.0,#004054,0
2515,24.0,-14.0,6.0,#243F30,1
2516,24.0,-14.0,10.0,#283E2A,1
2517,24.0,-12.0,38.0,#363D00,0
2518,24.0,-10.0,-54.0,#00438C,0
2519,24.0,-10.0,-8.0,#1C3E45,1
2520,24.0,-10.0,4.0,#2B3D33,1
2521,24.0,-10.0,8.0,#2E3D2D,1
2522,24.0,-8.0,-6.0,#243D42,1
2523,24.0,-8.0,10.0,#333C2A,1
2524,24.0,-8.0,40.0,#3D3B00,0
2525,24.0,-6.0,-28.0,#003E63,0
2526,24.0,-6.0,-12.0,#203D4B,1
2527,24.0,-6.0,-8.0,#263C45,1
2528,24.0,-6.0,12.0,#373B27,1
2529,24.0,-6.0,16.0,#393B21,1
2530,24.0,-4.0,-6.0,#2D3B42,1
2531,24.0,-4.0,-2.0,#313B3C,1
2532,24.0,-4.0,2.0,#343B36,1
2533,24.0,-4.0,18.0,#3C3A1E,1
2534,24.0,-4.0,38.0,#413A00,0
2535,24.0,-2.0,-32.0,#003D69,0
2536,24.0,-2.0,-6.0,#313A42,1
2537,24.0,-2.0,-2.0,#343A3C,1
2538,24.0,-2.0,2.0,#373A36,1
2539,24.0,-2.0,6.0,#3A3A30,1
2540,24.0,-2.0,10.0,#3C392A,1
2541,24.0,0.0,-8.0,#323A45,1
2542,24.0,0.0,-4.0,#36393F,1
2543,24.0,0.0,4.0,#3C3933,1
2544,24.0,0.0,8.0,#3E392D,1
2545,24.0,0.0,12.0,#403827,1
2546,24.0,0.0,38.0,#463800,0
2547,24.0,2.0,-40.0,#003C76,0
2548,24.0,2.0,-34.0,#003B6C,0
2549,24.0,2.0,-8.0,#363945,1
2550,24.0,2.0,-4.0,#39383F,1
2551,24.0,2.0,0.0,#3C3839,1
2552,24.0,2.0,4.0,#3F3833,1
2553,24.0,2.0,8.0,#41382D,1
2554,24.0,2.0,12.0,#423727,1
2555,24.0,2.0,26.0,#473710,1
2556,24.0,4.0,-8.0,#393845,1
2557,24.0,4.0,-4.0,#3C373F,1
2558,24.0,4.0,0.0,#3F3739,1
2559,24.0,4.0,4.0,#413733,1
2560,24.0,4.0,8.0,#43372D,1
2561,24.0,4.0,12.0,#453627,1
2562,24.0,4.0,36.0,#4B3600,0
2563,24.0,6.0,-42.0,#003A79,0
2564,24.0,6.0,-12.0,#39374B,1
2565,24.0,6.0,-8.0,#3D3745,1
2566,24.0,6.0,-4.0,#40363F,1
2567,24.0,6.0,0.0,#423639,1
2568,24.0,6.0,4.0,#443633,1
2569,24.0,6.0,8.0,#46362D,1
2570,24.0,6.0,12.0,#483527,1
2571,24.0,8.0,-40.0,#003976,0
2572,24.0,8.0,-16.0,#383651,1
2573,24.0,8.0,-12.0,#3C364B,1
2574,24.0,8.0,-8.0,#403545,1
2575,24.0,8.0,-4.0,#43353F,1
2576,24.0,8.0,0.0,#453539,1
2577,24.0,8.0,4.0,#473533,1
2578,24.0,8.0,8.0,#49342D,1
2579,24.0,8.0,12.0,#4A3427,1
2580,24.0,8.0,16.0,#4C3421,1
2581,24.0,8.0,32.0,#4F3403,1
2582,24.0,8.0,38.0,#503400,0
2583,24.0,10.0,-10.0,#413548,1
2584,24.0,10.0,-6.0,#443442,1
2585,24.0,10.0,-2.0,#47343C,1
2586,24.0,10.0,2.0,#493436,1
2587,24.0,10.0,6.0,#4B3330,1
2588,24.0,10.0,10.0,#4C332B,1
2589,24.0,10.0,20.0,#4F331B,1
2590,24.0,12.0,-62.0,#003B99,0
2591,24.0,12.0,-50.0,#003886,0
2592,24.0,12.0,-30.0,#2D3566,1
2593,24.0,12.0,-20.0,#3B3457,1
2594,24.0,12.0,-16.0,#3F3451,1
2595,24.0,12.0,-4.0,#48333F,1
2596,24.0,12.0,0.0,#4A3339,1
2597,24.0,12.0,4.0,#4C3234,1
2598,24.0,12.0,8.0,#4E322E,1
2599,24.0,12.0,14.0,#503225,1
2600,24.0,12.0,40.0,#553100,0
2601,24.0,14.0,-60.0,#003996,0
2602,24.0,14.0,-48.0,#003782,0
2603,24.0,14.0,-24.0,#3A345D,1
2604,24.0,14.0,-14.0,#44324E,1
2605,24.0,14.0,-10.0,#473248,1
2606,24.0,14.0,-2.0,#4C313C,1
2607,24.0,14.0,2.0,#4E3137,1
2608,24.0,14.0,12.0,#523128,1
2609,24.0,14.0,22.0,#543018,1
2610,24.0,16.0,-68.0,#003AA3,0
2611,24.0,16.0,-58.0,#003892,0
2612,24.0,16.0,-22.0,#40325A,1
2613,24.0,16.0,-18.0,#443254,1
2614,24.0,16.0,-8.0,#4B3145,1
2615,24.0,16.0,6.0,#523031,1
2616,24.0,16.0,10.0,#542F2B,1
2617,24.0,16.0,16.0,#552F22,1
2618,24.0,16.0,28.0,#582F0E,1
2619,24.0,18.0,-66.0,#00389F,0
2620,24.0,18.0,-30.0,#393266,1
2621,24.0,18.0,-26.0,#3F3160,1
2622,24.0,18.0,-16.0,#483051,1
2623,24.0,18.0,-12.0,#4B304B,1
2624,24.0,18.0,-6.0,#4F2F42,1
2625,24.0,18.0,4.0,#542E34,1
2626,24.0,18.0,14.0,#572E25,1
2627,24.0,18.0,34.0,#5B2D00,1
2628,24.0,20.0,-64.0,#00379C,0
2629,24.0,20.0,-24.0,#442F5D,1
2630,24.0,20.0,-20.0,#482F57,1
2631,24.0,20.0,-2.0,#542D3D,1
2632,24.0,20.0,8.0,#582C2E,1
2633,24.0,20.0,18.0,#5B2C1F,1
2634,24.0,20.0,40.0,#5E2B00,0
2635,24.0,22.0,-72.0,#0037A9,0
2636,24.0,22.0,-36.0,#383070,1
2637,24.0,22.0,-30.0,#412F66,1
2638,24.0,22.0,-18.0,#4D2D54,1
2639,24.0,22.0,-14.0,#502D4E,1
2640,24.0,22.0,-10.0,#522C48,1
2641,24.0,22.0,-6.0,#542C43,1
2642,24.0,22.0,2.0,#582B37,1
2643,24.0,22.0,6.0,#5A2B31,1
2644,24.0,22.0,16.0,#5C2A22,1
2645,24.0,22.0,28.0,#5F2A0F,1
2646,24.0,22.0,36.0,#602A00,0
2647,24.0,24.0,-70.0,#0036A6,0
2648,24.0,24.0,-28.0,#462D63,1
2649,24.0,24.0,-2.0,#592A3D,1
2650,24.0,24.0,10.0,#5D292B,1
2651,24.0,24.0,14.0,#5E2925,1
2652,24.0,26.0,-68.0,#0034A3,0
2653,24.0,26.0,-18.0,#522A54,1
2654,24.0,26.0,-14.0,#55294E,1
2655,24.0,26.0,-10.0,#572949,1
2656,24.0,26.0,-6.0,#592943,1
2657,24.0,26.0,2.0,#5D2837,1
2658,24.0,26.0,6.0,#5E2831,1
2659,24.0,26.0,18.0,#61271F,1
2660,24.0,26.0,40.0,#652600,0
2661,24.0,28.0,-76.0,#0034B0,0
2662,24.0,28.0,-66.0,#00329F,0
2663,24.0,28.0,-34.0,#462B6D,1
2664,24.0,28.0,10.0,#62252B,1
2665,24.0,28.0,14.0,#632525,1
2666,24.0,28.0,28.0,#65240F,1
2667,24.0,30.0,-8.0,#5D2546,1
2668,24.0,30.0,-4.0,#5F2440,1
2669,24.0,30.0,0.0,#61243A,1
2670,24.0,30.0,4.0,#622434,1
2671,24.0,30.0,18.0,#662320,1
2672,24.0,30.0,22.0,#67221A,1
2673,24.0,32.0,-76.0,#0031B0,0
2674,24.0,32.0,-34.0,#4D276D,1
2675,24.0,32.0,-22.0,#57255B,1
2676,24.0,32.0,-18.0,#5A2455,1
2677,24.0,32.0,8.0,#66212E,1
2678,24.0,32.0,28.0,#6A2010,1
2679,24.0,34.0,-2.0,#65203D,1
2680,24.0,34.0,2.0,#661F37,1
2681,24.0,34.0,12.0,#691E29,1
2682,24.0,34.0,16.0,#6A1E23,1
2683,24.0,36.0,-42.0,#492479,1
2684,24.0,36.0,-26.0,#5A2161,1
2685,24.0,36.0,-12.0,#631E4C,1
2686,24.0,36.0,-8.0,#651E46,1
2687,24.0,36.0,6.0,#6A1C32,1
2688,24.0,36.0,20.0,#6D1B1D,1
2689,24.0,36.0,28.0,#6E1A10,1
2690,24.0,36.0,40.0,#6F1A00,0
2691,24.0,38.0,-82.0,#002EBA,0
2692,24.0,38.0,-38.0,#522173,1
2693,24.0,38.0,-22.0,#5F1D5B,1
2694,24.0,38.0,-18.0,#621D55,1
2695,24.0,38.0,10.0,#6D182C,1
2696,24.0,40.0,-48.0,#482183,1
2697,24.0,40.0,-34.0,#591D6D,1
2698,24.0,40.0,18.0,#711420,1
2699,24.0,40.0,40.0,#731300,0
2700,24.0,42.0,-62.0,#2E2399,1
2701,24.0,42.0,-44.0,#511D7C,1
2702,24.0,42.0,-30.0,#5F1967,1
2703,24.0,42.0,-10.0,#6B1449,1
2704,24.0,42.0,22.0,#730F1B,1
2705,24.0,42.0,26.0,#740F14,1
2706,24.0,44.0,-84.0,#0029BD,0
2707,24.0,44.0,-54.0,#461E8C,1
2708,24.0,44.0,-26.0,#641461,1
2709,24.0,44.0,36.0,#770800,0
2710,24.0,46.0,-60.0,#3E1D96,1
2711,24.0,46.0,2.0,#740638,1
2712,24.0,46.0,16.0,#770324,1
2713,24.0,48.0,-84.0,#0025BD,0
2714,24.0,48.0,-66.0,#341CA0,1
2715,24.0,50.0,-42.0,#5F0C79,1
2716,24.0,50.0,-28.0,#6B0364,1
2717,24.0,50.0,40.0,#7E0000,0
2718,24.0,52.0,-64.0,#43149C,1
2719,24.0,52.0,-38.0,#660273,1
2720,24.0,54.0,4.0,#7D0035,0
2721,24.0,56.0,-80.0,#1316B7,1
2722,24.0,56.0,-46.0,#640080,0
2723,24.0,56.0,-30.0,#710067,0
2724,24.0,58.0,-42.0,#6B007A,0
2725,24.0,58.0,-10.0,#7D004A,0
2726,24.0,58.0,8.0,#820030,0
2727,24.0,58.0,20.0,#84001F,0
2728,24.0,60.0,-36.0,#720070,0
2729,24.0,60.0,-26.0,#780061,0
2730,24.0,60.0,0.0,#82003B,0
2731,24.0,62.0,-90.0,#000FC8,0
2732,24.0,64.0,-44.0,#71007D,0
2733,24.0,64.0,10.0,#89002D,0
2734,24.0,64.0,22.0,#8A001D,0
2735,24.0,68.0,-98.0,#0003D5,0
2736,24.0,74.0,-102.0,#0000DC,0
2737,24.0,74.0,20.0,#940021,0
2738,24.0,78.0,-24.0,#8E005F,0
2739,24.0,80.0,-104.0,#0000E0,0
2740,24.0,80.0,-82.0,#5900BA,0
2741,24.0,84.0,-42.0,#8B007A,0
2742,24.0,86.0,-106.0,#0000E3,0
2743,24.0,88.0,-66.0,#7D00A0,0
2744,24.0,92.0,-108.0,#2300E7,0
2745,24.0,96.0,-70.0,#8400A7,0
2746,24.0,100.0,-58.0,#940094,0
2747,24.0,104.0,-114.0,#3A00F1,0
2748,24.0,108.0,-74.0,#9100AE,0
2749,24.0,108.0,-62.0,#9B009A,0
2750,24.0,110.0,-68.0,#9900A4,0
2751,24.0,116.0,-106.0,#7100E4,0
2752,25.0,-58.0,26.0,#004B0E,0
2753,25.0,-56.0,40.0,#004B00,0
2754,25.0,-52.0,22.0,#004A17,0
2755,25.0,-46.0,24.0,#004913,0
2756,25.0,-44.0,34.0,#004900,0
2757,25.0,-40.0,20.0,#00481B,0
2758,25.0,-38.0,30.0,#004706,0
2759,25.0,-36.0,12.0,#004728,0
2760,25.0,-34.0,16.0,#004722,0
2761,25.0,-34.0,20.0,#00471B,0
2762,25.0,-32.0,8.0,#00462E,0
2763,25.0,-32.0,24.0,#004614,0
2764,25.0,-32.0,42.0,#134600,0
2765,25.0,-30.0,12.0,#004628,0
2766,25.0,-26.0,24.0,#194414,1
2767,25.0,-22.0,-4.0,#004441,0
2768,25.0,-22.0,4.0,#0B4435,1
2769,25.0,-22.0,16.0,#1D4322,1
2770,25.0,-22.0,20.0,#20431C,1
2771,25.0,-22.0,24.0,#234314,1
2772,25.0,-20.0,0.0,#0A433B,1
2773,25.0,-20.0,12.0,#1E4329,1
2774,25.0,-18.0,-6.0,#004344,1
2775,25.0,-18.0,4.0,#1A4235,1
2776,25.0,-18.0,20.0,#29421C,1
2777,25.0,-18.0,24.0,#2B4215,1
2778,25.0,-18.0,36.0,#2F4100,0
2779,25.0,-16.0,-8.0,#054247,1
2780,25.0,-16.0,-2.0,#17423E,1
2781,25.0,-14.0,-10.0,#09424A,1
2782,25.0,-14.0,-4.0,#1A4141,1
2783,25.0,-14.0,0.0,#20413B,1
2784,25.0,-14.0,20.0,#30401C,1
2785,25.0,-14.0,24.0,#324015,1
2786,25.0,-12.0,-6.0,#1C4144,1
2787,25.0,-12.0,2.0,#274038,1
2788,25.0,-10.0,-14.0,#104150,1
2789,25.0,-10.0,16.0,#353F23,1
2790,25.0,-10.0,30.0,#3A3F09,1
2791,25.0,-8.0,-20.0,#004059,0
2792,25.0,-6.0,-16.0,#1A3F53,1
2793,25.0,-6.0,-4.0,#2D3E41,1
2794,25.0,-6.0,0.0,#313E3B,1
2795,25.0,-6.0,4.0,#343E35,1
2796,25.0,-6.0,8.0,#373E2F,1
2797,25.0,-6.0,20.0,#3C3D1C,1
2798,25.0,-6.0,24.0,#3E3D15,1
2799,25.0,-6.0,30.0,#3F3D09,1
2800,25.0,-4.0,-20.0,#173F59,1
2801,25.0,-4.0,-14.0,#243E50,1
2802,25.0,-4.0,-10.0,#2A3E4A,1
2803,25.0,-4.0,6.0,#393D32,1
2804,25.0,-4.0,26.0,#413C12,1
2805,25.0,-2.0,-26.0,#073E62,1
2806,25.0,-2.0,-18.0,#223E56,1
2807,25.0,-2.0,-14.0,#293D50,1
2808,25.0,-2.0,-10.0,#2F3D4A,1
2809,25.0,-2.0,34.0,#463B00,0
2810,25.0,0.0,-20.0,#243D59,1
2811,25.0,0.0,-16.0,#2B3C53,1
2812,25.0,0.0,-12.0,#303C4D,1
2813,25.0,2.0,-20.0,#293C59,1
2814,25.0,2.0,-16.0,#2F3B53,1
2815,25.0,2.0,-12.0,#343B4D,1
2816,25.0,2.0,32.0,#4A3905,1
2817,25.0,4.0,-20.0,#2E3B59,1
2818,25.0,4.0,-16.0,#333A53,1
2819,25.0,4.0,-12.0,#383A4D,1
2820,25.0,6.0,-20.0,#323A59,1
2821,25.0,6.0,-16.0,#373953,1
2822,25.0,6.0,34.0,#503701,1
2823,25.0,12.0,24.0,#553417,1
2824,25.0,14.0,36.0,#593200,0
2825,25.0,16.0,20.0,#59311E,1
2826,25.0,20.0,-48.0,#123585,1
2827,25.0,20.0,-40.0,#2E3478,1
2828,25.0,20.0,12.0,#5C2E2A,1
2829,25.0,20.0,22.0,#5E2E1B,1
2830,25.0,24.0,20.0,#622B1E,1
2831,25.0,24.0,24.0,#632B18,1
2832,25.0,28.0,24.0,#672718,1
2833,25.0,30.0,-42.0,#412D7C,1
2834,25.0,30.0,-14.0,#5D2851,1
2835,25.0,32.0,42.0,#6E2200,0
2836,25.0,36.0,24.0,#701D19,1
2837,25.0,38.0,34.0,#731A06,1
2838,25.0,40.0,0.0,#6F193D,1
2839,25.0,42.0,-4.0,#701643,1
2840,25.0,44.0,-18.0,#6C1557,1
2841,25.0,44.0,8.0,#760F31,1
2842,25.0,46.0,12.0,#79082C,1
2843,25.0,48.0,32.0,#7E000D,0
2844,25.0,50.0,-6.0,#780046,0
2845,25.0,50.0,20.0,#7F0020,0
2846,25.0,50.0,24.0,#7F001A,0
2847,25.0,52.0,-2.0,#7C0040,0
2848,25.0,54.0,36.0,#840005,0
2849,25.0,56.0,-70.0,#4211A9,1
2850,25.0,56.0,24.0,#85001B,0
2851,25.0,56.0,42.0,#870000,0
2852,25.0,60.0,40.0,#8B0000,0
2853,25.0,62.0,26.0,#8C0019,0
2854,25.0,62.0,32.0,#8C000F,0
2855,25.0,64.0,38.0,#8F0002,0
2856,25.0,66.0,-86.0,#2A00C4,0
2857,25.0,68.0,-92.0,#0400CE,0
2858,25.0,68.0,-82.0,#4000BD,0
2859,25.0,68.0,34.0,#93000D,0
2860,25.0,70.0,-32.0,#83006D,0
2861,25.0,70.0,40.0,#950000,0
2862,25.0,74.0,-94.0,#2400D1,0
2863,25.0,74.0,-38.0,#850076,0
2864,25.0,74.0,30.0,#980015,0
2865,25.0,78.0,-76.0,#6300B3,0
2866,25.0,78.0,-62.0,#76009C,0
2867,25.0,80.0,-96.0,#3400D5,0
2868,25.0,80.0,-70.0,#6F00A9,0
2869,25.0,80.0,6.0,#9C0036,0
2870,25.0,84.0,-78.0,#6B00B7,0
2871,25.0,84.0,-30.0,#95006A,0
2872,25.0,84.0,-6.0,#9D0047,0
2873,25.0,86.0,-98.0,#4100D8,0
2874,25.0,86.0,-86.0,#6000C4,0
2875,25.0,86.0,-72.0,#7600AD,0
2876,25.0,86.0,-18.0,#9C0059,0
2877,25.0,90.0,-94.0,#5800D2,0
2878,25.0,90.0,-82.0,#6F00BD,0
2879,25.0,90.0,-54.0,#8D0090,0
2880,25.0,92.0,-100.0,#4C00DC,0
2881,25.0,92.0,-88.0,#6800C7,0
2882,25.0,92.0,-76.0,#7A00B3,0
2883,25.0,92.0,-48.0,#940086,0
2884,25.0,92.0,-30.0,#9E006B,0
2885,25.0,96.0,-84.0,#7600C1,0
2886,25.0,98.0,-102.0,#5600DF,0
2887,25.0,98.0,-90.0,#7000CB,0
2888,25.0,98.0,-44.0,#9E0080,0
2889,25.0,100.0,-108.0,#4900EA,0
2890,25.0,100.0,-96.0,#6900D5,0
2891,25.0,104.0,-120.0,#1300FF,0
2892,25.0,104.0,-88.0,#7D00C8,0
2893,25.0,104.0,-80.0,#8800BA,0
2894,25.0,110.0,-122.0,#2E00FF,0
2895,25.0,118.0,-120.0,#5600FF,0
2896,25.0,124.0,-114.0,#7400F5,0
2897,26.0,-108.0,20.0,#00541B,0
2898,26.0,-102.0,16.0,#005422,0
2899,26.0,-100.0,22.0,#005318,0
2900,26.0,-96.0,10.0,#00532C,0
2901,26.0,-94.0,16.0,#005322,0
2902,26.0,-92.0,22.0,#005218,0
2903,26.0,-92.0,28.0,#00520B,0
2904,26.0,-90.0,4.0,#005336,0
2905,26.0,-88.0,10.0,#00522C,0
2906,26.0,-86.0,16.0,#005223,0
2907,26.0,-84.0,-2.0,#00523F,0
2908,26.0,-84.0,28.0,#00510B,0
2909,26.0,-82.0,4.0,#005236,0
2910,26.0,-80.0,10.0,#00512D,0
2911,26.0,-78.0,-6.0,#005245,0
2912,26.0,-78.0,16.0,#005123,0
