id,L,a,b,hex_srgb,in_srgb
4219,51.8125,-123.875,38.375,#009E31,0
4220,51.8125,-37.625,65.25,#558A00,0
4221,51.8125,101.0,-16.625,#FF009B,0
4222,51.875,-87.75,-0.375,#009A7A,0
4223,51.875,-32.25,42.5,#58882D,1
4224,51.875,0.25,-23.125,#637DA3,1
4225,51.875,27.625,-13.5,#A06B93,1
4226,51.875,61.75,60.5,#E43F0D,1
4227,51.875,69.875,-69.5,#AE46F5,1
4228,51.875,82.25,-14.75,#EB0297,1
4229,51.875,97.625,-73.25,#D800FC,0
4230,51.9375,11.0,16.75,#987460,1
4231,51.9375,66.5,78.375,#EB3500,0
4232,51.9375,70.5,-24.5,#D738A7,1
4233,51.9375,75.375,64.875,#F51902,1
4234,52.0,-74.0,59.625,#009500,0
4235,52.0,-48.5,1.875,#009077,0
4236,52.0,0.625,-72.5,#0084FA,0
4237,52.0,2.0,-59.125,#0081E2,0
4238,52.0,6.625,-11.25,#7E798F,1
4239,52.0,21.875,10.75,#A56E6B,1
4240,52.0,86.75,43.25,#FF0039,0
4241,52.0,94.625,13.375,#FF006A,0
4242,52.0,97.125,-57.25,#E600E0,0
4243,52.0625,-79.25,18.0,#00985B,0
4244,52.0625,-63.75,53.75,#009303,0
4245,52.0625,-31.5,67.625,#638800,0
4246,52.125,0.375,-16.0,#6D7D97,1
4247,52.125,72.875,49.375,#F1252C,1
4248,52.125,81.25,-63.0,#CA2CEA,1
4249,52.1875,-111.375,22.125,#009E53,0
4250,52.1875,-4.375,7.5,#7A7E70,1
4251,52.1875,16.5,-60.0,#3C79E4,1
4252,52.1875,85.0,24.5,#FC0058,0
4253,52.25,-69.875,-39.25,#0099BF,0
4254,52.25,-1.75,-37.25,#4081BC,1
4255,52.25,-1.125,10.75,#827D6A,1
4256,52.25,49.0,-44.125,#A95CC9,1
4257,52.25,58.625,79.0,#E34500,0
4258,52.25,70.875,-76.75,#A748FF,0
4259,52.25,80.25,5.75,#F20A76,1
4260,52.3125,-128.0,13.375,#00A163,0
4261,52.3125,-27.875,-41.5,#008DC3,0
4262,52.3125,-21.875,-44.125,#008BC8,0
4263,52.3125,-10.25,-19.25,#4E839D,1
4264,52.3125,-6.5,79.125,#8E7E00,0
4265,52.3125,-1.625,50.0,#917C1F,1
4266,52.3125,23.25,70.625,#B66B00,0
4267,52.3125,29.5,60.125,#BD6601,1
4268,52.3125,38.875,37.75,#C65E3E,1
4269,52.3125,42.625,48.5,#CD5A29,1
4270,52.3125,79.375,54.625,#FA0023,0
4271,52.375,-91.5,-25.25,#009DA6,0
4272,52.375,-33.625,49.125,#5A8A1D,1
4273,52.375,-10.5,20.375,#78815A,1
4274,52.375,0.625,79.25,#987A00,0
4275,52.375,8.875,88.875,#A57500,0
4276,52.375,15.125,12.0,#9D7369,1
4277,52.375,30.125,72.25,#BF6600,0
4278,52.375,64.75,11.5,#E03E6C,1
4279,52.4375,-96.875,-21.875,#009EA1,0
4280,52.4375,-73.25,40.125,#009731,0
4281,52.4375,-13.25,80.5,#848100,0
4282,52.4375,30.625,45.375,#BD662E,1
4283,52.4375,45.75,-50.125,#9D61D4,1
4284,52.4375,107.25,-45.625,#FE00CE,0
4285,52.4375,111.5,-68.375,#F300F6,0
4286,52.5,-86.625,54.25,#009A00,0
4287,52.5,-41.25,-48.625,#0093D0,0
4288,52.5,-25.875,8.25,#4D896E,1
4289,52.5,-11.75,-56.625,#0089DF,0
4290,52.5,-9.75,30.0,#7F8149,1
4291,52.5,-5.75,-23.875,#5382A6,1
4292,52.5,12.5,51.0,#A6741F,1
4293,52.5,25.0,31.5,#B36B48,1
4294,52.5,28.25,-33.125,#916EB6,1
4295,52.5,72.0,80.875,#F42800,0
4296,52.5,117.0,-70.875,#FA00FA,0
4297,52.5625,-122.875,62.625,#00A000,0
4298,52.5625,-115.75,75.875,#009F00,0
4299,52.5625,-114.5,65.875,#009F00,0
4300,52.5625,-109.5,62.375,#009E00,0
4301,52.5625,-106.75,37.375,#009E36,0
4302,52.5625,-106.125,68.5,#009D00,0
4303,52.5625,-105.875,-6.625,#009F87,0
4304,52.5625,-105.5,76.75,#009D00,0
4305,52.5625,-97.125,13.25,#009D64,0
4306,52.5625,-71.125,-11.25,#00998F,0
4307,52.5625,-67.875,-28.875,#0099AE,0
4308,52.5625,-54.875,0.25,#00937C,0
4309,52.5625,-49.25,60.375,#369000,0
4310,52.5625,-47.75,-40.625,#0094C2,0
4311,52.5625,-41.5,-8.875,#00908B,0
4312,52.5625,-38.5,-38.375,#0091BE,0
4313,52.5625,-20.125,-2.5,#4F8781,1
4314,52.5625,-19.0,84.25,#7C8400,0
4315,52.5625,-18.25,-17.5,#37889B,1
4316,52.5625,-17.625,4.5,#5E8675,1
4317,52.5625,-10.75,68.25,#878100,0
4318,52.5625,-4.125,36.875,#8A7E3C,1
4319,52.5625,7.875,22.125,#977858,1
4320,52.5625,8.25,66.25,#A37600,0
4321,52.5625,8.375,-35.5,#647CBA,1
4322,52.5625,11.875,-48.75,#517BD1,1
4323,52.5625,20.625,-40.875,#7875C4,1
4324,52.5625,28.875,-68.375,#5173F4,1
4325,52.5625,36.75,15.125,#BE6265,1
4326,52.5625,41.625,79.875,#CF5B00,0
4327,52.5625,46.5,6.125,#C75975,1
4328,52.5625,50.25,-20.875,#BF58A2,1
4329,52.5625,54.0,18.0,#D54F61,1
4330,52.5625,67.5,-57.125,#BB48E1,1
4331,52.5625,78.5,24.125,#F51359,1
4332,52.5625,110.75,-61.125,#F900E9,0
4333,52.625,3.125,37.375,#967A3C,1
4334,52.625,13.0,-19.125,#84779E,1
4335,52.625,65.0,89.25,#EC3A00,0
4336,52.625,104.625,-73.625,#E500FF,0
4337,52.625,112.25,-37.125,#FF00C0,0
4338,52.6875,-101.375,64.75,#009D00,0
4339,52.6875,37.25,-43.875,#9669CA,1
4340,52.6875,42.625,67.5,#D05B00,0
4341,52.6875,44.75,90.375,#D45800,0
4342,52.75,-117.375,43.5,#00A027,0
4343,52.75,-46.0,-3.75,#009183,0
4344,52.75,-31.625,33.125,#578B42,1
4345,52.8125,-122.375,18.875,#00A15A,0
4346,52.8125,-96.375,68.75,#009C00,0
4347,52.8125,-91.75,64.875,#009B00,0
4348,52.8125,-87.375,69.0,#009A00,0
4349,52.8125,-57.5,35.75,#00943C,0
4350,52.8125,-45.75,39.625,#349035,1
4351,52.8125,-12.875,50.0,#81831F,1
4352,52.8125,12.5,-30.75,#7679B3,1
4353,52.8125,16.0,24.5,#A57355,1
4354,52.8125,69.875,36.375,#EE3244,1
4355,52.8125,75.625,-12.875,#E72B96,1
4356,52.875,31.125,-42.375,#8C6EC7,1
4357,52.875,56.75,-24.625,#C652AA,1
4358,52.875,79.625,41.25,#FB073D,1
4359,52.875,95.875,-27.375,#FA00B0,0
4360,52.9375,3.625,54.625,#9B7A14,1
4361,52.9375,25.125,80.375,#BB6B00,0
4362,53.0,-111.875,33.375,#00A03F,0
4363,53.0,-27.5,74.25,#6E8900,0
4364,53.0,-23.375,51.625,#708819,1
4365,53.0,15.75,-36.625,#7579BE,1
4366,53.0,23.0,55.0,#B66D17,1
4367,53.0,82.25,18.625,#FA0063,0
4368,53.0625,-34.625,-24.0,#0090A7,0
4369,53.0625,-17.875,55.625,#7B850A,1
4370,53.0625,30.125,-49.125,#8170D4,1
4371,53.0625,78.5,77.0,#FD0D00,0
4372,53.125,-76.625,-15.625,#009C98,0
4373,53.125,9.625,-67.5,#0081F4,0
4374,53.125,82.25,-32.125,#E61CB8,1
4375,53.1875,-68.25,70.75,#009700,0
4376,53.1875,-39.0,82.75,#598E00,0
4377,53.1875,-18.0,63.5,#7D8600,0
4378,53.1875,-1.0,31.625,#8F7E48,1
4379,53.1875,5.125,5.625,#8C7C76,1
4380,53.1875,91.5,6.75,#FF0078,0
4381,53.1875,102.75,-23.875,#FF00AB,0
4382,53.25,-92.875,-5.75,#009F87,0
4383,53.25,-44.5,-34.875,#0095BA,0
4384,53.25,-41.25,57.375,#4E8F00,0
4385,53.25,-3.625,-63.625,#0088ED,0
4386,53.25,2.625,10.625,#8B7D6D,1
4387,53.25,45.75,-73.375,#7968FF,0
4388,53.3125,-99.5,-10.375,#00A18F,0
4389,53.3125,-37.75,19.25,#3A8F5D,1
4390,53.3125,-28.5,-51.25,#0091D7,0
4391,53.3125,-11.125,-37.25,#0088BF,0
4392,53.3125,-8.25,-31.25,#3B86B5,1
4393,53.3125,51.75,-12.125,#C85796,1
4394,53.375,-8.125,54.875,#8B8211,1
4395,53.375,33.75,23.375,#BF6759,1
4396,53.4375,-72.375,3.0,#009A79,0
4397,53.4375,-53.75,-22.0,#0097A4,0
4398,53.4375,-44.125,77.75,#4D9000,0
4399,53.4375,-33.625,12.375,#3E8E69,1
4400,53.4375,-15.0,-51.625,#008CD8,0
4401,53.4375,-13.375,-67.625,#008DF5,0
4402,53.4375,24.5,-80.625,#007BFF,0
4403,53.4375,33.625,9.75,#BA6870,1
4404,53.4375,44.75,43.0,#D25B37,1
4405,53.5,-128.0,-8.125,#00A58B,0
4406,53.5,-128.0,42.875,#00A42B,0
4407,53.5,-116.625,11.75,#00A369,0
4408,53.5,-112.5,49.125,#00A119,0
4409,53.5,-86.375,-12.75,#009F94,0
4410,53.5,-81.875,49.75,#009B19,0
4411,53.5,-78.75,-32.5,#009EB6,0
4412,53.5,-69.25,16.25,#009962,0
4413,53.5,-61.875,-36.875,#009BBE,0
4414,53.5,-58.5,-42.5,#009AC8,0
4415,53.5,-51.875,79.0,#389300,0
4416,53.5,-49.5,45.25,#2D9329,1
4417,53.5,-41.125,71.75,#539000,0
4418,53.5,-35.625,59.5,#5C8E00,0
4419,53.5,-34.625,87.875,#648D00,0
4420,53.5,-30.125,83.75,#6B8B00,0
4421,53.5,-29.5,61.5,#698B00,0
4422,53.5,-25.75,89.5,#748A00,0
4423,53.5,-19.5,90.5,#7E8700,0
4424,53.5,-19.375,-8.5,#4A8A8E,1
4425,53.5,-17.5,-35.625,#008BBD,0
4426,53.5,-16.375,28.875,#75874D,1
4427,53.5,-10.25,0.875,#6D857E,1
4428,53.5,-9.375,91.25,#8E8200,0
4429,53.5,-4.5,-44.0,#0D86CB,1
4430,53.5,-3.875,-7.875,#71828D,1
4431,53.5,2.5,25.25,#937D54,1
4432,53.5,2.5,67.75,#9D7C00,0
4433,53.5,8.0,-1.625,#8D7B83,1
4434,53.5,12.25,-7.5,#8F798D,1
4435,53.5,15.625,91.5,#B17300,0
4436,53.5,16.25,-2.625,#9A7685,1
4437,53.5,22.625,-28.125,#8F74B0,1
4438,53.5,26.625,24.75,#B66D57,1
4439,53.5,30.0,-0.25,#B06C81,1
4440,53.5,32.25,29.25,#BF684F,1
4441,53.5,35.25,-4.625,#B56889,1
4442,53.5,52.625,-58.875,#A15FE7,1
4443,53.5,53.75,46.625,#DE5031,1
4444,53.5,55.25,-51.875,#AF5ADA,1
4445,53.5,60.125,-48.0,#BB53D4,1
4446,53.5,63.375,46.625,#EA4133,1
4447,53.5,67.375,53.0,#EF3927,1
4448,53.5,68.25,-12.0,#DF3F96,1
4449,53.5,71.0,59.75,#F43018,1
4450,53.5,80.875,62.0,#FF0014,0
4451,53.5,88.25,56.625,#FF0023,0
4452,53.5,90.75,-38.875,#EF00C5,0
4453,53.5,91.375,51.25,#FF002E,0
4454,53.5,92.375,-2.375,#FF0087,0
4455,53.5,96.875,26.625,#FF0059,0
4456,53.5625,-122.25,7.75,#00A470,0
4457,53.5625,-112.625,-7.25,#00A38A,0
4458,53.5625,-102.75,50.25,#00A016,0
4459,53.5625,-97.875,46.75,#009F22,0
4460,53.5625,-79.0,4.375,#009C76,0
4461,53.5625,-66.625,21.875,#009958,0
4462,53.5625,-59.375,63.25,#009600,0
4463,53.5625,-35.0,-32.5,#0092B7,0
4464,53.5625,52.625,83.125,#E05100,0
4465,53.5625,56.25,67.625,#E34C00,0
4466,53.625,-122.875,55.5,#00A300,0
4467,53.625,-122.125,-6.875,#00A58A,0
4468,53.625,-101.625,32.125,#00A044,0
4469,53.625,-81.0,-23.375,#009FA7,0
4470,53.625,-77.25,78.875,#009A00,0
4471,53.625,-44.375,50.125,#43911D,1
4472,53.625,-35.375,-15.25,#009199,0
4473,53.625,20.0,60.5,#B57100,1
4474,53.625,33.875,88.875,#C96500,0
4475,53.625,64.75,32.5,#EA404C,1
4476,53.625,78.75,91.25,#FF0F00,0
4477,53.625,82.375,83.125,#FF0000,0
4478,53.625,100.75,8.5,#FF0077,0
4479,53.625,108.625,-32.25,#FF00BA,0
4480,53.6875,-25.875,34.75,#668B42,1
4481,53.6875,55.875,10.5,#D95071,1
4482,53.6875,62.25,5.875,#DF4779,1
4483,53.6875,71.0,68.875,#F63000,0
4484,53.6875,75.375,-21.375,#E532A7,1
4485,53.6875,98.0,-37.0,#FB00C2,0
4486,53.75,-84.25,-29.75,#00A0B2,0
4487,53.75,-69.375,33.875,#009941,0
4488,53.75,-37.625,29.5,#47904B,1
4489,53.75,-30.375,-10.625,#008F92,1
4490,53.75,33.5,-10.75,#B06B94,1
4491,53.75,72.5,91.75,#F92C00,0
4492,53.8125,-16.5,13.625,#6C8869,1
4493,53.8125,19.0,-67.375,#2A7DF6,1
4494,53.8125,92.5,-53.875,#E800E0,0
4495,53.875,-73.75,20.75,#009B5A,0
4496,53.875,-56.75,-11.875,#009894,0
4497,53.875,-1.75,62.0,#987F00,0
4498,53.875,0.625,1.125,#83807F,1
4499,53.875,22.625,-60.25,#597AEA,1
4500,53.875,27.625,14.5,#B46E69,1
4501,53.875,39.625,-11.375,#B96595,1
4502,53.875,41.125,-24.0,#B265AB,1
4503,53.9375,10.875,34.125,#A47946,1
4504,53.9375,25.875,92.375,#C06D00,0
4505,53.9375,35.625,82.5,#CC6500,0
4506,53.9375,47.625,57.875,#D95917,1
4507,53.9375,75.5,-36.375,#DD37C1,1
4508,53.9375,84.5,69.625,#FF0000,0
4509,53.9375,89.75,-68.75,#D716FA,1
4510,53.9375,99.375,-7.125,#FF0091,0
4511,53.9375,103.5,-1.5,#FF0088,0
4512,54.0,-84.5,77.25,#009D00,0
4513,54.0,-12.875,7.875,#6F8773,1
4514,54.0,8.0,81.375,#A87A00,0
4515,54.0,43.625,27.125,#CF5F55,1
4516,54.0,50.25,72.625,#DE5500,0
4517,54.0,82.875,49.5,#FF0031,0
4518,54.0,117.5,-56.875,#FF00E6,0
4519,54.0625,-117.25,37.375,#00A439,0
4520,54.0625,-116.125,-14.0,#00A697,0
4521,54.0625,29.0,-27.375,#9C71B1,1
4522,54.125,-76.125,32.375,#009C45,0
4523,54.125,-55.5,6.875,#009874,0
4524,54.125,-28.5,-18.5,#0090A0,0
4525,54.125,-23.375,-59.875,#0092E9,0
4526,54.125,7.375,-18.625,#7E7FA1,1
4527,54.125,39.25,92.375,#D26200,0
4528,54.1875,-70.25,80.125,#009A00,0
4529,54.1875,4.5,-29.625,#6982B4,1
4530,54.1875,35.5,-69.75,#6973FC,1
4531,54.1875,55.125,91.125,#E54F00,0
4532,54.1875,80.25,-77.375,#BD3DFF,0
4533,54.1875,93.25,-19.875,#FF00A6,0
4534,54.25,-102.25,42.625,#00A22E,0
4535,54.25,-101.5,25.875,#00A251,0
4536,54.25,19.5,82.0,#B87300,0
4537,54.25,44.75,-19.125,#BC62A4,1
4538,54.25,55.75,-68.0,#9D5FF9,1
4539,54.3125,-112.75,57.125,#00A300,0
4540,54.3125,-92.375,-17.5,#00A39E,0
4541,54.375,-128.0,50.5,#00A616,0
4542,54.375,-112.0,41.375,#00A431,0
4543,54.375,-106.125,10.875,#00A46D,0
4544,54.375,-86.75,-20.5,#00A2A4,0
4545,54.375,-63.25,38.5,#00993A,0
4546,54.375,-25.625,-25.375,#0090AD,0
4547,54.375,-25.625,66.5,#748C00,0
4548,54.375,-3.875,88.25,#998100,0
4549,54.375,12.5,4.0,#9A7A7C,1
4550,54.375,27.75,-7.625,#AB7090,1
4551,54.375,57.0,22.875,#E0505E,1
4552,54.4375,-95.75,-0.375,#00A381,0
4553,54.4375,62.75,-71.375,#A658FF,0
4554,54.4375,66.375,-63.375,#B751F2,1
4555,54.4375,87.25,15.625,#FF006C,0
4556,54.5,-41.5,-17.25,#00969F,0
4557,54.5,-36.875,-53.125,#0097DE,0
4558,54.5,-8.625,-5.5,#6C878B,1
4559,54.5,18.625,3.875,#A4777C,1
4560,54.5,24.25,-71.75,#357CFF,0
4561,54.5625,-110.0,-19.875,#00A7A3,0
4562,54.5625,-109.25,81.5,#00A300,0
4563,54.5625,-104.125,-23.5,#00A6A9,0
4564,54.5625,-102.0,-0.125,#00A480,0
4565,54.5625,-100.625,83.625,#00A200,0
4566,54.5625,-100.0,73.75,#00A200,0
4567,54.5625,-99.625,-16.25,#00A59D,0
4568,54.5625,-92.125,85.125,#00A000,0
4569,54.5625,-89.125,47.375,#00A024,0
4570,54.5625,-86.25,61.75,#009F00,0
4571,54.5625,-84.5,15.375,#00A065,0
4572,54.5625,-84.25,86.625,#009E00,0
4573,54.5625,-83.625,24.375,#009F55,0
4574,54.5625,-82.875,-36.75,#00A3C1,0
4575,54.5625,-78.25,43.0,#009E2F,0
4576,54.5625,-77.625,-4.5,#009F88,0
4577,54.5625,-76.75,87.875,#009D00,0
4578,54.5625,-69.75,89.125,#009B00,0
4579,54.5625,-67.375,-15.625,#009D9C,0
4580,54.5625,-65.25,-2.375,#009C85,0
4581,54.5625,-63.25,90.375,#009900,0
4582,54.5625,-62.25,7.125,#009B74,0
4583,54.5625,-59.0,75.375,#1A9800,0
4584,54.5625,-57.0,91.25,#2C9700,0
4585,54.5625,-52.0,54.75,#2F960D,1
4586,54.5625,-48.375,92.5,#499500,0
4587,54.5625,-47.875,-24.0,#0098AB,0
4588,54.5625,-46.0,26.75,#279552,1
4589,54.5625,-34.5,-43.375,#0096CD,0
4590,54.5625,-17.125,43.875,#7D8932,1
4591,54.5625,-5.0,44.625,#918331,1
4592,54.5625,-4.75,21.875,#88845D,1
4593,54.5625,2.125,17.5,#918065,1
4594,54.5625,9.5,10.625,#9A7C71,1
4595,54.5625,10.75,27.25,#A37B54,1
4596,54.5625,13.875,72.75,#B17700,0
4597,54.5625,18.5,40.125,#B2753D,1
4598,54.5625,20.75,-16.75,#9977A0,1
4599,54.5625,25.0,37.875,#BA7042,1
4600,54.5625,32.0,51.5,#C66A27,1
4601,54.5625,34.875,63.5,#CC6700,0
4602,54.5625,36.375,-37.875,#A06DC4,1
4603,54.5625,36.75,-76.125,#5B74FF,0
4604,54.5625,41.0,-32.75,#AD69BC,1
4605,54.5625,43.0,20.75,#CE6161,1
4606,54.5625,45.5,-3.5,#C7618A,1
4607,54.5625,48.0,13.875,#D25C6D,1
4608,54.5625,48.0,51.5,#DB5A29,1
4609,54.5625,60.375,73.0,#EC4900,0
4610,54.5625,61.5,53.875,#EC4726,1
4611,54.5625,65.75,25.75,#EC425A,1
4612,54.5625,68.875,6.875,#EB3E7A,1
4613,54.5625,69.375,-3.5,#E83F8B,1
4614,54.5625,70.625,19.125,#F13965,1
4615,54.5625,76.75,-51.25,#D53BDD,1
4616,54.5625,81.875,-44.75,#E22BD2,1
4617,54.5625,89.625,-31.875,#F500BC,0
4618,54.5625,92.5,36.25,#FF004B,0
4619,54.5625,93.125,-10.0,#FF0097,0
4620,54.5625,98.0,-66.25,#E800F8,0
4621,54.625,-52.875,71.625,#369600,0
4622,54.625,-40.25,92.875,#5C9200,0
4623,54.625,-30.375,93.25,#6F8E00,0
4624,54.625,-26.125,27.875,#648E51,1
4625,54.625,-24.0,79.5,#798C00,0
4626,54.625,4.125,93.375,#A57E00,0
4627,54.625,25.625,65.375,#C06F00,0
4628,54.625,43.625,33.5,#D2604B,1
4629,54.625,56.5,30.25,#E25052,1
4630,54.625,66.375,-20.875,#DC48A8,1
4631,54.625,69.125,-46.375,#CE49D4,1
4632,54.625,69.875,43.625,#F5383C,1
4633,54.625,83.375,-54.25,#DD2BE2,1
4634,54.625,87.125,-24.75,#F600B0,0
4635,54.625,102.875,-56.625,#F700E7,0
4636,54.625,103.875,-11.625,#FF009A,0
4637,54.6875,38.5,73.25,#D16400,0
4638,54.6875,44.875,-62.5,#906AF0,1
4639,54.6875,52.25,-37.25,#BB5EC4,1
4640,54.6875,55.0,4.125,#D8557E,1
4641,54.6875,62.125,84.25,#EF4600,0
4642,54.6875,70.75,30.5,#F43753,1
4643,54.6875,75.5,13.375,#F62D70,1
4644,54.6875,83.75,-38.5,#E922C7,1
4645,54.6875,87.75,-60.125,#DE1EED,1
4646,54.6875,92.875,-76.125,#D610FF,0
4647,54.6875,105.625,-40.125,#FF00CB,0
4648,54.6875,111.125,-50.25,#FF00DC,0
4649,54.75,-128.0,21.25,#00A85A,0
4650,54.75,-128.0,27.875,#00A84E,0
4651,54.75,-122.5,32.125,#00A746,0
4652,54.75,-122.375,25.5,#00A753,0
4653,54.75,20.0,48.75,#B6742C,1
4654,54.75,20.375,75.625,#BA7300,0
4655,54.75,40.75,59.875,#D36211,1
4656,54.75,59.375,-35.375,#C855C1,1
4657,54.75,62.875,-28.75,#D24FB6,1
4658,54.75,64.75,-41.625,#CB4FCC,1
4659,54.75,74.25,-60.5,#C944EE,1
4660,54.75,78.0,-5.5,#F32A8F,1
4661,54.8125,-70.875,52.0,#009C17,0
4662,54.8125,-19.875,75.0,#808A00,0
4663,54.8125,4.375,-39.0,#5884C6,1
4664,54.8125,44.625,-40.25,#AC67C9,1
4665,54.8125,75.5,-44.75,#D93DD2,1
4666,54.8125,93.375,-47.5,#F100D7,0
4667,54.8125,97.875,20.75,#FF0065,0
4668,54.8125,105.125,-67.875,#F200FC,0
4669,54.875,7.625,59.875,#A87C04,1
4670,54.875,55.125,61.375,#E65211,1
4671,54.875,55.75,-30.5,#C759B9,1
4672,54.875,56.5,-8.5,#D55594,1
4673,54.875,63.0,40.625,#ED4741,1
4674,54.9375,-11.25,40.25,#87873B,1
4675,54.9375,-9.875,62.25,#8E8600,0
4676,54.9375,6.25,48.625,#A47E2B,1
4677,54.9375,76.0,-30.125,#E438B9,1
4678,55.0,-116.75,23.0,#00A758,0
4679,55.0,-93.25,-30.375,#00A6B6,0
4680,55.0,-35.25,0.875,#219481,1
4681,55.0,17.75,-75.875,#0082FF,0
4682,55.0,35.5,-51.875,#8E71DE,1
4683,55.0,46.0,-55.75,#9D69E5,1
4684,55.0,53.75,40.625,#E25540,1
4685,55.0625,-98.625,-27.0,#00A7B1,0
4686,55.0625,-96.75,61.75,#00A300,0
4687,55.0625,-27.0,20.5,#5E8F5F,1
4688,55.0625,-16.75,-28.125,#1E8EB4,1
4689,55.0625,-4.375,0.625,#7C8683,1
4690,55.0625,17.25,54.375,#B5771E,1
4691,55.0625,75.375,85.75,#FF2900,0
4692,55.0625,76.75,70.375,#FF2400,0
4693,55.0625,101.5,-31.875,#FF00BD,0
4694,55.125,-93.125,42.75,#00A231,0
4695,55.125,-23.5,14.625,#618E6A,1
4696,55.125,-13.625,-13.25,#578C9A,1
4697,55.125,16.125,-52.125,#5E80DF,1
4698,55.125,75.375,0.875,#F33285,1
4699,55.125,82.25,-69.375,#CD38FF,1
4700,55.125,82.625,29.375,#FF0857,0
4701,55.125,85.875,-3.0,#FF008C,0
4702,55.1875,-106.25,21.25,#00A65C,0
4703,55.1875,-66.875,11.0,#009E6F,0
4704,55.1875,-46.625,18.625,#089762,1
4705,55.1875,-42.875,11.375,#0E966F,1
4706,55.25,-111.125,73.125,#00A600,0
4707,55.25,11.875,-40.25,#6C81CA,1
4708,55.25,25.375,-43.375,#8679D0,1
4709,55.25,31.5,-59.0,#7976EB,1
4710,55.25,81.25,-23.125,#F127AE,1
4711,55.3125,-24.0,42.375,#728E36,1
4712,55.3125,22.0,-48.625,#767CD9,1
4713,55.3125,50.625,31.75,#DD5A50,1
4714,55.375,-122.625,46.625,#00A826,0
4715,55.375,-48.5,7.75,#009976,0
4716,55.375,-47.125,68.125,#499700,0
4717,55.375,2.25,-7.0,#838491,1
4718,55.375,65.25,64.5,#F4430B,1
4719,55.4375,-14.875,23.125,#7A8B5C,1
4720,55.4375,-7.125,-68.0,#0090FC,0
4721,55.4375,4.125,-46.0,#4687D4,1
4722,55.4375,8.75,39.75,#A77E3F,1
4723,55.4375,11.875,-73.875,#0087FF,0
4724,55.5,-128.0,5.25,#00AB79,0
4725,55.5,-128.0,74.125,#00A900,0
4726,55.5,-121.5,0.0,#00AA82,0
4727,55.5,-120.5,78.625,#00A800,0
4728,55.5,-113.5,5.0,#00A97A,0
4729,55.5,-93.125,8.5,#00A574,0
4730,55.5,-84.625,43.125,#00A231,0
4731,55.5,-78.0,65.5,#00A000,0
4732,55.5,-67.375,-23.625,#00A1AC,0
4733,55.5,-67.0,58.5,#009D00,0
4734,55.5,-59.875,47.625,#009B28,0
4735,55.5,-57.25,29.875,#009B4E,0
4736,55.5,-43.875,-60.0,#009DED,0
4737,55.5,-32.5,-57.25,#0099E8,0
4738,55.5,-29.625,-68.25,#0099FC,0
4739,55.5,-19.625,-66.5,#0095F9,0
4740,55.5,-16.0,-75.0,#0095FF,0
4741,55.5,-12.625,-43.125,#008FCF,0
4742,55.5,7.625,74.75,#AB7E00,0
4743,55.5,33.125,94.875,#CE6B00,0
4744,55.5,33.75,39.25,#C96B42,1
4745,55.5,38.625,1.375,#C36984,1
4746,55.5,48.375,95.125,#E25B00,0
4747,55.5,55.25,-19.0,#D05AA7,1
4748,55.5,59.875,16.0,#E54F6C,1
4749,55.5625,-48.375,-14.625,#009B9D,0
4750,55.5625,-14.25,95.0,#8D8A00,0
4751,55.5625,-7.875,14.375,#81886C,1
4752,55.5625,-3.625,68.75,#9B8400,0
4753,55.5625,-1.625,95.0,#A08300,0
4754,55.5625,4.125,-13.125,#81849C,1
4755,55.5625,34.625,-28.875,#A970B8,1
4756,55.5625,46.75,81.375,#DF5D00,0
4757,55.5625,52.625,-75.25,#8D68FF,0
4758,55.5625,66.0,94.75,#F74100,0
4759,55.5625,69.375,-31.25,#DC47BD,1
4760,55.5625,73.625,-72.5,#BC4CFF,0
4761,55.625,-84.25,36.25,#00A241,0
4762,55.625,-52.5,22.0,#009A5D,0
4763,55.625,-46.25,-49.75,#009DDB,0
4764,55.625,8.375,-57.875,#2687EA,1
4765,55.625,90.875,28.875,#FF0059,0
4766,55.6875,-76.125,11.0,#00A170,0
4767,55.6875,-75.125,-37.125,#00A4C4,0
4768,55.6875,-60.125,21.875,#009D5D,0
4769,55.6875,-58.125,-50.75,#00A1DD,0
4770,55.6875,-55.0,-4.875,#009C8C,0
4771,55.6875,-50.75,-32.875,#009DBD,0
4772,55.6875,-43.125,44.625,#499631,1
4773,55.6875,-38.625,48.625,#579528,1
4774,55.6875,-36.75,-64.125,#009CF5,0
4775,55.6875,-29.5,-35.75,#0096C3,0
4776,55.6875,-23.75,-38.5,#0094C8,0
4777,55.6875,-1.5,5.5,#87867C,1
4778,55.6875,40.625,-66.625,#8272FB,1
4779,55.6875,62.75,-13.0,#DE4F9E,1
4780,55.75,-128.0,65.25,#00AA00,0
4781,55.75,-52.875,-45.375,#009FD3,0
4782,55.75,-43.25,-43.0,#009CCF,0
4783,55.75,-34.25,80.0,#6A9300,0
4784,55.75,30.25,78.625,#CB6E00,0
4785,55.75,99.75,-46.625,#FE00D9,0
4786,55.8125,-52.375,34.875,#139A45,1
4787,55.8125,-40.375,-29.0,#009AB7,0
4788,55.875,-94.625,76.5,#00A400,0
4789,55.875,-83.25,-0.25,#00A484,0
4790,55.875,39.0,44.75,#D26739,1
4791,55.9375,-17.875,-58.25,#0094EB,0
4792,55.9375,47.625,-33.625,#BB66C1,1
4793,55.9375,88.5,-43.875,#F015D4,1
4794,56.0,70.375,-53.125,#CE4DE4,1
