id,L,a,b,hex_srgb,in_srgb
1996,33.5,13.375,36.375,#6F4612,1
1997,33.5,35.25,-7.25,#7D365B,1
1998,33.5,35.375,1.0,#81354E,1
1999,33.5,36.0,45.75,#8B3200,0
2000,33.5,41.25,16.375,#8D2D37,1
2001,33.5,42.25,25.0,#902B2A,1
2002,33.5,49.75,5.875,#942048,1
2003,33.5,51.125,56.875,#9D1900,0
2004,33.5,63.375,-54.5,#8010A7,1
2005,33.5,66.125,-40.125,#910090,0
2006,33.5,68.625,26.25,#AD002A,0
2007,33.5,73.0,-44.75,#970097,0
2008,33.5,76.5,-64.75,#8900B8,0
2009,33.5,77.75,-52.0,#9800A3,0
2010,33.5,84.625,-66.0,#9400BB,0
2011,33.5,88.75,-82.25,#8700D6,0
2012,33.5,92.5,-87.0,#8600DE,0
2013,33.5,100.375,-96.25,#8500EE,0
2014,33.5625,8.0,57.125,#6B4900,0
2015,33.5625,14.5,56.625,#734500,0
2016,33.5625,33.75,-21.625,#723A72,1
2017,33.625,48.75,-93.75,#003DEA,0
2018,33.625,85.625,-3.75,#BA0058,0
2019,33.6875,33.125,-36.0,#653D89,1
2020,33.75,12.375,-25.875,#4C4B78,1
2021,33.75,79.25,15.625,#B8003B,0
2022,33.8125,-47.125,-5.75,#006058,0
2023,33.8125,-30.25,1.25,#005B4D,0
2024,33.8125,1.75,35.625,#614D13,1
2025,33.8125,20.5,47.375,#7A4100,0
2026,33.8125,100.875,-56.375,#B400AC,0
2027,33.875,-82.5,-3.375,#006753,0
2028,33.875,11.0,26.0,#6B4826,1
2029,33.875,23.625,57.875,#7F3F00,0
2030,34.0,-60.5,5.25,#006346,0
2031,34.0,12.5,17.625,#6B4835,1
2032,34.0,19.25,-64.625,#004DB9,0
2033,34.0,55.875,48.5,#A30B00,0
2034,34.0625,6.375,6.125,#5E4C47,1
2035,34.0625,17.375,-10.375,#644761,1
2036,34.125,33.125,-60.625,#3943B2,1
2037,34.125,73.75,-70.125,#8000C3,0
2038,34.1875,-47.625,-37.0,#00648B,0
2039,34.1875,28.75,-40.25,#594291,1
2040,34.1875,59.875,17.875,#A40038,0
2041,34.1875,61.125,58.375,#AA0000,0
2042,34.1875,78.0,24.0,#B90030,0
2043,34.1875,82.75,-83.375,#7C00DA,0
2044,34.1875,88.625,-26.75,#B7007D,0
2045,34.25,-13.375,-40.125,#005A90,0
2046,34.25,54.0,-85.0,#2735DD,1
2047,34.25,119.375,-105.375,#9B00FF,0
2048,34.3125,-53.25,-5.0,#006357,0
2049,34.3125,21.375,-36.0,#51478A,1
2050,34.3125,33.875,36.0,#8A3717,1
2051,34.3125,53.0,-35.125,#852589,1
2052,34.3125,113.5,-106.875,#8E00FF,0
2053,34.375,13.75,7.0,#6A4946,1
2054,34.375,76.0,-35.25,#A4008A,0
2055,34.375,76.625,-83.125,#7100DA,0
2056,34.375,91.25,-65.375,#A100BC,0
2057,34.4375,49.5,33.0,#9C211F,1
2058,34.4375,94.125,-79.375,#9600D4,0
2059,34.5,-8.25,17.625,#4E5435,1
2060,34.5,60.25,27.75,#A70029,0
2061,34.5,61.875,-47.625,#88159E,1
2062,34.5,84.75,12.25,#C00042,0
2063,34.5625,-128.0,-0.125,#006D4F,0
2064,34.5625,-120.125,-4.75,#006D57,0
2065,34.5625,-106.625,-12.75,#006C64,0
2066,34.5625,-99.375,41.125,#006A00,0
2067,34.5625,-97.125,13.25,#006A3A,0
2068,34.5625,-85.125,26.125,#006823,0
2069,34.5625,-69.75,-3.875,#006756,0
2070,34.5625,-69.125,-34.375,#006987,0
2071,34.5625,-65.5,32.125,#006517,0
2072,34.5625,-64.0,19.875,#00652F,0
2073,34.5625,-58.875,32.75,#006416,0
2074,34.5625,-57.125,-33.0,#006785,0
2075,34.5625,-53.5,56.25,#006200,0
2076,34.5625,-44.625,46.75,#006000,0
2077,34.5625,-42.375,57.125,#105F00,0
2078,34.5625,-40.5,-13.75,#006166,0
2079,34.5625,-29.125,34.125,#2F5C15,1
2080,34.5625,-28.375,58.125,#385B00,0
2081,34.5625,-26.875,-29.25,#005E7F,0
2082,34.5625,-22.25,58.75,#445900,0
2083,34.5625,-20.75,2.625,#275A4D,1
2084,34.5625,-11.0,59.25,#555500,0
2085,34.5625,-7.5,45.0,#585300,0
2086,34.5625,-0.625,29.0,#5E5022,1
2087,34.5625,0.875,-63.875,#0058B9,0
2088,34.5625,3.25,43.25,#664E00,0
2089,34.5625,21.75,23.375,#7A432D,1
2090,34.5625,22.0,35.875,#7D4217,1
2091,34.5625,23.75,-48.75,#3F48A0,1
2092,34.5625,29.125,-7.25,#783F5D,1
2093,34.5625,34.625,-91.625,#004AE9,0
2094,34.5625,42.5,6.25,#8E2F49,1
2095,34.5625,42.75,-96.125,#0045F1,0
2096,34.5625,43.625,-5.5,#8B2F5B,1
2097,34.5625,47.0,0.0,#922953,1
2098,34.5625,53.75,-42.25,#812696,1
2099,34.5625,54.25,0.75,#9B1A52,1
2100,34.5625,55.25,-14.5,#961B6A,1
2101,34.5625,56.625,-6.625,#9B155D,1
2102,34.5625,58.75,-104.875,#0038FF,0
2103,34.5625,64.25,-99.75,#002DF7,0
2104,34.5625,65.75,-78.875,#631ED3,1
2105,34.5625,66.625,-64.875,#7C11BB,1
2106,34.5625,70.125,-106.375,#0027FF,0
2107,34.5625,75.0,-3.5,#B10059,0
2108,34.5625,96.25,4.875,#CB004E,0
2109,34.5625,100.5,-87.25,#9700E2,0
2110,34.625,45.0,-19.875,#862F72,1
2111,34.625,65.75,45.375,#AF000B,0
2112,34.625,102.0,-103.375,#7F00FE,0
2113,34.6875,-107.25,17.125,#006B33,0
2114,34.6875,-12.125,-48.875,#005CA0,0
2115,34.6875,32.625,30.125,#893923,1
2116,34.6875,49.875,22.375,#9B2231,1
2117,34.6875,66.0,-3.875,#A7005A,0
2118,34.6875,76.875,9.5,#B70046,0
2119,34.6875,107.875,-31.25,#CE0086,0
2120,34.75,-128.0,15.0,#006D37,0
2121,34.75,-3.0,-51.875,#0058A5,0
2122,34.75,45.875,49.5,#9A2800,0
2123,34.75,58.375,-62.0,#7226B7,1
2124,34.75,76.25,37.75,#BB001C,0
2125,34.8125,-113.0,0.375,#006D4F,0
2126,34.8125,-99.625,-7.875,#006C5D,0
2127,34.8125,-72.875,-12.25,#006964,0
2128,34.8125,-24.75,8.875,#255C43,1
2129,34.8125,-23.75,-43.625,#005F97,0
2130,34.8125,-21.25,13.75,#345A3B,1
2131,34.8125,9.375,46.5,#6F4B00,0
2132,34.8125,16.0,-30.75,#4F4C83,1
2133,34.8125,53.375,12.75,#9E1B40,1
2134,34.8125,69.375,-32.125,#9F0086,0
2135,34.8125,113.625,-52.125,#CA00A8,0
2136,34.875,-122.25,13.125,#006D3A,0
2137,34.875,-106.125,-3.875,#006D56,0
2138,34.875,-45.0,-19.75,#006471,0
2139,34.875,30.25,-16.625,#743F6D,1
2140,34.875,37.875,55.75,#923300,0
2141,34.875,78.25,57.75,#BF0000,0
2142,34.9375,-122.25,4.25,#006E49,0
2143,34.9375,-91.375,26.25,#006A23,0
2144,34.9375,-35.25,19.25,#075F32,1
2145,34.9375,28.375,-55.5,#3C47AC,1
2146,34.9375,70.75,19.375,#B30038,0
2147,34.9375,87.25,30.25,#C70029,0
2148,34.9375,106.25,-44.125,#C6009B,0
2149,35.0,45.5,-35.5,#7C328C,1
2150,35.0,49.125,-99.625,#0041F8,0
2151,35.0625,-87.25,-7.0,#006B5C,0
2152,35.0625,-81.625,37.25,#006908,0
2153,35.0625,-13.625,44.0,#505700,0
2154,35.0625,17.5,-0.625,#6D4854,1
2155,35.0625,22.375,-84.875,#0052DE,0
2156,35.0625,34.25,-42.5,#624097,1
2157,35.0625,36.5,-85.75,#0048E0,0
2158,35.0625,64.125,-107.875,#0033FF,0
2159,35.125,-120.25,18.875,#006E31,0
2160,35.125,-81.75,-10.5,#006B62,0
2161,35.125,-73.375,32.25,#006818,0
2162,35.125,-6.75,54.125,#5C5400,0
2163,35.1875,-50.125,-22.875,#006676,0
2164,35.1875,-16.375,8.25,#3B5A45,1
2165,35.1875,42.625,-12.375,#893267,1
2166,35.25,-75.875,-6.25,#006A5B,0
2167,35.25,-41.75,41.0,#066100,1
2168,35.25,-6.375,25.25,#56552A,1
2169,35.25,10.25,-32.75,#405087,1
2170,35.25,41.0,-90.125,#0046E8,0
2171,35.3125,11.625,0.75,#664C52,1
2172,35.3125,14.25,-68.5,#0054C3,0
2173,35.3125,47.5,-82.375,#133EDB,1
2174,35.3125,59.25,9.75,#A50946,1
2175,35.375,-11.375,-4.25,#39595A,1
2176,35.375,1.375,-32.75,#245587,1
2177,35.375,59.5,-80.75,#522ED8,1
2178,35.375,102.5,-69.375,#B000C6,0
2179,35.4375,-22.125,-34.625,#005F8A,0
2180,35.4375,-12.875,-10.375,#2B5A63,1
2181,35.4375,9.25,-11.875,#594F66,1
2182,35.5,-128.0,38.5,#006F03,0
2183,35.5,-123.5,43.75,#006F00,0
2184,35.5,-114.75,46.75,#006E00,0
2185,35.5,-104.75,31.5,#006D19,0
2186,35.5,-91.125,55.0,#006B00,0
2187,35.5,-88.0,-0.375,#006C52,0
2188,35.5,-83.25,56.5,#006A00,0
2189,35.5,-83.0,16.375,#006B37,0
2190,35.5,-78.875,11.5,#006A3F,0
2191,35.5,-75.75,57.625,#006900,0
2192,35.5,-68.5,58.375,#006800,0
2193,35.5,-61.75,59.0,#006600,0
2194,35.5,-59.75,-40.0,#006A93,0
2195,35.5,-50.75,1.5,#006550,0
2196,35.5,-43.25,24.875,#006329,0
2197,35.5,-37.25,6.625,#006248,0
2198,35.5,-33.875,60.5,#305F00,0
2199,35.5,-31.5,43.5,#305F00,0
2200,35.5,-21.375,50.625,#465B00,0
2201,35.5,-9.875,31.375,#54571F,1
2202,35.5,-9.625,-29.5,#005A82,0
2203,35.5,2.75,-3.25,#565259,1
2204,35.5,20.375,-24.375,#60497B,1
2205,35.5,53.875,-51.75,#7A2CA8,1
2206,35.5,56.5,-23.25,#951E7A,1
2207,35.5,64.625,-93.0,#372BEE,1
2208,35.5,70.375,61.125,#B80000,0
2209,35.5,71.5,-91.875,#541BEC,1
2210,35.5,76.0,-25.0,#AD007D,0
2211,35.5,83.25,3.875,#C00051,0
2212,35.5,83.375,43.625,#C50015,0
2213,35.5,83.875,-56.625,#A200B0,0
2214,35.5,88.875,-35.875,#B7008F,0
2215,35.5,91.0,18.625,#CB003C,0
2216,35.5,95.5,12.375,#CF0045,0
2217,35.5,101.875,-35.0,#C7008E,0
2218,35.5,102.875,-10.5,#D20068,0
2219,35.5,105.625,-22.5,#D1007A,0
2220,35.5,105.875,-81.375,#AA00DB,0
2221,35.5,125.75,-83.5,#C400DF,0
2222,35.5625,-61.5,41.125,#006700,0
2223,35.5625,-37.625,34.5,#186116,1
2224,35.5625,-5.0,60.875,#605400,0
2225,35.5625,4.125,14.25,#62513D,1
2226,35.5625,6.5,-46.0,#00559E,0
2227,35.5625,8.25,20.875,#6A4E33,1
2228,35.5625,9.125,-71.75,#0058C9,0
2229,35.5625,13.625,-44.625,#2E519C,1
2230,35.5625,24.625,0.25,#784454,1
2231,35.5625,34.875,16.625,#8B3A3B,1
2232,35.5625,41.0,-61.75,#513FB8,1
2233,35.5625,60.5,34.0,#AC0021,0
2234,35.5625,71.125,-52.625,#9400AA,0
2235,35.5625,72.875,-18.625,#AC0073,0
2236,35.5625,84.5,50.5,#C70008,0
2237,35.5625,85.625,-102.625,#5C00FF,0
2238,35.5625,92.25,-72.125,#9F00CB,0
2239,35.5625,116.5,-80.25,#BB00D9,0
2240,35.5625,120.25,-73.0,#C600CD,0
2241,35.625,-37.375,28.25,#116123,1
2242,35.625,2.875,-20.125,#445474,1
2243,35.625,7.5,-19.5,#4F5173,1
2244,35.625,24.125,8.0,#7B4448,1
2245,35.625,26.0,30.5,#844124,1
2246,35.625,28.625,-67.5,#004BC2,0
2247,35.625,47.75,-53.0,#6E35AA,1
2248,35.625,58.625,-89.0,#3033E8,1
2249,35.625,69.75,34.875,#B60021,0
2250,35.625,106.5,-58.5,#C000B4,0
2251,35.6875,-44.25,5.625,#00644A,0
2252,35.6875,-24.0,44.0,#405D00,0
2253,35.6875,-23.25,30.5,#3D5D20,1
2254,35.6875,5.5,27.5,#695027,1
2255,35.6875,15.0,49.125,#794900,0
2256,35.6875,24.75,41.875,#84420C,1
2257,35.6875,30.5,61.125,#8C3D00,0
2258,35.6875,36.125,-14.375,#803B6C,1
2259,35.6875,39.625,38.875,#953316,1
2260,35.6875,45.125,11.625,#962E44,1
2261,35.6875,51.125,-68.375,#5B36C4,1
2262,35.6875,53.625,39.375,#A51B17,1
2263,35.6875,80.25,-7.125,#BA0062,0
2264,35.6875,92.0,-11.625,#C60069,0
2265,35.75,-67.125,7.25,#006947,0
2266,35.75,-27.625,51.25,#3B5E00,0
2267,35.75,35.625,-28.5,#753E82,1
2268,35.75,62.375,1.75,#A80054,0
2269,35.75,70.625,-10.25,#AE0066,0
2270,35.75,74.375,50.25,#BD0005,0
2271,35.75,78.375,-43.125,#A6009B,0
2272,35.75,95.25,-43.75,#BB009C,0
2273,35.75,116.625,-60.75,#CB00B9,0
2274,35.8125,55.0,60.875,#A81600,0
2275,35.8125,75.25,-77.0,#7D00D4,0
2276,35.8125,108.0,-65.375,#BD00C0,0
2277,35.875,-86.0,9.0,#006D44,0
2278,35.875,-29.625,-56.0,#0065AF,0
2279,35.875,-23.0,-59.625,#0064B5,0
2280,35.875,14.0,41.875,#774B0A,1
2281,35.875,28.375,-29.25,#6A4584,1
2282,35.875,29.5,24.75,#873F2E,1
2283,35.875,32.625,50.625,#8F3B00,0
2284,35.875,58.625,-36.875,#901F91,1
2285,35.875,65.0,15.125,#AF0040,0
2286,35.875,95.875,-2.5,#CD005C,0
2287,35.9375,-117.125,33.0,#006F16,0
2288,35.9375,-92.75,44.5,#006D00,0
2289,35.9375,-67.625,-23.875,#006C7A,0
2290,35.9375,46.375,61.125,#9F2A00,0
2291,35.9375,75.125,-57.25,#9600B3,0
2292,35.9375,78.5,-93.75,#6300F1,0
2293,35.9375,85.75,-90.875,#7A00EC,0
2294,35.9375,94.75,-17.0,#C80072,0
2295,36.0,-80.25,2.25,#006C4F,0
2296,36.0,18.125,61.75,#7F4800,0
2297,36.0625,-36.0,-4.75,#00635C,0
2298,36.0625,-7.625,8.5,#4E5847,1
2299,36.0625,82.5,-28.25,#B50084,0
2300,36.125,-76.25,41.625,#006B00,0
2301,36.125,12.0,62.0,#784C00,0
2302,36.125,38.0,-76.125,#0047D2,0
2303,36.125,44.875,-26.0,#86347F,1
2304,36.125,88.75,37.875,#CD0020,0
2305,36.125,113.625,-74.5,#BE00D1,0
2306,36.125,122.5,-94.125,#B600F3,0
2307,36.1875,-89.5,36.625,#006D0E,0
2308,36.1875,-76.5,18.875,#006C34,0
2309,36.1875,-54.875,41.25,#006700,0
2310,36.1875,-40.0,-28.25,#006682,0
2311,36.1875,-33.375,11.75,#036241,1
2312,36.1875,-5.625,-44.375,#005C9D,0
2313,36.1875,-1.875,50.5,#655400,0
2314,36.1875,93.5,-50.5,#B600A8,0
2315,36.1875,111.5,-36.125,#D50092,0
2316,36.25,-98.625,52.375,#006E00,0
2317,36.25,-11.375,-17.0,#235C70,1
2318,36.25,-1.75,40.0,#63550D,1
2319,36.25,30.625,9.125,#854048,1
2320,36.25,114.375,-100.5,#A100FE,0
2321,36.3125,-24.625,-50.125,#0064A6,0
2322,36.3125,-18.5,-53.5,#0063AC,0
2323,36.3125,40.375,62.125,#9A3300,0
2324,36.3125,63.25,51.875,#B30000,0
2325,36.3125,63.75,-25.75,#A00880,1
2326,36.3125,65.125,8.5,#AF004B,0
2327,36.3125,76.625,44.375,#C10014,0
2328,36.3125,92.625,25.5,#D00034,0
2329,36.375,-55.5,-16.5,#006A6F,0
2330,36.375,-32.0,-9.625,#006364,0
2331,36.375,-7.75,-23.625,#1F5B7B,1
2332,36.4375,-112.75,38.0,#007008,0
2333,36.4375,-63.125,-6.5,#006B5F,0
2334,36.4375,-62.625,-29.0,#006C83,0
2335,36.4375,-41.875,-7.0,#006660,0
2336,36.4375,-39.125,-35.375,#00678E,0
2337,36.4375,-23.5,-12.375,#006069,0
2338,36.4375,4.0,62.375,#6F5200,0
2339,36.5,-69.625,43.375,#006B00,0
2340,36.5,46.5,-41.375,#7C3699,1
2341,36.5625,-102.75,-18.0,#007271,0
2342,36.5625,-101.25,7.625,#007048,0
2343,36.5625,-96.75,-21.25,#007177,0
2344,36.5625,-90.875,-24.375,#00717C,0
2345,36.5625,-85.5,-27.375,#007081,0
2346,36.5625,-70.0,25.125,#006B2A,0
2347,36.5625,-58.625,-22.625,#006B79,0
2348,36.5625,-46.375,-48.625,#006BA4,0
2349,36.5625,-43.0,-42.375,#00699A,0
2350,36.5625,-39.5,-52.375,#006AAA,0
2351,36.5625,-26.5,-3.5,#00615B,0
2352,36.5625,-24.625,19.0,#346036,1
2353,36.5625,-18.0,62.625,#505C00,0
2354,36.5625,-2.875,-1.875,#4F5859,1
2355,36.5625,17.375,-75.75,#0056D3,0
2356,36.5625,38.5,-35.5,#763E90,1
2357,36.5625,40.0,-68.5,#3F44C7,1
2358,36.5625,70.375,-100.25,#3128FE,1
2359,36.5625,81.25,-76.125,#8C00D4,0
2360,36.625,-99.5,18.375,#007036,0
2361,36.625,-50.5,17.25,#006739,0
2362,36.625,-11.375,50.25,#585A00,0
2363,36.625,25.25,-20.875,#6E4878,1
2364,36.625,50.875,-10.75,#982A69,1
2365,36.625,86.25,-9.0,#C30067,0
2366,36.625,101.875,-17.5,#D20075,0
2367,36.6875,-55.375,47.25,#006800,0
2368,36.6875,-16.625,38.75,#4E5C10,1
2369,36.6875,-8.875,-60.0,#0061B8,0
2370,36.6875,38.625,11.125,#913946,1
2371,36.6875,46.75,-60.0,#653BB9,1
2372,36.6875,68.125,-71.875,#7B1ACD,1
2373,36.6875,89.25,-60.125,#AA00BA,0
2374,36.6875,94.75,-102.375,#7800FF,0
2375,36.6875,94.875,-24.375,#C80080,0
2376,36.6875,106.875,-75.125,#B500D3,0
2377,36.6875,110.375,-88.75,#AC00EB,0
2378,36.75,-53.625,61.875,#006800,0
2379,36.75,-45.0,62.25,#0E6600,0
2380,36.75,-8.5,1.25,#485A54,1
2381,36.75,50.875,-18.375,#942C75,1
2382,36.75,62.375,-9.5,#A70967,1
2383,36.75,68.5,-59.25,#8C0FB8,1
2384,36.75,89.375,3.0,#CA0056,0
2385,36.8125,-2.625,20.25,#5E5736,1
2386,36.8125,-2.25,-70.375,#0060CA,0
2387,36.8125,2.5,7.25,#5F554B,1
2388,36.8125,7.625,39.75,#715111,1
2389,36.8125,15.0,29.75,#794C27,1
2390,36.8125,42.625,32.5,#9B3324,1
2391,36.8125,42.875,-49.0,#6E3DA7,1
2392,36.8125,70.875,-85.875,#671DE6,1
2393,36.8125,79.375,-17.25,#B80074,0
2394,36.875,21.5,-15.375,#6E4B70,1
2395,36.875,82.125,20.375,#C6003B,0
2396,36.9375,-95.125,34.625,#007016,0
2397,36.9375,-16.75,26.75,#4A5D2A,1
2398,36.9375,30.875,-1.125,#83425A,1
2399,36.9375,50.0,-88.75,#0041EB,0
2400,36.9375,64.5,23.125,#B30036,0
2401,36.9375,86.375,-49.5,#B000A9,0
2402,36.9375,88.5,-76.75,#9800D7,0
2403,36.9375,101.125,-62.75,#B900BF,0
2404,36.9375,102.375,-27.375,#D00085,0
2405,37.0,-116.625,12.875,#007340,0
2406,37.0,-82.0,-20.625,#007177,0
2407,37.0,47.75,43.75,#A32B10,1
2408,37.0625,-3.75,34.0,#61581D,1
2409,37.0625,6.25,52.25,#725200,0
2410,37.0625,16.75,20.875,#7A4C36,1
2411,37.0625,63.375,63.25,#B60000,0
2412,37.0625,83.875,-40.625,#B3009A,0
2413,37.0625,99.875,-78.625,#A800DA,0
2414,37.125,34.75,-55.0,#5547B1,1
2415,37.125,67.625,-46.625,#9809A4,1
2416,37.125,82.25,27.5,#C80031,0
2417,37.125,96.5,-67.125,#AF00C7,0
2418,37.1875,-75.0,-20.625,#007077,0
2419,37.1875,-38.5,46.125,#236500,0
2420,37.1875,-32.5,-21.625,#00667A,0
2421,37.1875,2.375,-53.0,#005CAE,0
2422,37.1875,4.625,-58.625,#005BB7,0
2423,37.1875,18.125,10.375,#784C48,1
2424,37.1875,23.25,-58.125,#2750B7,1
2425,37.1875,80.5,33.625,#C70028,0
2426,37.1875,113.25,-94.25,#AB00F6,0
2427,37.25,-57.125,13.625,#006B40,0
2428,37.25,-29.5,28.5,#316327,1
2429,37.25,-28.375,63.5,#406200,0
2430,37.25,18.25,-54.5,#1F53B1,1
2431,37.25,23.875,52.875,#894600,0
2432,37.25,40.125,49.25,#9B3600,0
2433,37.25,45.75,18.25,#9D303D,1
2434,37.25,60.5,44.125,#B20812,1
2435,37.25,72.25,6.625,#B90050,0
2436,37.3125,-115.375,21.625,#007431,0
2437,37.3125,53.875,-29.375,#932B88,1
2438,37.3125,54.375,27.625,#A9202F,1
2439,37.3125,56.0,53.875,#AE1A00,0
2440,37.3125,72.375,13.0,#BB0047,0
2441,37.3125,93.125,-31.125,#C4008C,0
2442,37.3125,101.875,-51.0,#C400AD,0
2443,37.3125,120.5,-87.5,#BF00EB,0
2444,37.375,-53.125,-29.5,#006D87,0
2445,37.375,-49.625,31.75,#006920,0
2446,37.375,23.375,17.5,#82483D,1
2447,37.375,55.875,-75.75,#5C36D6,1
2448,37.375,60.25,-67.625,#752CC8,1
2449,37.4375,-96.25,3.375,#007251,0
2450,37.4375,12.5,-58.625,#0058B8,0
2451,37.5,-15.0,-66.125,#0066C5,0
2452,37.5,-4.375,-64.125,#0061C1,0
2453,37.5,25.5,-79.5,#0054DC,0
2454,37.5,28.125,-85.0,#0054E6,0
2455,37.5,31.0,-76.25,#004FD6,0
2456,37.5,40.625,-0.75,#92395B,1
2457,37.5,77.125,64.5,#C60000,0
2458,37.6875,15.375,-21.875,#60527C,1
2459,37.75,8.875,-79.875,#005EDD,0
2460,37.9375,-8.625,-53.625,#0063B1,0
2461,38.0,69.125,54.75,#BF0000,0
2462,38.0625,3.75,-68.875,#0060CB,0
2463,38.0625,45.25,-71.0,#4D43CF,1
2464,38.0625,69.375,40.5,#BE001D,0
2465,38.1875,74.125,27.875,#C20032,0
2466,38.1875,113.375,-67.375,#CA00CB,0
2467,38.25,15.25,-6.625,#6E5265,1
2468,38.25,89.375,9.125,#D00050,0
2469,38.25,105.5,-92.25,#A400F6,0
2470,38.3125,6.875,-39.125,#2F5A9A,1
2471,38.3125,64.625,-33.25,#A21591,1
2472,38.375,23.375,-32.0,#644F8E,1
2473,38.4375,-1.25,-58.375,#0061BA,0
2474,38.4375,52.0,65.375,#AE2700,0
2475,38.5,71.5,-36.375,#A90097,0
2476,38.5625,-128.0,5.75,#00794F,0
2477,38.5625,-128.0,21.25,#007834,0
2478,38.5625,-128.0,27.875,#007828,0
2479,38.5625,-126.75,49.125,#007800,0
2480,38.5625,-122.5,32.125,#00771F,0
2481,38.5625,-122.375,25.5,#00782D,0
2482,38.5625,-116.625,5.375,#007850,0
2483,38.5625,-115.625,-12.25,#00786D,0
2484,38.5625,-111.25,9.375,#007749,0
2485,38.5625,-106.25,52.0,#007600,0
2486,38.5625,-106.125,2.375,#007755,0
2487,38.5625,-105.875,44.25,#007600,0
2488,38.5625,-100.75,-2.25,#00765D,0
2489,38.5625,-95.0,-6.25,#007663,0
2490,38.5625,-91.125,20.25,#007437,0
2491,38.5625,-79.875,47.25,#007200,0
2492,38.5625,-76.875,27.25,#00722A,0
2493,38.5625,-75.125,-34.5,#007592,0
2494,38.5625,-74.25,-0.875,#00725B,0
2495,38.5625,-72.875,9.75,#007249,0
2496,38.5625,-72.5,48.25,#007100,0
2497,38.5625,-71.75,-27.875,#007487,0
2498,38.5625,-68.125,-11.25,#00726C,0
2499,38.5625,-65.125,-40.0,#00739B,0
2500,38.5625,-61.75,0.625,#007058,0
2501,38.5625,-59.75,21.75,#006F35,0
2502,38.5625,-53.5,25.625,#006D2E,0
2503,38.5625,-47.5,55.125,#006B00,0
2504,38.5625,-47.25,41.625,#006B08,0
2505,38.5625,-44.875,-12.25,#006C6E,0
2506,38.5625,-42.25,52.125,#1D6A00,0
2507,38.5625,-40.75,15.75,#006A40,0
2508,38.5625,-40.125,-0.5,#006A5B,0
2509,38.5625,-30.625,-43.25,#006BA1,0
2510,38.5625,-29.625,-37.125,#006A97,0
2511,38.5625,-27.125,-17.75,#006777,0
2512,38.5625,-21.125,-21.5,#00667D,0
2513,38.5625,-18.5,-43.75,#0067A2,0
2514,38.5625,-17.375,-16.125,#0C6474,1
2515,38.5625,-16.75,-25.875,#006484,0
2516,38.5625,-15.5,55.375,#586000,0
2517,38.5625,-8.375,-7.875,#435F67,1
2518,38.5625,-4.0,-10.5,#495D6C,1
2519,38.5625,-2.875,9.25,#5C5C4C,1
2520,38.5625,-0.125,-41.5,#005F9E,0
2521,38.5625,0.125,-9.0,#535B69,1
2522,38.5625,3.625,-13.625,#555A71,1
2523,38.5625,5.875,0.375,#65585A,1
2524,38.5625,7.625,-64.25,#005EC5,0
2525,38.5625,8.25,-6.375,#645765,1
2526,38.5625,8.5,-26.625,#4F5886,1
2527,38.5625,8.75,-52.875,#005CB1,0
2528,38.5625,8.75,15.375,#715542,1
2529,38.5625,15.125,-37.5,#4C5698,1
2530,38.5625,22.5,-73.0,#0057D4,0
2531,38.5625,27.375,-90.875,#0058F3,0
2532,38.5625,28.0,-44.375,#5D4EA3,1
2533,38.5625,37.375,-19.5,#86427B,1
2534,38.5625,46.375,-77.125,#3F45DB,1
2535,38.5625,54.25,-103.5,#0045FF,0
2536,38.5625,55.25,18.625,#AC2340,1
2537,38.5625,56.5,-45.875,#8D2EA6,1
2538,38.5625,57.0,-55.875,#8331B7,1
2539,38.5625,61.875,-42.375,#9823A1,1
2540,38.5625,64.875,-87.0,#5A30ED,1
2541,38.5625,89.25,-3.75,#CE0064,0
2542,38.5625,96.5,-8.375,#D5006C,0
2543,38.5625,96.625,-84.5,#A000E9,0
2544,38.5625,98.125,-91.375,#9900F5,0
2545,38.5625,101.0,-42.5,#CC00A2,0
2546,38.5625,108.125,-98.5,#A000FF,0
2547,38.5625,109.25,-50.125,#D200AF,0
2548,38.5625,114.5,-44.75,#DC00A6,0
2549,38.5625,120.0,-65.375,#D600C9,0
2550,38.625,-83.25,22.125,#007334,0
2551,38.625,-65.625,49.25,#006F00,0
2552,38.625,-64.0,-17.375,#007176,0
2553,38.625,-51.125,-12.125,#006E6D,0
2554,38.625,-35.125,53.125,#336800,0
2555,38.625,-1.25,2.625,#5B5B57,1
2556,38.625,2.125,-27.75,#3D5C88,1
2557,38.625,25.5,66.25,#904800,0
2558,38.625,36.25,66.125,#9C3E00,0
2559,38.6875,-95.25,-14.5,#007771,0
2560,38.6875,-89.5,-17.75,#007676,0
2561,38.6875,-63.625,15.5,#007040,0
2562,38.6875,-25.125,2.625,#236656,1
2563,38.6875,35.75,42.375,#9A3F14,1
2564,38.6875,83.375,58.0,#D10000,0
2565,38.75,-33.25,-49.5,#006DAC,0
2566,38.75,42.375,54.75,#A33700,0
2567,38.8125,-52.125,8.375,#006E4C,0
2568,38.8125,64.75,36.75,#BB0024,0
2569,38.875,-87.75,46.125,#007400,0
2570,38.875,-82.75,32.75,#00741F,0
2571,38.875,-68.75,2.25,#007256,0
2572,38.875,-47.375,-26.75,#006F86,0
2573,38.875,-36.25,-17.25,#006B77,0
2574,38.875,-29.0,7.5,#1E674F,1
2575,38.875,0.0,-15.75,#4C5D75,1
2576,38.875,50.375,51.25,#AC2C00,1
